Coefficient of Variation for Change: Percent Total by Table and Summary Level

+--------+----------+-----------+-----------------+---------+
| table  | sumlevel | change_cv | change_cv_count | percent |
| b15002 |   020    |    high   |       109       |   81.3  |
| b15002 |   030    |    low    |        19       |   6.6   |
| b15002 |   030    |   medium  |        75       |   25.9  |
| b15002 |   030    |    high   |       196       |   67.6  |
| b15002 |   040    |    low    |       373       |   27.2  |
| b15002 |   040    |   medium  |       468       |   34.2  |
| b15002 |   040    |    high   |       529       |   38.6  |
| b15002 |   050    |    low    |      20787      |   72.6  |
| b15002 |   050    |   medium  |       4043      |   14.1  |
| b15002 |   050    |    high   |       3801      |   13.3  |
| b15002 |   060    |    low    |      102604     |   93.3  |
| b15002 |   060    |   medium  |       5876      |   5.3   |
| b15002 |   060    |    high   |       1491      |   1.4   |
| b15002 |   140    |    low    |      257811     |   96.0  |
| b15002 |   140    |   medium  |       9923      |   3.7   |
| b15002 |   140    |    high   |       822       |   0.3   |
| b15002 |   150    |    low    |      471046     |   97.8  |
| b15002 |   150    |   medium  |       9911      |   2.1   |
| b15002 |   150    |    high   |       635       |   0.1   |
| b15002 |   160    |    low    |      73382      |   92.4  |
| b15002 |   160    |   medium  |       4759      |   6.0   |
| b15002 |   160    |    high   |       1279      |   1.6   |
| b15002 |   170    |    low    |        58       |   58.0  |
| b15002 |   170    |   medium  |        23       |   23.0  |
| b15002 |   170    |    high   |        19       |   19.0  |
| b15002 |   250    |    low    |       1561      |   90.4  |
| b15002 |   250    |   medium  |       138       |   8.0   |
| b15002 |   250    |    high   |        27       |   1.6   |
| b15002 |   251    |    low    |       1162      |   96.5  |
| b15002 |   251    |   medium  |        38       |   3.2   |
| b15002 |   251    |    high   |        4        |   0.3   |
| b15002 |   256    |    low    |       1386      |   95.3  |
| b15002 |   256    |   medium  |        67       |   4.6   |
| b15002 |   256    |    high   |        1        |   0.1   |
| b15002 |   258    |    low    |       2279      |   96.8  |
| b15002 |   258    |   medium  |        74       |   3.1   |
| b15002 |   258    |    high   |        1        |   0.0   |
| b15002 |   310    |    low    |       5940      |   65.7  |
| b15002 |   310    |   medium  |       1534      |   17.0  |
| b15002 |   310    |    high   |       1567      |   17.3  |
| b15002 |   400    |    low    |      17060      |   86.7  |
| b15002 |   400    |   medium  |       1813      |   9.2   |
| b15002 |   400    |    high   |       797       |   4.1   |
| b15002 |   500    |    low    |       3766      |   53.9  |
| b15002 |   500    |   medium  |       2107      |   30.2  |
| b15002 |   500    |    high   |       1113      |   15.9  |
| b15002 |   795    |    low    |      20032      |   72.0  |
| b15002 |   795    |   medium  |       5373      |   19.3  |
| b15002 |   795    |    high   |       2434      |   8.7   |
| b15002 |   860    |    low    |      114331     |   93.4  |
| b15002 |   860    |   medium  |       7320      |   6.0   |
| b15002 |   860    |    high   |       714       |   0.6   |
| b19001 |   010    |   medium  |        2        |   11.8  |
| b19001 |   010    |    high   |        15       |   88.2  |
| b19001 |   020    |    low    |        1        |   1.5   |
| b19001 |   020    |   medium  |        4        |   6.1   |
| b19001 |   020    |    high   |        61       |   92.4  |
| b19001 |   030    |    low    |        2        |   1.4   |
| b19001 |   030    |   medium  |        18       |   12.4  |
| b19001 |   030    |    high   |       125       |   86.2  |
| b19001 |   040    |    low    |       133       |   17.7  |
| b19001 |   040    |   medium  |       209       |   27.9  |
| b19001 |   040    |    high   |       408       |   54.4  |
| b19001 |   050    |    low    |      12726      |   76.3  |
| b19001 |   050    |   medium  |       3114      |   18.7  |
| b19001 |   050    |    high   |       831       |   5.0   |
| b19001 |   060    |    low    |      74877      |   93.5  |
| b19001 |   060    |   medium  |       4437      |   5.5   |
| b19001 |   060    |    high   |       789       |   1.0   |
| b19001 |   140    |    low    |      189712     |   95.9  |
| b19001 |   140    |   medium  |       7475      |   3.8   |
| b19001 |   140    |    high   |       720       |   0.4   |
| b19001 |   150    |    low    |      359493     |   98.3  |
| b19001 |   150    |   medium  |       5778      |   1.6   |
| b19001 |   150    |    high   |       442       |   0.1   |
| b19001 |   160    |    low    |      53285      |   92.9  |
| b19001 |   160    |   medium  |       3539      |   6.2   |
| b19001 |   160    |    high   |       557       |   1.0   |
| b19001 |   170    |    low    |        34       |   53.1  |
| b19001 |   170    |   medium  |        19       |   29.7  |
| b19001 |   170    |    high   |        11       |   17.2  |
| b19001 |   250    |    low    |       996       |   90.2  |
| b19001 |   250    |   medium  |        99       |   9.0   |
| b19001 |   250    |    high   |        9        |   0.8   |
| b19001 |   251    |    low    |       675       |   97.3  |
| b19001 |   251    |   medium  |        19       |   2.7   |
| b19001 |   256    |    low    |       917       |   95.3  |
| b19001 |   256    |   medium  |        44       |   4.6   |
| b19001 |   256    |    high   |        1        |   0.1   |
| b19001 |   258    |    low    |       1682      |   97.7  |
| b19001 |   258    |   medium  |        39       |   2.3   |
| b19001 |   258    |    high   |        1        |   0.1   |
| b19001 |   310    |    low    |       3669      |   65.7  |
| b19001 |   310    |   medium  |       1410      |   25.2  |
| b19001 |   310    |    high   |       506       |   9.1   |
| b19001 |   400    |    low    |      10824      |   85.1  |
| b19001 |   400    |   medium  |       1410      |   11.1  |
| b19001 |   400    |    high   |       484       |   3.8   |
| b19001 |   500    |    low    |       1685      |   38.8  |
| b19001 |   500    |   medium  |       1668      |   38.4  |
| b19001 |   500    |    high   |       994       |   22.9  |
| b19001 |   795    |    low    |      11637      |   65.0  |
| b19001 |   795    |   medium  |       5281      |   29.5  |
| b19001 |   795    |    high   |       979       |   5.5   |
| b19001 |   860    |    low    |      79796      |   92.3  |
| b19001 |   860    |   medium  |       6144      |   7.1   |
| b19001 |   860    |    high   |       475       |   0.5   |
| b19013 |   010    |    high   |        1        |  100.0  |
| b19013 |   020    |    high   |        4        |  100.0  |
| b19013 |   030    |    high   |        9        |  100.0  |
| b19013 |   040    |    low    |        1        |   2.0   |
| b19013 |   040    |   medium  |        7        |   14.3  |
| b19013 |   040    |    high   |        41       |   83.7  |
| b19013 |   050    |    low    |       863       |   66.7  |
| b19013 |   050    |   medium  |       335       |   25.9  |
| b19013 |   050    |    high   |        96       |   7.4   |
| b19013 |   060    |    low    |       5130      |   85.4  |
| b19013 |   060    |   medium  |       776       |   12.9  |
| b19013 |   060    |    high   |       104       |   1.7   |
| b19013 |   140    |    low    |      12266      |   90.4  |
| b19013 |   140    |   medium  |       1285      |   9.5   |
| b19013 |   140    |    high   |        15       |   0.1   |
| b19013 |   150    |    low    |      25557      |   90.6  |
| b19013 |   150    |   medium  |       2579      |   9.1   |
| b19013 |   150    |    high   |        76       |   0.3   |
| b19013 |   160    |    low    |       4004      |   84.8  |
| b19013 |   160    |   medium  |       645       |   13.7  |
| b19013 |   160    |    high   |        71       |   1.5   |
| b19013 |   170    |    low    |        2        |   50.0  |
| b19013 |   170    |    high   |        2        |   50.0  |
| b19013 |   250    |    low    |        81       |   83.5  |
| b19013 |   250    |   medium  |        15       |   15.5  |
| b19013 |   250    |    high   |        1        |   1.0   |
| b19013 |   251    |    low    |        49       |   92.5  |
| b19013 |   251    |   medium  |        4        |   7.5   |
| b19013 |   256    |    low    |        60       |   81.1  |
| b19013 |   256    |   medium  |        14       |   18.9  |
| b19013 |   258    |    low    |       110       |   88.0  |
| b19013 |   258    |   medium  |        15       |   12.0  |
| b19013 |   310    |    low    |       247       |   55.3  |
| b19013 |   310    |   medium  |       141       |   31.5  |
| b19013 |   310    |    high   |        59       |   13.2  |
| b19013 |   400    |    low    |       698       |   74.6  |
| b19013 |   400    |   medium  |       183       |   19.6  |
| b19013 |   400    |    high   |        55       |   5.9   |
| b19013 |   500    |    low    |        42       |   12.1  |
| b19013 |   500    |   medium  |       147       |   42.5  |
| b19013 |   500    |    high   |       157       |   45.4  |
| b19013 |   795    |    low    |       861       |   51.6  |
| b19013 |   795    |   medium  |       705       |   42.2  |
| b19013 |   795    |    high   |       104       |   6.2   |
| b19013 |   860    |    low    |       5614      |   83.8  |
| b19013 |   860    |   medium  |       1040      |   15.5  |
| b19013 |   860    |    high   |        44       |   0.7   |
| b19083 |   010    |    high   |        1        |  100.0  |
| b19083 |   020    |    high   |        4        |  100.0  |
| b19083 |   030    |   medium  |        3        |   33.3  |
| b19083 |   030    |    high   |        6        |   66.7  |
| b19083 |   040    |    low    |        20       |   48.8  |
| b19083 |   040    |   medium  |        15       |   36.6  |
| b19083 |   040    |    high   |        6        |   14.6  |
| b19083 |   050    |    low    |       644       |   93.7  |
| b19083 |   050    |   medium  |        42       |   6.1   |
| b19083 |   050    |    high   |        1        |   0.1   |
| b19083 |   060    |    low    |       6049      |   94.2  |
| b19083 |   060    |   medium  |       366       |   5.7   |
| b19083 |   060    |    high   |        4        |   0.1   |
| b19083 |   140    |    low    |      11462      |   96.9  |
| b19083 |   140    |   medium  |       362       |   3.1   |
| b19083 |   140    |    high   |        1        |   0.0   |
| b19083 |   160    |    low    |       4323      |   96.6  |
| b19083 |   160    |   medium  |       150       |   3.4   |
| b19083 |   170    |    low    |        4        |  100.0  |
| b19083 |   250    |    low    |       102       |   95.3  |
| b19083 |   250    |   medium  |        5        |   4.7   |
| b19083 |   251    |    low    |        79       |   96.3  |
| b19083 |   251    |   medium  |        3        |   3.7   |
| b19083 |   256    |    low    |        83       |   96.5  |
| b19083 |   256    |   medium  |        3        |   3.5   |
| b19083 |   310    |    low    |       148       |   87.6  |
| b19083 |   310    |   medium  |        20       |   11.8  |
| b19083 |   310    |    high   |        1        |   0.6   |
| b19083 |   400    |    low    |       579       |   95.5  |
| b19083 |   400    |   medium  |        26       |   4.3   |
| b19083 |   400    |    high   |        1        |   0.2   |
| b19083 |   500    |    low    |       129       |   82.2  |
| b19083 |   500    |   medium  |        28       |   17.8  |
| b19083 |   795    |    low    |       522       |   91.4  |
| b19083 |   795    |   medium  |        49       |   8.6   |
| b19083 |   860    |    low    |       5321      |   95.5  |
| b19083 |   860    |   medium  |       248       |   4.5   |
| b19083 |   860    |    high   |        2        |   0.0   |
| b23025 |   010    |   medium  |        1        |   14.3  |
| b23025 |   010    |    high   |        6        |   85.7  |
| b23025 |   020    |    low    |        2        |   7.1   |
| b23025 |   020    |   medium  |        3        |   10.7  |
| b23025 |   020    |    high   |        23       |   82.1  |
| b23025 |   030    |    low    |        7        |   11.7  |
| b23025 |   030    |    high   |        53       |   88.3  |
| b23025 |   040    |    low    |        30       |   9.4   |
| b23025 |   040    |   medium  |        33       |   10.3  |
| b23025 |   040    |    high   |       257       |   80.3  |
| b23025 |   050    |    low    |       4922      |   46.0  |
| b23025 |   050    |   medium  |       3102      |   29.0  |
| b23025 |   050    |    high   |       2679      |   25.0  |
| b23025 |   060    |    low    |      40289      |   83.9  |
| b23025 |   060    |   medium  |       6033      |   12.6  |
| b23025 |   060    |    high   |       1695      |   3.5   |
| b23025 |   140    |    low    |      94015      |   88.5  |
| b23025 |   140    |   medium  |      11251      |   10.6  |
| b23025 |   140    |    high   |       1009      |   0.9   |
| b23025 |   150    |    low    |      208969     |   94.8  |
| b23025 |   150    |   medium  |      10650      |   4.8   |
| b23025 |   150    |    high   |       784       |   0.4   |
| b23025 |   160    |    low    |      29871      |   81.0  |
| b23025 |   160    |   medium  |       5324      |   14.4  |
| b23025 |   160    |    high   |       1688      |   4.6   |
| b23025 |   170    |    low    |        8        |   21.6  |
| b23025 |   170    |   medium  |        12       |   32.4  |
| b23025 |   170    |    high   |        17       |   45.9  |
| b23025 |   250    |    low    |       638       |   81.1  |
| b23025 |   250    |   medium  |       123       |   15.6  |
| b23025 |   250    |    high   |        26       |   3.3   |
| b23025 |   251    |    low    |       502       |   89.3  |
| b23025 |   251    |   medium  |        59       |   10.5  |
| b23025 |   251    |    high   |        1        |   0.2   |
| b23025 |   256    |    low    |       538       |   85.0  |
| b23025 |   256    |   medium  |        89       |   14.1  |
| b23025 |   256    |    high   |        6        |   0.9   |
| b23025 |   258    |    low    |       1015      |   90.8  |
| b23025 |   258    |   medium  |       102       |   9.1   |
| b23025 |   258    |    high   |        1        |   0.1   |
| b23025 |   310    |    low    |       1190      |   36.2  |
| b23025 |   310    |   medium  |       991       |   30.1  |
| b23025 |   310    |    high   |       1109      |   33.7  |
| b23025 |   400    |    low    |       5030      |   69.4  |
| b23025 |   400    |   medium  |       1463      |   20.2  |
| b23025 |   400    |    high   |       754       |   10.4  |
| b23025 |   500    |    low    |       328       |   16.1  |
| b23025 |   500    |   medium  |       434       |   21.4  |
| b23025 |   500    |    high   |       1269      |   62.5  |
| b23025 |   795    |    low    |       3680      |   33.4  |
| b23025 |   795    |   medium  |       4687      |   42.5  |
| b23025 |   795    |    high   |       2651      |   24.1  |
| b23025 |   860    |    low    |      41682      |   80.8  |
| b23025 |   860    |   medium  |       8978      |   17.4  |
| b23025 |   860    |    high   |       925       |   1.8   |
| b25002 |   010    |    high   |        2        |  100.0  |
| b25002 |   020    |    low    |        1        |   10.0  |
| b25002 |   020    |   medium  |        1        |   10.0  |
| b25002 |   020    |    high   |        8        |   80.0  |
| b25002 |   030    |    low    |        4        |   14.8  |
| b25002 |   030    |   medium  |        4        |   14.8  |
| b25002 |   030    |    high   |        19       |   70.4  |
| b25002 |   040    |    low    |        17       |   11.8  |
| b25002 |   040    |   medium  |        27       |   18.8  |
| b25002 |   040    |    high   |       100       |   69.4  |
| b25002 |   050    |    low    |       2274      |   49.9  |
| b25002 |   050    |   medium  |       1144      |   25.1  |
| b25002 |   050    |    high   |       1138      |   25.0  |
| b25002 |   060    |    low    |      16478      |   85.2  |
| b25002 |   060    |   medium  |       2099      |   10.9  |
| b25002 |   060    |    high   |       762       |   3.9   |
| b25002 |   140    |    low    |      41648      |   79.5  |
| b25002 |   140    |   medium  |       8303      |   15.8  |
| b25002 |   140    |    high   |       2464      |   4.7   |
| b25002 |   150    |    low    |      90610      |   92.1  |
| b25002 |   150    |   medium  |       6707      |   6.8   |
| b25002 |   150    |    high   |       1092      |   1.1   |
| b25002 |   160    |    low    |      12788      |   84.6  |
| b25002 |   160    |   medium  |       1764      |   11.7  |
| b25002 |   160    |    high   |       557       |   3.7   |
| b25002 |   170    |    low    |        4        |   23.5  |
| b25002 |   170    |   medium  |        7        |   41.2  |
| b25002 |   170    |    high   |        6        |   35.3  |
| b25002 |   250    |    low    |       320       |   79.8  |
| b25002 |   250    |   medium  |        70       |   17.5  |
| b25002 |   250    |    high   |        11       |   2.7   |
| b25002 |   251    |    low    |       235       |   86.7  |
| b25002 |   251    |   medium  |        35       |   12.9  |
| b25002 |   251    |    high   |        1        |   0.4   |
| b25002 |   256    |    low    |       239       |   80.2  |
| b25002 |   256    |   medium  |        52       |   17.4  |
| b25002 |   256    |    high   |        7        |   2.3   |
| b25002 |   258    |    low    |       470       |   87.7  |
| b25002 |   258    |   medium  |        59       |   11.0  |
| b25002 |   258    |    high   |        7        |   1.3   |
| b25002 |   310    |    low    |       588       |   40.6  |
| b25002 |   310    |   medium  |       397       |   27.4  |
| b25002 |   310    |    high   |       465       |   32.1  |
| b25002 |   400    |    low    |       2016      |   73.6  |
| b25002 |   400    |   medium  |       469       |   17.1  |
| b25002 |   400    |    high   |       255       |   9.3   |
| b25002 |   500    |    low    |       197       |   21.9  |
| b25002 |   500    |   medium  |       249       |   27.7  |
| b25002 |   500    |    high   |       454       |   50.4  |
| b25002 |   795    |    low    |       1753      |   39.5  |
| b25002 |   795    |   medium  |       1545      |   34.8  |
| b25002 |   795    |    high   |       1142      |   25.7  |
| b25002 |   860    |    low    |      17305      |   81.1  |
| b25002 |   860    |   medium  |       3272      |   15.3  |
| b25002 |   860    |    high   |       772       |   3.6   |
| b25003 |   010    |    high   |        3        |  100.0  |
| b25003 |   020    |    low    |        1        |   8.3   |
| b25003 |   020    |   medium  |        1        |   8.3   |
| b25003 |   020    |    high   |        10       |   83.3  |
| b25003 |   030    |    low    |        1        |   3.7   |
| b25003 |   030    |   medium  |        5        |   18.5  |
| b25003 |   030    |    high   |        21       |   77.8  |
| b25003 |   040    |    low    |        16       |   11.5  |
| b25003 |   040    |   medium  |        41       |   29.5  |
| b25003 |   040    |    high   |        82       |   59.0  |
| b25003 |   050    |    low    |       2082      |   62.6  |
| b25003 |   050    |   medium  |       819       |   24.6  |
| b25003 |   050    |    high   |       424       |   12.8  |
| b25003 |   060    |    low    |      16297      |   87.1  |
| b25003 |   060    |   medium  |       1894      |   10.1  |
| b25003 |   060    |    high   |       526       |   2.8   |
| b25003 |   140    |    low    |      39068      |   84.9  |
| b25003 |   140    |   medium  |       5917      |   12.9  |
| b25003 |   140    |    high   |       1015      |   2.2   |
| b25003 |   150    |    low    |      95663      |   93.1  |
| b25003 |   150    |   medium  |       6377      |   6.2   |
| b25003 |   150    |    high   |       711       |   0.7   |
| b25003 |   160    |    low    |      12478      |   86.0  |
| b25003 |   160    |   medium  |       1635      |   11.3  |
| b25003 |   160    |    high   |       403       |   2.8   |
| b25003 |   170    |    low    |        7        |   46.7  |
| b25003 |   170    |   medium  |        4        |   26.7  |
| b25003 |   170    |    high   |        4        |   26.7  |
| b25003 |   250    |    low    |       283       |   87.1  |
| b25003 |   250    |   medium  |        39       |   12.0  |
| b25003 |   250    |    high   |        3        |   0.9   |
| b25003 |   251    |    low    |       217       |   93.5  |
| b25003 |   251    |   medium  |        15       |   6.5   |
| b25003 |   256    |    low    |       229       |   85.4  |
| b25003 |   256    |   medium  |        38       |   14.2  |
| b25003 |   256    |    high   |        1        |   0.4   |
| b25003 |   258    |    low    |       449       |   92.4  |
| b25003 |   258    |   medium  |        35       |   7.2   |
| b25003 |   258    |    high   |        2        |   0.4   |
| b25003 |   310    |    low    |       594       |   54.8  |
| b25003 |   310    |   medium  |       285       |   26.3  |
| b25003 |   310    |    high   |       204       |   18.8  |
| b25003 |   400    |    low    |       1993      |   77.7  |
| b25003 |   400    |   medium  |       399       |   15.6  |
| b25003 |   400    |    high   |       172       |   6.7   |
| b25003 |   500    |    low    |       248       |   29.7  |
| b25003 |   500    |   medium  |       309       |   37.0  |
| b25003 |   500    |    high   |       279       |   33.4  |
| b25003 |   795    |    low    |       1966      |   50.2  |
| b25003 |   795    |   medium  |       1414      |   36.1  |
| b25003 |   795    |    high   |       538       |   13.7  |
| b25003 |   860    |    low    |      16817      |   84.1  |
| b25003 |   860    |   medium  |       2752      |   13.8  |
| b25003 |   860    |    high   |       433       |   2.2   |
| b25010 |   020    |    low    |        2        |   33.3  |
| b25010 |   020    |   medium  |        2        |   33.3  |
| b25010 |   020    |    high   |        2        |   33.3  |
| b25010 |   030    |    low    |        5        |   45.5  |
| b25010 |   030    |   medium  |        5        |   45.5  |
| b25010 |   030    |    high   |        1        |   9.1   |
| b25010 |   040    |    low    |        39       |   55.7  |
| b25010 |   040    |   medium  |        24       |   34.3  |
| b25010 |   040    |    high   |        7        |   10.0  |
| b25010 |   050    |    low    |       2263      |   82.9  |
| b25010 |   050    |   medium  |       433       |   15.9  |
| b25010 |   050    |    high   |        35       |   1.3   |
| b25010 |   060    |    low    |      15611      |   94.5  |
| b25010 |   060    |   medium  |       877       |   5.3   |
| b25010 |   060    |    high   |        23       |   0.1   |
| b25010 |   140    |    low    |      34173      |   96.1  |
| b25010 |   140    |   medium  |       1396      |   3.9   |
| b25010 |   140    |    high   |        8        |   0.0   |
| b25010 |   150    |    low    |      98668      |   93.4  |
| b25010 |   150    |   medium  |       6571      |   6.2   |
| b25010 |   150    |    high   |       397       |   0.4   |
| b25010 |   160    |    low    |      11536      |   94.3  |
| b25010 |   160    |   medium  |       657       |   5.4   |
| b25010 |   160    |    high   |        34       |   0.3   |
| b25010 |   170    |    low    |        10       |   83.3  |
| b25010 |   170    |   medium  |        2        |   16.7  |
| b25010 |   250    |    low    |       190       |   89.6  |
| b25010 |   250    |   medium  |        17       |   8.0   |
| b25010 |   250    |    high   |        5        |   2.4   |
| b25010 |   251    |    low    |       200       |   90.1  |
| b25010 |   251    |   medium  |        22       |   9.9   |
| b25010 |   256    |    low    |       165       |   87.3  |
| b25010 |   256    |   medium  |        23       |   12.2  |
| b25010 |   256    |    high   |        1        |   0.5   |
| b25010 |   258    |    low    |       386       |   93.2  |
| b25010 |   258    |   medium  |        28       |   6.8   |
| b25010 |   310    |    low    |       654       |   80.3  |
| b25010 |   310    |   medium  |       144       |   17.7  |
| b25010 |   310    |    high   |        16       |   2.0   |
| b25010 |   400    |    low    |       1896      |   91.5  |
| b25010 |   400    |   medium  |       158       |   7.6   |
| b25010 |   400    |    high   |        17       |   0.8   |
| b25010 |   500    |    low    |       361       |   73.1  |
| b25010 |   500    |   medium  |       118       |   23.9  |
| b25010 |   500    |    high   |        15       |   3.0   |
| b25010 |   795    |    low    |       1964      |   81.5  |
| b25010 |   795    |   medium  |       421       |   17.5  |
| b25010 |   795    |    high   |        25       |   1.0   |
| b25010 |   860    |    low    |      15362      |   94.0  |
| b25010 |   860    |   medium  |       951       |   5.8   |
| b25010 |   860    |    high   |        31       |   0.2   |
| b25063 |   010    |   medium  |        1        |   4.5   |
| b25063 |   010    |    high   |        21       |   95.5  |
| b25063 |   020    |    low    |        5        |   5.4   |
| b25063 |   020    |   medium  |        10       |   10.8  |
| b25063 |   020    |    high   |        78       |   83.9  |
| b25063 |   030    |    low    |        21       |   10.6  |
| b25063 |   030    |   medium  |        27       |   13.6  |
| b25063 |   030    |    high   |       150       |   75.8  |
| b25063 |   040    |    low    |       222       |   23.5  |
| b25063 |   040    |   medium  |       315       |   33.4  |
| b25063 |   040    |    high   |       407       |   43.1  |
| b25063 |   050    |    low    |      13004      |   81.4  |
| b25063 |   050    |   medium  |       2219      |   13.9  |
| b25063 |   050    |    high   |       744       |   4.7   |
| b25063 |   060    |    low    |      43231      |   90.4  |
| b25063 |   060    |   medium  |       3794      |   7.9   |
| b25063 |   060    |    high   |       771       |   1.6   |
| b25063 |   140    |    low    |      136376     |   94.1  |
| b25063 |   140    |   medium  |       8213      |   5.7   |
| b25063 |   140    |    high   |       328       |   0.2   |
| b25063 |   150    |    low    |      197565     |   96.2  |
| b25063 |   150    |   medium  |       7555      |   3.7   |
| b25063 |   150    |    high   |       307       |   0.1   |
| b25063 |   160    |    low    |      36925      |   89.1  |
| b25063 |   160    |   medium  |       3880      |   9.4   |
| b25063 |   160    |    high   |       656       |   1.6   |
| b25063 |   170    |    low    |        36       |   45.0  |
| b25063 |   170    |   medium  |        20       |   25.0  |
| b25063 |   170    |    high   |        24       |   30.0  |
| b25063 |   250    |    low    |       741       |   90.7  |
| b25063 |   250    |   medium  |        66       |   8.1   |
| b25063 |   250    |    high   |        10       |   1.2   |
| b25063 |   251    |    low    |       429       |   96.6  |
| b25063 |   251    |   medium  |        15       |   3.4   |
| b25063 |   256    |    low    |       637       |   92.9  |
| b25063 |   256    |   medium  |        49       |   7.1   |
| b25063 |   258    |    low    |       903       |   96.0  |
| b25063 |   258    |   medium  |        38       |   4.0   |
| b25063 |   310    |    low    |       4181      |   72.5  |
| b25063 |   310    |   medium  |       1134      |   19.7  |
| b25063 |   310    |    high   |       450       |   7.8   |
| b25063 |   400    |    low    |      11073      |   84.3  |
| b25063 |   400    |   medium  |       1508      |   11.5  |
| b25063 |   400    |    high   |       558       |   4.2   |
| b25063 |   500    |    low    |       2335      |   45.8  |
| b25063 |   500    |   medium  |       1910      |   37.4  |
| b25063 |   500    |    high   |       856       |   16.8  |
| b25063 |   795    |    low    |      14085      |   70.0  |
| b25063 |   795    |   medium  |       5244      |   26.1  |
| b25063 |   795    |    high   |       800       |   4.0   |
| b25063 |   860    |    low    |      57688      |   88.8  |
| b25063 |   860    |   medium  |       6861      |   10.6  |
| b25063 |   860    |    high   |       437       |   0.7   |
| b25064 |   010    |    high   |        1        |  100.0  |
| b25064 |   020    |    high   |        4        |  100.0  |
| b25064 |   030    |    high   |        9        |  100.0  |
| b25064 |   040    |    low    |        7        |   14.9  |
| b25064 |   040    |   medium  |        7        |   14.9  |
| b25064 |   040    |    high   |        33       |   70.2  |
| b25064 |   050    |    low    |       661       |   70.8  |
| b25064 |   050    |   medium  |       171       |   18.3  |
| b25064 |   050    |    high   |       101       |   10.8  |
| b25064 |   060    |    low    |       3811      |   78.4  |
| b25064 |   060    |   medium  |       824       |   16.9  |
| b25064 |   060    |    high   |       229       |   4.7   |
| b25064 |   140    |    low    |      13080      |   79.8  |
| b25064 |   140    |   medium  |       3095      |   18.9  |
| b25064 |   140    |    high   |       213       |   1.3   |
| b25064 |   150    |    low    |      25471      |   80.2  |
| b25064 |   150    |   medium  |       5752      |   18.1  |
| b25064 |   150    |    high   |       550       |   1.7   |
| b25064 |   160    |    low    |       3335      |   76.0  |
| b25064 |   160    |   medium  |       836       |   19.1  |
| b25064 |   160    |    high   |       215       |   4.9   |
| b25064 |   170    |    low    |        1        |   25.0  |
| b25064 |   170    |   medium  |        1        |   25.0  |
| b25064 |   170    |    high   |        2        |   50.0  |
| b25064 |   250    |    low    |        76       |   86.4  |
| b25064 |   250    |   medium  |        11       |   12.5  |
| b25064 |   250    |    high   |        1        |   1.1   |
| b25064 |   251    |    low    |        40       |   81.6  |
| b25064 |   251    |   medium  |        7        |   14.3  |
| b25064 |   251    |    high   |        2        |   4.1   |
| b25064 |   256    |    low    |        63       |   81.8  |
| b25064 |   256    |   medium  |        13       |   16.9  |
| b25064 |   256    |    high   |        1        |   1.3   |
| b25064 |   258    |    low    |       113       |   83.7  |
| b25064 |   258    |   medium  |        21       |   15.6  |
| b25064 |   258    |    high   |        1        |   0.7   |
| b25064 |   310    |    low    |       190       |   58.8  |
| b25064 |   310    |   medium  |        81       |   25.1  |
| b25064 |   310    |    high   |        52       |   16.1  |
| b25064 |   400    |    low    |       625       |   72.2  |
| b25064 |   400    |   medium  |       169       |   19.5  |
| b25064 |   400    |    high   |        72       |   8.3   |
| b25064 |   500    |    low    |        75       |   25.8  |
| b25064 |   500    |   medium  |        83       |   28.5  |
| b25064 |   500    |    high   |       133       |   45.7  |
| b25064 |   795    |    low    |       607       |   43.8  |
| b25064 |   795    |   medium  |       498       |   35.9  |
| b25064 |   795    |    high   |       282       |   20.3  |
| b25064 |   860    |    low    |       4558      |   71.5  |
| b25064 |   860    |   medium  |       1520      |   23.9  |
| b25064 |   860    |    high   |       295       |   4.6   |
| b25070 |   010    |    low    |        1        |   9.1   |
| b25070 |   010    |   medium  |        1        |   9.1   |
| b25070 |   010    |    high   |        9        |   81.8  |
| b25070 |   020    |    low    |        8        |   20.5  |
| b25070 |   020    |   medium  |        2        |   5.1   |
| b25070 |   020    |    high   |        29       |   74.4  |
| b25070 |   030    |    low    |        13       |   15.5  |
| b25070 |   030    |   medium  |        19       |   22.6  |
| b25070 |   030    |    high   |        52       |   61.9  |
| b25070 |   040    |    low    |       138       |   39.0  |
| b25070 |   040    |   medium  |       129       |   36.4  |
| b25070 |   040    |    high   |        87       |   24.6  |
| b25070 |   050    |    low    |       6218      |   90.6  |
| b25070 |   050    |   medium  |       580       |   8.5   |
| b25070 |   050    |    high   |        65       |   0.9   |
| b25070 |   060    |    low    |      27442      |   96.8  |
| b25070 |   060    |   medium  |       812       |   2.9   |
| b25070 |   060    |    high   |        96       |   0.3   |
| b25070 |   140    |    low    |      88792      |   97.8  |
| b25070 |   140    |   medium  |       1892      |   2.1   |
| b25070 |   140    |    high   |       124       |   0.1   |
| b25070 |   150    |    low    |      135570     |   98.3  |
| b25070 |   150    |   medium  |       2141      |   1.6   |
| b25070 |   150    |    high   |       135       |   0.1   |
| b25070 |   160    |    low    |      22375      |   96.7  |
| b25070 |   160    |   medium  |       704       |   3.0   |
| b25070 |   160    |    high   |        61       |   0.3   |
| b25070 |   170    |    low    |        31       |   77.5  |
| b25070 |   170    |   medium  |        8        |   20.0  |
| b25070 |   170    |    high   |        1        |   2.5   |
| b25070 |   250    |    low    |       436       |   94.2  |
| b25070 |   250    |   medium  |        26       |   5.6   |
