Statistically Significant Difference: Percent Total by Table and Summary Level

+--------+----------+---------+---------------+---------+
| table  | sumlevel | sig_dif | sig_dif_count | percent |
| b19083 |   256    |   nan   |       47      |   9.8   |
| b19083 |   310    |  False  |      627      |   78.8  |
| b19083 |   310    |   True  |      169      |   21.2  |
| b19083 |   400    |  False  |      2986     |   83.1  |
| b19083 |   400    |   True  |      606      |   16.9  |
| b19083 |   500    |  False  |      211      |   57.3  |
| b19083 |   500    |   True  |      157      |   42.7  |
| b19083 |   795    |  False  |      1807     |   76.0  |
| b19083 |   795    |   True  |      571      |   24.0  |
| b19083 |   860    |  False  |     26436     |   79.8  |
| b19083 |   860    |   True  |      5571     |   16.8  |
| b19083 |   860    |   nan   |      1113     |   3.4   |
| b23025 |   010    |   True  |       7       |  100.0  |
| b23025 |   020    |   True  |       28      |  100.0  |
| b23025 |   030    |  False  |       3       |   4.8   |
| b23025 |   030    |   True  |       60      |   95.2  |
| b23025 |   040    |  False  |       44      |   12.1  |
| b23025 |   040    |   True  |      320      |   87.9  |
| b23025 |   050    |  False  |     11837     |   52.5  |
| b23025 |   050    |   True  |     10703     |   47.5  |
| b23025 |   060    |  False  |     207791    |   81.2  |
| b23025 |   060    |   True  |     48017     |   18.8  |
| b23025 |   140    |  False  |     409219    |   79.4  |
| b23025 |   140    |   True  |     106275    |   20.6  |
| b23025 |   150    |  False  |    1319415    |   85.7  |
| b23025 |   150    |   True  |     220403    |   14.3  |
| b23025 |   160    |  False  |     169687    |   82.1  |
| b23025 |   160    |   True  |     36883     |   17.9  |
| b23025 |   170    |  False  |       19      |   33.9  |
| b23025 |   170    |   True  |       37      |   66.1  |
| b23025 |   250    |  False  |      4064     |   83.8  |
| b23025 |   250    |   True  |      787      |   16.2  |
| b23025 |   251    |  False  |      2798     |   83.3  |
| b23025 |   251    |   True  |      562      |   16.7  |
| b23025 |   256    |  False  |      2734     |   81.2  |
| b23025 |   256    |   True  |      633      |   18.8  |
| b23025 |   258    |  False  |      5287     |   82.5  |
| b23025 |   258    |   True  |      1118     |   17.5  |
| b23025 |   310    |  False  |      2282     |   41.0  |
| b23025 |   310    |   True  |      3290     |   59.0  |
| b23025 |   400    |  False  |     17897     |   71.2  |
| b23025 |   400    |   True  |      7247     |   28.8  |
| b23025 |   500    |  False  |      545      |   21.2  |
| b23025 |   500    |   True  |      2031     |   78.8  |
| b23025 |   795    |  False  |      5628     |   33.8  |
| b23025 |   795    |   True  |     11018     |   66.2  |
| b23025 |   860    |  False  |     180255    |   77.7  |
| b23025 |   860    |   True  |     51585     |   22.3  |
| b25002 |   010    |  False  |       1       |   33.3  |
| b25002 |   010    |   True  |       2       |   66.7  |
| b25002 |   020    |  False  |       2       |   16.7  |
| b25002 |   020    |   True  |       10      |   83.3  |
| b25002 |   030    |   True  |       27      |  100.0  |
| b25002 |   040    |  False  |       12      |   7.7   |
| b25002 |   040    |   True  |      144      |   92.3  |
| b25002 |   050    |  False  |      5104     |   52.8  |
| b25002 |   050    |   True  |      4556     |   47.2  |
| b25002 |   060    |  False  |     90293     |   82.4  |
| b25002 |   060    |   True  |     19339     |   17.6  |
| b25002 |   140    |  False  |     168511    |   76.3  |
| b25002 |   140    |   True  |     52415     |   23.7  |
| b25002 |   150    |  False  |     561513    |   85.1  |
| b25002 |   150    |   True  |     98409     |   14.9  |
| b25002 |   160    |  False  |     73421     |   82.9  |
| b25002 |   160    |   True  |     15109     |   17.1  |
| b25002 |   170    |  False  |       7       |   29.2  |
| b25002 |   170    |   True  |       17      |   70.8  |
| b25002 |   250    |  False  |      1678     |   80.7  |
| b25002 |   250    |   True  |      401      |   19.3  |
| b25002 |   251    |  False  |      1169     |   81.2  |
| b25002 |   251    |   True  |      271      |   18.8  |
| b25002 |   256    |  False  |      1145     |   79.3  |
| b25002 |   256    |   True  |      298      |   20.7  |
| b25002 |   258    |  False  |      2209     |   80.5  |
| b25002 |   258    |   True  |      536      |   19.5  |
| b25002 |   310    |  False  |      938      |   39.3  |
| b25002 |   310    |   True  |      1450     |   60.7  |
| b25002 |   400    |  False  |      8036     |   74.6  |
| b25002 |   400    |   True  |      2740     |   25.4  |
| b25002 |   500    |  False  |      204      |   18.5  |
| b25002 |   500    |   True  |      900      |   81.5  |
| b25002 |   795    |  False  |      2694     |   37.8  |
| b25002 |   795    |   True  |      4440     |   62.2  |
| b25002 |   860    |  False  |     78011     |   78.5  |
| b25002 |   860    |   True  |     21349     |   21.5  |
| b25003 |   010    |   True  |       3       |  100.0  |
| b25003 |   020    |   True  |       12      |  100.0  |
| b25003 |   030    |   True  |       27      |  100.0  |
| b25003 |   040    |  False  |       17      |   10.9  |
| b25003 |   040    |   True  |      139      |   89.1  |
| b25003 |   050    |  False  |      6335     |   65.6  |
| b25003 |   050    |   True  |      3325     |   34.4  |
| b25003 |   060    |  False  |     90915     |   82.9  |
| b25003 |   060    |   True  |     18717     |   17.1  |
| b25003 |   140    |  False  |     174926    |   79.2  |
| b25003 |   140    |   True  |     46000     |   20.8  |
| b25003 |   150    |  False  |     557171    |   84.4  |
| b25003 |   150    |   True  |     102751    |   15.6  |
| b25003 |   160    |  False  |     74014     |   83.6  |
| b25003 |   160    |   True  |     14516     |   16.4  |
| b25003 |   170    |  False  |       9       |   37.5  |
| b25003 |   170    |   True  |       15      |   62.5  |
| b25003 |   250    |  False  |      1754     |   84.4  |
| b25003 |   250    |   True  |      325      |   15.6  |
| b25003 |   251    |  False  |      1208     |   83.9  |
| b25003 |   251    |   True  |      232      |   16.1  |
| b25003 |   256    |  False  |      1175     |   81.4  |
| b25003 |   256    |   True  |      268      |   18.6  |
| b25003 |   258    |  False  |      2259     |   82.3  |
| b25003 |   258    |   True  |      486      |   17.7  |
| b25003 |   310    |  False  |      1305     |   54.6  |
| b25003 |   310    |   True  |      1083     |   45.4  |
| b25003 |   400    |  False  |      8212     |   76.2  |
| b25003 |   400    |   True  |      2564     |   23.8  |
| b25003 |   500    |  False  |      268      |   24.3  |
| b25003 |   500    |   True  |      836      |   75.7  |
| b25003 |   795    |  False  |      3216     |   45.1  |
| b25003 |   795    |   True  |      3918     |   54.9  |
| b25003 |   860    |  False  |     79358     |   79.9  |
| b25003 |   860    |   True  |     20002     |   20.1  |
| b25010 |   010    |  False  |       3       |  100.0  |
| b25010 |   020    |  False  |       6       |   50.0  |
| b25010 |   020    |   True  |       6       |   50.0  |
| b25010 |   030    |  False  |       16      |   59.3  |
| b25010 |   030    |   True  |       11      |   40.7  |
| b25010 |   040    |  False  |       86      |   55.1  |
| b25010 |   040    |   True  |       70      |   44.9  |
| b25010 |   050    |  False  |      6928     |   71.7  |
| b25010 |   050    |   True  |      2731     |   28.3  |
| b25010 |   050    |   nan   |       1       |   0.0   |
| b25010 |   060    |  False  |     85361     |   77.9  |
| b25010 |   060    |   True  |     16511     |   15.1  |
| b25010 |   060    |   nan   |      7760     |   7.1   |
| b25010 |   140    |  False  |     182651    |   82.7  |
| b25010 |   140    |   True  |     35577     |   16.1  |
| b25010 |   140    |   nan   |      2698     |   1.2   |
| b25010 |   150    |  False  |     527447    |   79.9  |
| b25010 |   150    |   True  |     105636    |   16.0  |
| b25010 |   150    |   nan   |     26839     |   4.1   |
| b25010 |   160    |  False  |     71268     |   80.5  |
| b25010 |   160    |   True  |     12227     |   13.8  |
| b25010 |   160    |   nan   |      5035     |   5.7   |
| b25010 |   170    |  False  |       12      |   50.0  |
| b25010 |   170    |   True  |       12      |   50.0  |
| b25010 |   250    |  False  |      1511     |   72.7  |
| b25010 |   250    |   True  |      212      |   10.2  |
| b25010 |   250    |   nan   |      356      |   17.1  |
| b25010 |   251    |  False  |      978      |   67.9  |
| b25010 |   251    |   True  |      222      |   15.4  |
| b25010 |   251    |   nan   |      240      |   16.7  |
| b25010 |   256    |  False  |      1095     |   75.9  |
| b25010 |   256    |   True  |      189      |   13.1  |
| b25010 |   256    |   nan   |      159      |   11.0  |
| b25010 |   258    |  False  |      2138     |   77.9  |
| b25010 |   258    |   True  |      414      |   15.1  |
| b25010 |   258    |   nan   |      193      |   7.0   |
| b25010 |   310    |  False  |      1574     |   65.9  |
| b25010 |   310    |   True  |      814      |   34.1  |
| b25010 |   400    |  False  |      8697     |   80.7  |
| b25010 |   400    |   True  |      2071     |   19.2  |
| b25010 |   400    |   nan   |       8       |   0.1   |
| b25010 |   500    |  False  |      610      |   55.3  |
| b25010 |   500    |   True  |      494      |   44.7  |
| b25010 |   795    |  False  |      4724     |   66.2  |
| b25010 |   795    |   True  |      2410     |   33.8  |
| b25010 |   860    |  False  |     77447     |   77.9  |
| b25010 |   860    |   True  |     16344     |   16.4  |
| b25010 |   860    |   nan   |      5569     |   5.6   |
| b25063 |   010    |  False  |       2       |   8.3   |
| b25063 |   010    |   True  |       22      |   91.7  |
| b25063 |   020    |  False  |       3       |   3.1   |
| b25063 |   020    |   True  |       93      |   96.9  |
| b25063 |   030    |  False  |       18      |   8.3   |
| b25063 |   030    |   True  |      198      |   91.7  |
| b25063 |   040    |  False  |      304      |   24.4  |
| b25063 |   040    |   True  |      944      |   75.6  |
| b25063 |   050    |  False  |     61313     |   79.3  |
| b25063 |   050    |   True  |     15967     |   20.7  |
| b25063 |   060    |  False  |     829260    |   94.6  |
| b25063 |   060    |   True  |     47796     |   5.4   |
| b25063 |   140    |  False  |    1622491    |   91.8  |
| b25063 |   140    |   True  |     144917    |   8.2   |
| b25063 |   150    |  False  |    5073949    |   96.1  |
| b25063 |   150    |   True  |     205427    |   3.9   |
| b25063 |   160    |  False  |     666779    |   94.1  |
| b25063 |   160    |   True  |     41461     |   5.9   |
| b25063 |   170    |  False  |      112      |   58.3  |
| b25063 |   170    |   True  |       80      |   41.7  |
| b25063 |   250    |  False  |     15815     |   95.1  |
| b25063 |   250    |   True  |      817      |   4.9   |
| b25063 |   251    |  False  |     11076     |   96.1  |
| b25063 |   251    |   True  |      444      |   3.9   |
| b25063 |   256    |  False  |     10858     |   94.1  |
| b25063 |   256    |   True  |      686      |   5.9   |
| b25063 |   258    |  False  |     21019     |   95.7  |
| b25063 |   258    |   True  |      941      |   4.3   |
| b25063 |   310    |  False  |     13339     |   69.8  |
| b25063 |   310    |   True  |      5765     |   30.2  |
| b25063 |   400    |  False  |     73069     |   84.8  |
| b25063 |   400    |   True  |     13139     |   15.2  |
| b25063 |   500    |  False  |      3731     |   42.2  |
| b25063 |   500    |   True  |      5101     |   57.8  |
| b25063 |   795    |  False  |     36943     |   64.7  |
| b25063 |   795    |   True  |     20129     |   35.3  |
| b25063 |   860    |  False  |     729894    |   91.8  |
| b25063 |   860    |   True  |     64986     |   8.2   |
| b25064 |   010    |   True  |       1       |  100.0  |
| b25064 |   020    |   True  |       4       |  100.0  |
| b25064 |   030    |   True  |       9       |  100.0  |
| b25064 |   040    |  False  |       5       |   9.6   |
| b25064 |   040    |   True  |       47      |   90.4  |
| b25064 |   050    |  False  |      2283     |   70.9  |
| b25064 |   050    |   True  |      933      |   29.0  |
| b25064 |   050    |   nan   |       4       |   0.1   |
| b25064 |   060    |  False  |     20339     |   55.7  |
| b25064 |   060    |   True  |      4864     |   13.3  |
| b25064 |   060    |   nan   |     11341     |   31.0  |
| b25064 |   140    |  False  |     52637     |   71.5  |
| b25064 |   140    |   True  |     16388     |   22.3  |
| b25064 |   140    |   nan   |      4617     |   6.3   |
| b25064 |   150    |  False  |     127374    |   57.9  |
| b25064 |   150    |   True  |     31773     |   14.4  |
| b25064 |   150    |   nan   |     60827     |   27.7  |
| b25064 |   160    |  False  |     17511     |   59.3  |
| b25064 |   160    |   True  |      4386     |   14.9  |
| b25064 |   160    |   nan   |      7613     |   25.8  |
| b25064 |   170    |  False  |       4       |   50.0  |
| b25064 |   170    |   True  |       4       |   50.0  |
| b25064 |   250    |  False  |      330      |   47.6  |
| b25064 |   250    |   True  |       88      |   12.7  |
| b25064 |   250    |   nan   |      275      |   39.7  |
| b25064 |   251    |  False  |      196      |   40.8  |
| b25064 |   251    |   True  |       49      |   10.2  |
| b25064 |   251    |   nan   |      235      |   49.0  |
| b25064 |   256    |  False  |      298      |   62.0  |
| b25064 |   256    |   True  |       77      |   16.0  |
| b25064 |   256    |   nan   |      106      |   22.0  |
| b25064 |   258    |  False  |      600      |   65.6  |
| b25064 |   258    |   True  |      135      |   14.8  |
| b25064 |   258    |   nan   |      180      |   19.7  |
| b25064 |   310    |  False  |      473      |   59.4  |
| b25064 |   310    |   True  |      323      |   40.6  |
| b25064 |   400    |  False  |      2693     |   75.0  |
| b25064 |   400    |   True  |      866      |   24.1  |
| b25064 |   400    |   nan   |       33      |   0.9   |
| b25064 |   500    |  False  |       77      |   20.9  |
| b25064 |   500    |   True  |      291      |   79.1  |
| b25064 |   795    |  False  |      981      |   41.3  |
| b25064 |   795    |   True  |      1387     |   58.3  |
| b25064 |   795    |   nan   |       10      |   0.4   |
| b25064 |   860    |  False  |     19545     |   59.0  |
| b25064 |   860    |   True  |      6373     |   19.2  |
| b25064 |   860    |   nan   |      7202     |   21.7  |
| b25070 |   010    |   True  |       11      |  100.0  |
| b25070 |   020    |  False  |       5       |   11.4  |
| b25070 |   020    |   True  |       39      |   88.6  |
| b25070 |   030    |  False  |       15      |   15.2  |
| b25070 |   030    |   True  |       84      |   84.8  |
| b25070 |   040    |  False  |      218      |   38.1  |
| b25070 |   040    |   True  |      354      |   61.9  |
| b25070 |   050    |  False  |     28557     |   80.6  |
| b25070 |   050    |   True  |      6863     |   19.4  |
| b25070 |   060    |  False  |     373634    |   92.9  |
| b25070 |   060    |   True  |     28350     |   7.1   |
| b25070 |   140    |  False  |     719254    |   88.8  |
| b25070 |   140    |   True  |     90808     |   11.2  |
| b25070 |   150    |  False  |    2281868    |   94.3  |
| b25070 |   150    |   True  |     137846    |   5.7   |
| b25070 |   160    |  False  |     301470    |   92.9  |
| b25070 |   160    |   True  |     23140     |   7.1   |
| b25070 |   170    |  False  |       48      |   54.5  |
| b25070 |   170    |   True  |       40      |   45.5  |
| b25070 |   250    |  False  |      7160     |   93.9  |
| b25070 |   250    |   True  |      463      |   6.1   |
| b25070 |   251    |  False  |      4994     |   94.6  |
| b25070 |   251    |   True  |      286      |   5.4   |
| b25070 |   256    |  False  |      4810     |   90.9  |
| b25070 |   256    |   True  |      481      |   9.1   |
| b25070 |   258    |  False  |      9335     |   92.7  |
| b25070 |   258    |   True  |      730      |   7.3   |
| b25070 |   310    |  False  |      6682     |   76.3  |
| b25070 |   310    |   True  |      2074     |   23.7  |
| b25070 |   400    |  False  |     33338     |   84.4  |
| b25070 |   400    |   True  |      6174     |   15.6  |
| b25070 |   500    |  False  |      2388     |   59.0  |
| b25070 |   500    |   True  |      1660     |   41.0  |
| b25070 |   795    |  False  |     19748     |   75.5  |
| b25070 |   795    |   True  |      6410     |   24.5  |
| b25070 |   860    |  False  |     330724    |   90.8  |
| b25070 |   860    |   True  |     33596     |   9.2   |
| b25077 |   010    |   True  |       1       |  100.0  |
| b25077 |   020    |  False  |       1       |   25.0  |
| b25077 |   020    |   True  |       3       |   75.0  |
| b25077 |   030    |  False  |       1       |   11.1  |
| b25077 |   030    |   True  |       8       |   88.9  |
| b25077 |   040    |  False  |       5       |   9.6   |
| b25077 |   040    |   True  |       47      |   90.4  |
| b25077 |   050    |  False  |      1653     |   51.3  |
| b25077 |   050    |   True  |      1565     |   48.6  |
| b25077 |   050    |   nan   |       2       |   0.1   |
| b25077 |   060    |  False  |     24413     |   66.8  |
| b25077 |   060    |   True  |      8725     |   23.9  |
| b25077 |   060    |   nan   |      3406     |   9.3   |
| b25077 |   140    |  False  |     41644     |   56.5  |
| b25077 |   140    |   True  |     29596     |   40.2  |
| b25077 |   140    |   nan   |      2402     |   3.3   |
| b25077 |   150    |  False  |     142450    |   64.8  |
| b25077 |   150    |   True  |     59675     |   27.1  |
| b25077 |   150    |   nan   |     17849     |   8.1   |
| b25077 |   160    |  False  |     19280     |   65.3  |
| b25077 |   160    |   True  |      7510     |   25.4  |
| b25077 |   160    |   nan   |      2720     |   9.2   |
| b25077 |   170    |  False  |       3       |   37.5  |
| b25077 |   170    |   True  |       5       |   62.5  |
| b25077 |   250    |  False  |      364      |   52.5  |
| b25077 |   250    |   True  |      149      |   21.5  |
| b25077 |   250    |   nan   |      180      |   26.0  |
| b25077 |   251    |  False  |      257      |   53.5  |
| b25077 |   251    |   True  |       95      |   19.8  |
| b25077 |   251    |   nan   |      128      |   26.7  |
| b25077 |   256    |  False  |      273      |   56.8  |
| b25077 |   256    |   True  |      116      |   24.1  |
| b25077 |   256    |   nan   |       92      |   19.1  |
| b25077 |   258    |  False  |      590      |   64.5  |
| b25077 |   258    |   True  |      202      |   22.1  |
| b25077 |   258    |   nan   |      123      |   13.4  |
| b25077 |   310    |  False  |      299      |   37.6  |
| b25077 |   310    |   True  |      497      |   62.4  |
| b25077 |   400    |  False  |      2249     |   62.6  |
| b25077 |   400    |   True  |      1331     |   37.1  |
| b25077 |   400    |   nan   |       12      |   0.3   |
| b25077 |   500    |  False  |       36      |   9.8   |
| b25077 |   500    |   True  |      332      |   90.2  |
| b25077 |   795    |  False  |      483      |   20.3  |
| b25077 |   795    |   True  |      1887     |   79.4  |
| b25077 |   795    |   nan   |       8       |   0.3   |
| b25077 |   860    |  False  |     19854     |   59.9  |
| b25077 |   860    |   True  |     10381     |   31.3  |
| b25077 |   860    |   nan   |      2885     |   8.7   |
| b26001 |   010    |   True  |       1       |  100.0  |
| b26001 |   020    |   True  |       4       |  100.0  |
| b26001 |   030    |   True  |       9       |  100.0  |
| b26001 |   040    |   True  |       52      |  100.0  |
| b26001 |   050    |  False  |      2971     |   92.3  |
| b26001 |   050    |   True  |      249      |   7.7   |
| b26001 |   060    |  False  |     35647     |   97.5  |
| b26001 |   060    |   True  |      897      |   2.5   |
| b26001 |   140    |  False  |     71899     |   97.6  |
| b26001 |   140    |   True  |      1743     |   2.4   |
| b26001 |   160    |  False  |     28837     |   97.7  |
| b26001 |   160    |   True  |      673      |   2.3   |
| b26001 |   170    |  False  |       7       |   87.5  |
| b26001 |   170    |   True  |       1       |   12.5  |
| b26001 |   250    |  False  |      679      |   98.0  |
| b26001 |   250    |   True  |       14      |   2.0   |
| b26001 |   251    |  False  |      474      |   98.8  |
| b26001 |   251    |   True  |       6       |   1.2   |
| b26001 |   256    |  False  |      472      |   98.1  |
| b26001 |   256    |   True  |       9       |   1.9   |
| b26001 |   310    |  False  |      689      |   86.6  |
| b26001 |   310    |   True  |      107      |   13.4  |
| b26001 |   400    |  False  |      3351     |   93.3  |
| b26001 |   400    |   True  |      241      |   6.7   |
| b26001 |   500    |  False  |      283      |   76.9  |
| b26001 |   500    |   True  |       85      |   23.1  |
| b26001 |   795    |  False  |      2137     |   89.9  |
| b26001 |   795    |   True  |      241      |   10.1  |
| b26001 |   860    |  False  |     32088     |   96.9  |
| b26001 |   860    |   True  |      1032     |   3.1   |
| c17002 |   010    |   True  |       8       |  100.0  |
| c17002 |   020    |  False  |       1       |   3.1   |
| c17002 |   020    |   True  |       31      |   96.9  |
| c17002 |   030    |  False  |       6       |   8.3   |
| c17002 |   030    |   True  |       66      |   91.7  |
| c17002 |   040    |  False  |       88      |   21.2  |
| c17002 |   040    |   True  |      328      |   78.8  |
| c17002 |   050    |  False  |     17466     |   67.8  |
| c17002 |   050    |   True  |      8294     |   32.2  |
| c17002 |   060    |  False  |     247980    |   84.8  |
| c17002 |   060    |   True  |     44372     |   15.2  |
| c17002 |   140    |  False  |     490762    |   83.3  |
| c17002 |   140    |   True  |     98374     |   16.7  |
| c17002 |   150    |  False  |    1568706    |   89.1  |
| c17002 |   150    |   True  |     191086    |   10.9  |
| c17002 |   160    |  False  |     202941    |   86.0  |
| c17002 |   160    |   True  |     33139     |   14.0  |
| c17002 |   170    |  False  |       36      |   56.2  |
| c17002 |   170    |   True  |       28      |   43.8  |
| c17002 |   250    |  False  |      4781     |   86.2  |
| c17002 |   250    |   True  |      763      |   13.8  |
| c17002 |   251    |  False  |      3338     |   86.9  |
| c17002 |   251    |   True  |      502      |   13.1  |
| c17002 |   256    |  False  |      3284     |   85.3  |
| c17002 |   256    |   True  |      564      |   14.7  |
| c17002 |   258    |  False  |      6236     |   85.2  |
| c17002 |   258    |   True  |      1084     |   14.8  |
| c17002 |   310    |  False  |      3960     |   62.2  |
| c17002 |   310    |   True  |      2408     |   37.8  |
| c17002 |   400    |  False  |     22343     |   77.8  |
| c17002 |   400    |   True  |      6393     |   22.2  |
| c17002 |   500    |  False  |      1185     |   40.3  |
| c17002 |   500    |   True  |      1759     |   59.7  |
| c17002 |   795    |  False  |     11539     |   60.7  |
| c17002 |   795    |   True  |      7485     |   39.3  |
| c17002 |   860    |  False  |     221277    |   83.5  |
| c17002 |   860    |   True  |     43683     |   16.5  |
| c24030 |   010    |  False  |       1       |   3.4   |
| c24030 |   010    |   True  |       28      |   96.6  |
| c24030 |   020    |  False  |       12      |   10.3  |
| c24030 |   020    |   True  |      104      |   89.7  |
| c24030 |   030    |  False  |       39      |   14.9  |
| c24030 |   030    |   True  |      222      |   85.1  |
| c24030 |   040    |  False  |      552      |   36.6  |
| c24030 |   040    |   True  |      956      |   63.4  |
| c24030 |   050    |  False  |     74069     |   79.3  |
| c24030 |   050    |   True  |     19311     |   20.7  |
| c24030 |   060    |  False  |     963686    |   90.9  |
| c24030 |   060    |   True  |     96090     |   9.1   |
| c24030 |   140    |  False  |    1885363    |   88.3  |
| c24030 |   140    |   True  |     250255    |   11.7  |
| c24030 |   150    |  False  |    5935979    |   93.1  |
| c24030 |   150    |   True  |     443267    |   6.9   |
| c24030 |   160    |  False  |     786340    |   91.9  |
| c24030 |   160    |   True  |     69450     |   8.1   |
| c24030 |   170    |  False  |      143      |   61.6  |
| c24030 |   170    |   True  |       89      |   38.4  |
| c24030 |   250    |  False  |     18838     |   93.7  |
| c24030 |   250    |   True  |      1259     |   6.3   |
| c24030 |   251    |  False  |     13111     |   94.2  |
| c24030 |   251    |   True  |      809      |   5.8   |
| c24030 |   256    |  False  |     12809     |   91.8  |
| c24030 |   256    |   True  |      1140     |   8.2   |
| c24030 |   258    |  False  |     24653     |   92.9  |
| c24030 |   258    |   True  |      1882     |   7.1   |
| c24030 |   310    |  False  |     17066     |   73.9  |
| c24030 |   310    |   True  |      6018     |   26.1  |
| c24030 |   400    |  False  |     88376     |   84.8  |
| c24030 |   400    |   True  |     15792     |   15.2  |
| c24030 |   500    |  False  |      5658     |   53.0  |
| c24030 |   500    |   True  |      5014     |   47.0  |
| c24030 |   795    |  False  |     48929     |   71.0  |
| c24030 |   795    |   True  |     20033     |   29.0  |
| c24030 |   860    |  False  |     857147    |   89.2  |
| c24030 |   860    |   True  |     103333    |   10.8  |
+--------+----------+---------+---------------+---------+

The following variables represent the same values:
b01001_001: b02001_001, b03002_001, b05002_001
b11001_001: b19001_001
b23025_003: c24030_001
b25002_002: b25003_001
b25003_003: b25063_001, b25070_001
