Coefficient of Variation for Change: Percent Total by All Categories

+------------+--------+----------+-----------+-----------------+---------+
|  variable  | table  | sumlevel | change_cv | change_cv_count | percent |
| b23025_001 | b23025 |   050    |    low    |       475       |   18.7  |
| b23025_001 | b23025 |   050    |   medium  |       676       |   26.6  |
| b23025_001 | b23025 |   050    |    high   |       1387      |   54.6  |
| b23025_001 | b23025 |   060    |    low    |       6586      |   77.4  |
| b23025_001 | b23025 |   060    |   medium  |       1341      |   15.8  |
| b23025_001 | b23025 |   060    |    high   |       581       |   6.8   |
| b23025_001 | b23025 |   140    |    low    |      14744      |   82.6  |
| b23025_001 | b23025 |   140    |   medium  |       2690      |   15.1  |
| b23025_001 | b23025 |   140    |    high   |       407       |   2.3   |
| b23025_001 | b23025 |   150    |    low    |      34443      |   92.3  |
| b23025_001 | b23025 |   150    |   medium  |       2590      |   6.9   |
| b23025_001 | b23025 |   150    |    high   |       276       |   0.7   |
| b23025_001 | b23025 |   160    |    low    |       4881      |   72.1  |
| b23025_001 | b23025 |   160    |   medium  |       1194      |   17.6  |
| b23025_001 | b23025 |   160    |    high   |       694       |   10.3  |
| b23025_001 | b23025 |   170    |    low    |        1        |   14.3  |
| b23025_001 | b23025 |   170    |    high   |        6        |   85.7  |
| b23025_001 | b23025 |   250    |    low    |       109       |   82.0  |
| b23025_001 | b23025 |   250    |   medium  |        15       |   11.3  |
| b23025_001 | b23025 |   250    |    high   |        9        |   6.8   |
| b23025_001 | b23025 |   251    |    low    |        86       |   91.5  |
| b23025_001 | b23025 |   251    |   medium  |        7        |   7.4   |
| b23025_001 | b23025 |   251    |    high   |        1        |   1.1   |
| b23025_001 | b23025 |   256    |    low    |        97       |   89.8  |
| b23025_001 | b23025 |   256    |   medium  |        10       |   9.3   |
| b23025_001 | b23025 |   256    |    high   |        1        |   0.9   |
| b23025_001 | b23025 |   258    |    low    |       156       |   91.2  |
| b23025_001 | b23025 |   258    |   medium  |        14       |   8.2   |
| b23025_001 | b23025 |   258    |    high   |        1        |   0.6   |
| b23025_001 | b23025 |   310    |    low    |        93       |   13.2  |
| b23025_001 | b23025 |   310    |   medium  |       132       |   18.7  |
| b23025_001 | b23025 |   310    |    high   |       480       |   68.1  |
| b23025_001 | b23025 |   400    |    low    |       821       |   63.4  |
| b23025_001 | b23025 |   400    |   medium  |       279       |   21.5  |
| b23025_001 | b23025 |   400    |    high   |       195       |   15.1  |
| b23025_001 | b23025 |   500    |    low    |        20       |   5.9   |
| b23025_001 | b23025 |   500    |   medium  |        51       |   15.0  |
| b23025_001 | b23025 |   500    |    high   |       268       |   79.1  |
| b23025_001 | b23025 |   795    |    low    |       401       |   20.3  |
| b23025_001 | b23025 |   795    |   medium  |       611       |   31.0  |
| b23025_001 | b23025 |   795    |    high   |       959       |   48.7  |
| b23025_001 | b23025 |   860    |    low    |       6614      |   75.9  |
| b23025_001 | b23025 |   860    |   medium  |       1742      |   20.0  |
| b23025_001 | b23025 |   860    |    high   |       355       |   4.1   |
| b23025_002 | b23025 |   010    |    high   |        1        |  100.0  |
| b23025_002 | b23025 |   020    |    high   |        4        |  100.0  |
| b23025_002 | b23025 |   030    |    low    |        1        |   11.1  |
| b23025_002 | b23025 |   030    |    high   |        8        |   88.9  |
| b23025_002 | b23025 |   040    |    low    |        4        |   8.7   |
| b23025_002 | b23025 |   040    |   medium  |        10       |   21.7  |
| b23025_002 | b23025 |   040    |    high   |        32       |   69.6  |
| b23025_002 | b23025 |   050    |    low    |       874       |   59.6  |
| b23025_002 | b23025 |   050    |   medium  |       375       |   25.6  |
| b23025_002 | b23025 |   050    |    high   |       218       |   14.9  |
| b23025_002 | b23025 |   060    |    low    |       6270      |   86.9  |
| b23025_002 | b23025 |   060    |   medium  |       725       |   10.0  |
| b23025_002 | b23025 |   060    |    high   |       219       |   3.0   |
| b23025_002 | b23025 |   140    |    low    |      13894      |   87.5  |
| b23025_002 | b23025 |   140    |   medium  |       1795      |   11.3  |
| b23025_002 | b23025 |   140    |    high   |       183       |   1.2   |
| b23025_002 | b23025 |   150    |    low    |      33669      |   94.0  |
| b23025_002 | b23025 |   150    |   medium  |       1991      |   5.6   |
| b23025_002 | b23025 |   150    |    high   |       154       |   0.4   |
| b23025_002 | b23025 |   160    |    low    |       4677      |   83.5  |
| b23025_002 | b23025 |   160    |   medium  |       701       |   12.5  |
| b23025_002 | b23025 |   160    |    high   |       220       |   3.9   |
| b23025_002 | b23025 |   170    |    low    |        2        |   33.3  |
| b23025_002 | b23025 |   170    |   medium  |        2        |   33.3  |
| b23025_002 | b23025 |   170    |    high   |        2        |   33.3  |
| b23025_002 | b23025 |   250    |    low    |        98       |   83.1  |
| b23025_002 | b23025 |   250    |   medium  |        19       |   16.1  |
| b23025_002 | b23025 |   250    |    high   |        1        |   0.8   |
| b23025_002 | b23025 |   251    |    low    |        87       |   89.7  |
| b23025_002 | b23025 |   251    |   medium  |        10       |   10.3  |
| b23025_002 | b23025 |   256    |    low    |        80       |   84.2  |
| b23025_002 | b23025 |   256    |   medium  |        13       |   13.7  |
| b23025_002 | b23025 |   256    |    high   |        2        |   2.1   |
| b23025_002 | b23025 |   258    |    low    |       165       |   90.7  |
| b23025_002 | b23025 |   258    |   medium  |        17       |   9.3   |
| b23025_002 | b23025 |   310    |    low    |       212       |   47.6  |
| b23025_002 | b23025 |   310    |   medium  |       142       |   31.9  |
| b23025_002 | b23025 |   310    |    high   |        91       |   20.4  |
| b23025_002 | b23025 |   400    |    low    |       731       |   74.7  |
| b23025_002 | b23025 |   400    |   medium  |       166       |   17.0  |
| b23025_002 | b23025 |   400    |    high   |        82       |   8.4   |
| b23025_002 | b23025 |   500    |    low    |        72       |   24.3  |
| b23025_002 | b23025 |   500    |   medium  |        78       |   26.4  |
| b23025_002 | b23025 |   500    |    high   |       146       |   49.3  |
| b23025_002 | b23025 |   795    |    low    |       646       |   42.2  |
| b23025_002 | b23025 |   795    |   medium  |       650       |   42.5  |
| b23025_002 | b23025 |   795    |    high   |       234       |   15.3  |
| b23025_002 | b23025 |   860    |    low    |       6302      |   84.3  |
| b23025_002 | b23025 |   860    |   medium  |       1039      |   13.9  |
| b23025_002 | b23025 |   860    |    high   |       132       |   1.8   |
| b23025_003 | b23025 |   010    |    high   |        1        |  100.0  |
| b23025_003 | b23025 |   020    |   medium  |        1        |   25.0  |
| b23025_003 | b23025 |   020    |    high   |        3        |   75.0  |
| b23025_003 | b23025 |   030    |    low    |        1        |   11.1  |
| b23025_003 | b23025 |   030    |    high   |        8        |   88.9  |
| b23025_003 | b23025 |   040    |    low    |        4        |   8.7   |
| b23025_003 | b23025 |   040    |   medium  |        10       |   21.7  |
| b23025_003 | b23025 |   040    |    high   |        32       |   69.6  |
| b23025_003 | b23025 |   050    |    low    |       885       |   60.2  |
| b23025_003 | b23025 |   050    |   medium  |       376       |   25.6  |
| b23025_003 | b23025 |   050    |    high   |       208       |   14.2  |
| b23025_003 | b23025 |   060    |    low    |       6266      |   87.0  |
| b23025_003 | b23025 |   060    |   medium  |       723       |   10.0  |
| b23025_003 | b23025 |   060    |    high   |       213       |   3.0   |
| b23025_003 | b23025 |   140    |    low    |      13905      |   87.7  |
| b23025_003 | b23025 |   140    |   medium  |       1779      |   11.2  |
| b23025_003 | b23025 |   140    |    high   |       178       |   1.1   |
| b23025_003 | b23025 |   150    |    low    |      33607      |   94.1  |
| b23025_003 | b23025 |   150    |   medium  |       1959      |   5.5   |
| b23025_003 | b23025 |   150    |    high   |       147       |   0.4   |
| b23025_003 | b23025 |   160    |    low    |       4661      |   83.7  |
| b23025_003 | b23025 |   160    |   medium  |       695       |   12.5  |
| b23025_003 | b23025 |   160    |    high   |       216       |   3.9   |
| b23025_003 | b23025 |   170    |    low    |        1        |   20.0  |
| b23025_003 | b23025 |   170    |   medium  |        2        |   40.0  |
| b23025_003 | b23025 |   170    |    high   |        2        |   40.0  |
| b23025_003 | b23025 |   250    |    low    |        98       |   82.4  |
| b23025_003 | b23025 |   250    |   medium  |        20       |   16.8  |
| b23025_003 | b23025 |   250    |    high   |        1        |   0.8   |
| b23025_003 | b23025 |   251    |    low    |        88       |   89.8  |
| b23025_003 | b23025 |   251    |   medium  |        10       |   10.2  |
| b23025_003 | b23025 |   256    |    low    |        78       |   83.0  |
| b23025_003 | b23025 |   256    |   medium  |        14       |   14.9  |
| b23025_003 | b23025 |   256    |    high   |        2        |   2.1   |
| b23025_003 | b23025 |   258    |    low    |       162       |   90.5  |
| b23025_003 | b23025 |   258    |   medium  |        17       |   9.5   |
| b23025_003 | b23025 |   310    |    low    |       226       |   50.0  |
| b23025_003 | b23025 |   310    |   medium  |       142       |   31.4  |
| b23025_003 | b23025 |   310    |    high   |        84       |   18.6  |
| b23025_003 | b23025 |   400    |    low    |       737       |   75.2  |
| b23025_003 | b23025 |   400    |   medium  |       162       |   16.5  |
| b23025_003 | b23025 |   400    |    high   |        81       |   8.3   |
| b23025_003 | b23025 |   500    |    low    |        69       |   23.3  |
| b23025_003 | b23025 |   500    |   medium  |        81       |   27.4  |
| b23025_003 | b23025 |   500    |    high   |       146       |   49.3  |
| b23025_003 | b23025 |   795    |    low    |       655       |   42.8  |
| b23025_003 | b23025 |   795    |   medium  |       648       |   42.3  |
| b23025_003 | b23025 |   795    |    high   |       229       |   14.9  |
| b23025_003 | b23025 |   860    |    low    |       6271      |   84.5  |
| b23025_003 | b23025 |   860    |   medium  |       1022      |   13.8  |
| b23025_003 | b23025 |   860    |    high   |       128       |   1.7   |
| b23025_004 | b23025 |   010    |    high   |        1        |  100.0  |
| b23025_004 | b23025 |   020    |    high   |        4        |  100.0  |
| b23025_004 | b23025 |   030    |    high   |        9        |  100.0  |
| b23025_004 | b23025 |   040    |    low    |        3        |   5.9   |
| b23025_004 | b23025 |   040    |   medium  |        2        |   3.9   |
| b23025_004 | b23025 |   040    |    high   |        46       |   90.2  |
| b23025_004 | b23025 |   050    |    low    |       774       |   52.6  |
| b23025_004 | b23025 |   050    |   medium  |       350       |   23.8  |
| b23025_004 | b23025 |   050    |    high   |       347       |   23.6  |
| b23025_004 | b23025 |   060    |    low    |       6480      |   82.9  |
| b23025_004 | b23025 |   060    |   medium  |       995       |   12.7  |
| b23025_004 | b23025 |   060    |    high   |       338       |   4.3   |
| b23025_004 | b23025 |   140    |    low    |      15606      |   86.1  |
| b23025_004 | b23025 |   140    |   medium  |       2316      |   12.8  |
| b23025_004 | b23025 |   140    |    high   |       206       |   1.1   |
| b23025_004 | b23025 |   150    |    low    |      35040      |   93.6  |
| b23025_004 | b23025 |   150    |   medium  |       2229      |   6.0   |
| b23025_004 | b23025 |   150    |    high   |       161       |   0.4   |
| b23025_004 | b23025 |   160    |    low    |       4937      |   78.7  |
| b23025_004 | b23025 |   160    |   medium  |       1016      |   16.2  |
| b23025_004 | b23025 |   160    |    high   |       317       |   5.1   |
| b23025_004 | b23025 |   170    |   medium  |        2        |   33.3  |
| b23025_004 | b23025 |   170    |    high   |        4        |   66.7  |
| b23025_004 | b23025 |   250    |    low    |        97       |   84.3  |
| b23025_004 | b23025 |   250    |   medium  |        16       |   13.9  |
| b23025_004 | b23025 |   250    |    high   |        2        |   1.7   |
| b23025_004 | b23025 |   251    |    low    |        88       |   95.7  |
| b23025_004 | b23025 |   251    |   medium  |        4        |   4.3   |
| b23025_004 | b23025 |   256    |    low    |        89       |   89.9  |
| b23025_004 | b23025 |   256    |   medium  |        10       |   10.1  |
| b23025_004 | b23025 |   258    |    low    |       143       |   89.9  |
| b23025_004 | b23025 |   258    |   medium  |        16       |   10.1  |
| b23025_004 | b23025 |   310    |    low    |       203       |   41.5  |
| b23025_004 | b23025 |   310    |   medium  |       138       |   28.2  |
| b23025_004 | b23025 |   310    |    high   |       148       |   30.3  |
| b23025_004 | b23025 |   400    |    low    |       765       |   67.1  |
| b23025_004 | b23025 |   400    |   medium  |       226       |   19.8  |
| b23025_004 | b23025 |   400    |    high   |       149       |   13.1  |
| b23025_004 | b23025 |   500    |    low    |        27       |   7.8   |
| b23025_004 | b23025 |   500    |   medium  |        74       |   21.4  |
| b23025_004 | b23025 |   500    |    high   |       244       |   70.7  |
| b23025_004 | b23025 |   795    |    low    |       560       |   29.3  |
| b23025_004 | b23025 |   795    |   medium  |       870       |   45.5  |
| b23025_004 | b23025 |   795    |    high   |       482       |   25.2  |
| b23025_004 | b23025 |   860    |    low    |       6752      |   78.2  |
| b23025_004 | b23025 |   860    |   medium  |       1685      |   19.5  |
| b23025_004 | b23025 |   860    |    high   |       196       |   2.3   |
| b23025_005 | b23025 |   010    |    high   |        1        |  100.0  |
| b23025_005 | b23025 |   020    |    high   |        4        |  100.0  |
| b23025_005 | b23025 |   030    |    high   |        9        |  100.0  |
| b23025_005 | b23025 |   040    |    low    |        1        |   2.0   |
| b23025_005 | b23025 |   040    |   medium  |        1        |   2.0   |
| b23025_005 | b23025 |   040    |    high   |        49       |   96.1  |
| b23025_005 | b23025 |   050    |    low    |       917       |   41.5  |
| b23025_005 | b23025 |   050    |   medium  |       909       |   41.1  |
| b23025_005 | b23025 |   050    |    high   |       383       |   17.3  |
| b23025_005 | b23025 |   060    |    low    |       8346      |   82.6  |
| b23025_005 | b23025 |   060    |   medium  |       1526      |   15.1  |
| b23025_005 | b23025 |   060    |    high   |       237       |   2.3   |
| b23025_005 | b23025 |   140    |    low    |      22051      |   93.1  |
| b23025_005 | b23025 |   140    |   medium  |       1621      |   6.8   |
| b23025_005 | b23025 |   140    |    high   |        4        |   0.0   |
| b23025_005 | b23025 |   150    |    low    |      39397      |   98.6  |
| b23025_005 | b23025 |   150    |   medium  |       560       |   1.4   |
| b23025_005 | b23025 |   150    |    high   |        1        |   0.0   |
| b23025_005 | b23025 |   160    |    low    |       5983      |   81.9  |
| b23025_005 | b23025 |   160    |   medium  |       1139      |   15.6  |
| b23025_005 | b23025 |   160    |    high   |       182       |   2.5   |
| b23025_005 | b23025 |   170    |    low    |        1        |   14.3  |
| b23025_005 | b23025 |   170    |   medium  |        3        |   42.9  |
| b23025_005 | b23025 |   170    |    high   |        3        |   42.9  |
| b23025_005 | b23025 |   250    |    low    |       120       |   73.6  |
| b23025_005 | b23025 |   250    |   medium  |        34       |   20.9  |
| b23025_005 | b23025 |   250    |    high   |        9        |   5.5   |
| b23025_005 | b23025 |   251    |    low    |        80       |   78.4  |
| b23025_005 | b23025 |   251    |   medium  |        22       |   21.6  |
| b23025_005 | b23025 |   256    |    low    |       106       |   76.3  |
| b23025_005 | b23025 |   256    |   medium  |        33       |   23.7  |
| b23025_005 | b23025 |   258    |    low    |       214       |   89.2  |
| b23025_005 | b23025 |   258    |   medium  |        26       |   10.8  |
| b23025_005 | b23025 |   310    |    low    |       166       |   24.1  |
| b23025_005 | b23025 |   310    |   medium  |       306       |   44.4  |
| b23025_005 | b23025 |   310    |    high   |       217       |   31.5  |
| b23025_005 | b23025 |   400    |    low    |       1124      |   64.4  |
| b23025_005 | b23025 |   400    |   medium  |       437       |   25.0  |
| b23025_005 | b23025 |   400    |    high   |       185       |   10.6  |
| b23025_005 | b23025 |   500    |    low    |        8        |   2.2   |
| b23025_005 | b23025 |   500    |   medium  |        18       |   4.9   |
| b23025_005 | b23025 |   500    |    high   |       341       |   92.9  |
| b23025_005 | b23025 |   795    |    low    |       319       |   14.2  |
| b23025_005 | b23025 |   795    |   medium  |       1272      |   56.7  |
| b23025_005 | b23025 |   795    |    high   |       651       |   29.0  |
| b23025_005 | b23025 |   860    |    low    |       8944      |   76.3  |
| b23025_005 | b23025 |   860    |   medium  |       2695      |   23.0  |
| b23025_005 | b23025 |   860    |    high   |        79       |   0.7   |
| b23025_006 | b23025 |   010    |   medium  |        1        |  100.0  |
| b23025_006 | b23025 |   020    |    low    |        2        |   50.0  |
| b23025_006 | b23025 |   020    |   medium  |        2        |   50.0  |
| b23025_006 | b23025 |   030    |    low    |        5        |   83.3  |
| b23025_006 | b23025 |   030    |    high   |        1        |   16.7  |
| b23025_006 | b23025 |   040    |    low    |        18       |   75.0  |
| b23025_006 | b23025 |   040    |   medium  |        6        |   25.0  |
| b23025_006 | b23025 |   050    |    low    |       198       |   93.4  |
| b23025_006 | b23025 |   050    |   medium  |        14       |   6.6   |
| b23025_006 | b23025 |   060    |    low    |       409       |   95.1  |
| b23025_006 | b23025 |   060    |   medium  |        20       |   4.7   |
| b23025_006 | b23025 |   060    |    high   |        1        |   0.2   |
| b23025_006 | b23025 |   140    |    low    |       893       |   96.7  |
| b23025_006 | b23025 |   140    |   medium  |        28       |   3.0   |
| b23025_006 | b23025 |   140    |    high   |        2        |   0.2   |
| b23025_006 | b23025 |   150    |    low    |       1047      |   96.1  |
| b23025_006 | b23025 |   150    |   medium  |        40       |   3.7   |
| b23025_006 | b23025 |   150    |    high   |        2        |   0.2   |
| b23025_006 | b23025 |   160    |    low    |       330       |   94.8  |
| b23025_006 | b23025 |   160    |   medium  |        17       |   4.9   |
| b23025_006 | b23025 |   160    |    high   |        1        |   0.3   |
| b23025_006 | b23025 |   170    |    low    |        2        |  100.0  |
| b23025_006 | b23025 |   250    |    low    |        8        |   88.9  |
| b23025_006 | b23025 |   250    |   medium  |        1        |   11.1  |
| b23025_006 | b23025 |   251    |    low    |        3        |  100.0  |
| b23025_006 | b23025 |   256    |    low    |        2        |  100.0  |
| b23025_006 | b23025 |   258    |    low    |        3        |  100.0  |
| b23025_006 | b23025 |   310    |    low    |        86       |   88.7  |
| b23025_006 | b23025 |   310    |   medium  |        11       |   11.3  |
| b23025_006 | b23025 |   400    |    low    |       120       |   92.3  |
| b23025_006 | b23025 |   400    |   medium  |        9        |   6.9   |
| b23025_006 | b23025 |   400    |    high   |        1        |   0.8   |
| b23025_006 | b23025 |   500    |    low    |        76       |   90.5  |
| b23025_006 | b23025 |   500    |   medium  |        8        |   9.5   |
| b23025_006 | b23025 |   795    |    low    |       310       |   94.8  |
| b23025_006 | b23025 |   795    |   medium  |        17       |   5.2   |
| b23025_006 | b23025 |   860    |    low    |       568       |   95.5  |
| b23025_006 | b23025 |   860    |   medium  |        26       |   4.4   |
| b23025_006 | b23025 |   860    |    high   |        1        |   0.2   |
| b23025_007 | b23025 |   010    |    high   |        1        |  100.0  |
| b23025_007 | b23025 |   020    |    high   |        4        |  100.0  |
| b23025_007 | b23025 |   030    |    high   |        9        |  100.0  |
| b23025_007 | b23025 |   040    |   medium  |        4        |   8.0   |
| b23025_007 | b23025 |   040    |    high   |        46       |   92.0  |
| b23025_007 | b23025 |   050    |    low    |       799       |   59.8  |
| b23025_007 | b23025 |   050    |   medium  |       402       |   30.1  |
| b23025_007 | b23025 |   050    |    high   |       136       |   10.2  |
| b23025_007 | b23025 |   060    |    low    |       5932      |   88.0  |
| b23025_007 | b23025 |   060    |   medium  |       703       |   10.4  |
| b23025_007 | b23025 |   060    |    high   |       106       |   1.6   |
| b23025_007 | b23025 |   140    |    low    |      12922      |   92.5  |
| b23025_007 | b23025 |   140    |   medium  |       1022      |   7.3   |
| b23025_007 | b23025 |   140    |    high   |        29       |   0.2   |
| b23025_007 | b23025 |   150    |    low    |      31766      |   96.0  |
| b23025_007 | b23025 |   150    |   medium  |       1281      |   3.9   |
| b23025_007 | b23025 |   150    |    high   |        43       |   0.1   |
| b23025_007 | b23025 |   160    |    low    |       4402      |   87.7  |
| b23025_007 | b23025 |   160    |   medium  |       562       |   11.2  |
| b23025_007 | b23025 |   160    |    high   |        58       |   1.2   |
| b23025_007 | b23025 |   170    |    low    |        1        |   25.0  |
| b23025_007 | b23025 |   170    |   medium  |        3        |   75.0  |
| b23025_007 | b23025 |   250    |    low    |       108       |   83.1  |
| b23025_007 | b23025 |   250    |   medium  |        18       |   13.8  |
| b23025_007 | b23025 |   250    |    high   |        4        |   3.1   |
| b23025_007 | b23025 |   251    |    low    |        70       |   92.1  |
| b23025_007 | b23025 |   251    |   medium  |        6        |   7.9   |
| b23025_007 | b23025 |   256    |    low    |        86       |   89.6  |
| b23025_007 | b23025 |   256    |   medium  |        9        |   9.4   |
| b23025_007 | b23025 |   256    |    high   |        1        |   1.0   |
| b23025_007 | b23025 |   258    |    low    |       172       |   93.5  |
| b23025_007 | b23025 |   258    |   medium  |        12       |   6.5   |
| b23025_007 | b23025 |   310    |    low    |       204       |   49.4  |
| b23025_007 | b23025 |   310    |   medium  |       120       |   29.1  |
| b23025_007 | b23025 |   310    |    high   |        89       |   21.5  |
| b23025_007 | b23025 |   400    |    low    |       732       |   74.9  |
| b23025_007 | b23025 |   400    |   medium  |       184       |   18.8  |
| b23025_007 | b23025 |   400    |    high   |        61       |   6.2   |
| b23025_007 | b23025 |   500    |    low    |        56       |   18.4  |
| b23025_007 | b23025 |   500    |   medium  |       124       |   40.8  |
| b23025_007 | b23025 |   500    |    high   |       124       |   40.8  |
| b23025_007 | b23025 |   795    |    low    |       789       |   52.5  |
| b23025_007 | b23025 |   795    |   medium  |       619       |   41.2  |
| b23025_007 | b23025 |   795    |    high   |        96       |   6.4   |
| b23025_007 | b23025 |   860    |    low    |       6231      |   88.6  |
| b23025_007 | b23025 |   860    |   medium  |       769       |   10.9  |
| b23025_007 | b23025 |   860    |    high   |        34       |   0.5   |
| b25002_001 | b25002 |   010    |    high   |        1        |  100.0  |
| b25002_001 | b25002 |   020    |    high   |        4        |  100.0  |
| b25002_001 | b25002 |   030    |    high   |        9        |  100.0  |
| b25002_001 | b25002 |   040    |   medium  |        1        |   1.9   |
| b25002_001 | b25002 |   040    |    high   |        51       |   98.1  |
| b25002_001 | b25002 |   050    |    low    |       662       |   32.5  |
| b25002_001 | b25002 |   050    |   medium  |       534       |   26.2  |
| b25002_001 | b25002 |   050    |    high   |       840       |   41.3  |
| b25002_001 | b25002 |   060    |    low    |       5692      |   81.8  |
| b25002_001 | b25002 |   060    |   medium  |       864       |   12.4  |
| b25002_001 | b25002 |   060    |    high   |       403       |   5.8   |
| b25002_001 | b25002 |   140    |    low    |      15073      |   70.9  |
| b25002_001 | b25002 |   140    |   medium  |       4434      |   20.9  |
| b25002_001 | b25002 |   140    |    high   |       1756      |   8.3   |
| b25002_001 | b25002 |   150    |    low    |      32869      |   89.5  |
| b25002_001 | b25002 |   150    |   medium  |       3183      |   8.7   |
| b25002_001 | b25002 |   150    |    high   |       668       |   1.8   |
| b25002_001 | b25002 |   160    |    low    |       4263      |   81.1  |
| b25002_001 | b25002 |   160    |   medium  |       722       |   13.7  |
| b25002_001 | b25002 |   160    |    high   |       274       |   5.2   |
| b25002_001 | b25002 |   170    |    low    |        1        |   12.5  |
| b25002_001 | b25002 |   170    |   medium  |        4        |   50.0  |
| b25002_001 | b25002 |   170    |    high   |        3        |   37.5  |
| b25002_001 | b25002 |   250    |    low    |       104       |   79.4  |
| b25002_001 | b25002 |   250    |   medium  |        21       |   16.0  |
| b25002_001 | b25002 |   250    |    high   |        6        |   4.6   |
| b25002_001 | b25002 |   251    |    low    |        70       |   89.7  |
| b25002_001 | b25002 |   251    |   medium  |        7        |   9.0   |
| b25002_001 | b25002 |   251    |    high   |        1        |   1.3   |
| b25002_001 | b25002 |   256    |    low    |        80       |   85.1  |
| b25002_001 | b25002 |   256    |   medium  |        12       |   12.8  |
| b25002_001 | b25002 |   256    |    high   |        2        |   2.1   |
| b25002_001 | b25002 |   258    |    low    |       152       |   91.0  |
| b25002_001 | b25002 |   258    |   medium  |        13       |   7.8   |
| b25002_001 | b25002 |   258    |    high   |        2        |   1.2   |
| b25002_001 | b25002 |   310    |    low    |       137       |   21.4  |
| b25002_001 | b25002 |   310    |   medium  |       169       |   26.4  |
| b25002_001 | b25002 |   310    |    high   |       333       |   52.1  |
| b25002_001 | b25002 |   400    |    low    |       611       |   66.9  |
| b25002_001 | b25002 |   400    |   medium  |       166       |   18.2  |
| b25002_001 | b25002 |   400    |    high   |       136       |   14.9  |
| b25002_001 | b25002 |   500    |    low    |        36       |   10.5  |
| b25002_001 | b25002 |   500    |   medium  |        56       |   16.3  |
| b25002_001 | b25002 |   500    |    high   |       252       |   73.3  |
| b25002_001 | b25002 |   795    |    low    |       473       |   26.3  |
| b25002_001 | b25002 |   795    |   medium  |       597       |   33.2  |
| b25002_001 | b25002 |   795    |    high   |       728       |   40.5  |
| b25002_001 | b25002 |   860    |    low    |       5867      |   76.1  |
| b25002_001 | b25002 |   860    |   medium  |       1388      |   18.0  |
| b25002_001 | b25002 |   860    |    high   |       452       |   5.9   |
| b25002_002 | b25002 |   010    |    high   |        1        |  100.0  |
| b25002_002 | b25002 |   020    |    high   |        4        |  100.0  |
| b25002_002 | b25002 |   030    |    high   |        9        |  100.0  |
| b25002_002 | b25002 |   040    |    low    |        2        |   4.0   |
| b25002_002 | b25002 |   040    |   medium  |        10       |   20.0  |
| b25002_002 | b25002 |   040    |    high   |        38       |   76.0  |
| b25002_002 | b25002 |   050    |    low    |       719       |   53.5  |
| b25002_002 | b25002 |   050    |   medium  |       355       |   26.4  |
| b25002_002 | b25002 |   050    |    high   |       269       |   20.0  |
| b25002_002 | b25002 |   060    |    low    |       5743      |   82.5  |
| b25002_002 | b25002 |   060    |   medium  |       882       |   12.7  |
| b25002_002 | b25002 |   060    |    high   |       333       |   4.8   |
| b25002_002 | b25002 |   140    |    low    |      14448      |   78.7  |
| b25002_002 | b25002 |   140    |   medium  |       3221      |   17.5  |
| b25002_002 | b25002 |   140    |    high   |       697       |   3.8   |
| b25002_002 | b25002 |   150    |    low    |      32998      |   90.6  |
| b25002_002 | b25002 |   150    |   medium  |       3006      |   8.3   |
| b25002_002 | b25002 |   150    |    high   |       419       |   1.2   |
| b25002_002 | b25002 |   160    |    low    |       4459      |   81.2  |
| b25002_002 | b25002 |   160    |   medium  |       767       |   14.0  |
| b25002_002 | b25002 |   160    |    high   |       267       |   4.9   |
| b25002_002 | b25002 |   170    |    low    |        1        |   20.0  |
| b25002_002 | b25002 |   170    |   medium  |        2        |   40.0  |
| b25002_002 | b25002 |   170    |    high   |        2        |   40.0  |
| b25002_002 | b25002 |   250    |    low    |        97       |   85.1  |
| b25002_002 | b25002 |   250    |   medium  |        16       |   14.0  |
| b25002_002 | b25002 |   250    |    high   |        1        |   0.9   |
| b25002_002 | b25002 |   251    |    low    |        74       |   92.5  |
| b25002_002 | b25002 |   251    |   medium  |        6        |   7.5   |
| b25002_002 | b25002 |   256    |    low    |        79       |   84.9  |
| b25002_002 | b25002 |   256    |   medium  |        13       |   14.0  |
| b25002_002 | b25002 |   256    |    high   |        1        |   1.1   |
| b25002_002 | b25002 |   258    |    low    |       148       |   91.9  |
| b25002_002 | b25002 |   258    |   medium  |        12       |   7.5   |
| b25002_002 | b25002 |   258    |    high   |        1        |   0.6   |
| b25002_002 | b25002 |   310    |    low    |       199       |   45.0  |
| b25002_002 | b25002 |   310    |   medium  |       126       |   28.5  |
| b25002_002 | b25002 |   310    |    high   |       117       |   26.5  |
| b25002_002 | b25002 |   400    |    low    |       683       |   70.8  |
| b25002_002 | b25002 |   400    |   medium  |       179       |   18.5  |
| b25002_002 | b25002 |   400    |    high   |       103       |   10.7  |
| b25002_002 | b25002 |   500    |    low    |        54       |   17.3  |
| b25002_002 | b25002 |   500    |   medium  |        89       |   28.4  |
| b25002_002 | b25002 |   500    |    high   |       170       |   54.3  |
| b25002_002 | b25002 |   795    |    low    |       561       |   35.4  |
| b25002_002 | b25002 |   795    |   medium  |       633       |   40.0  |
| b25002_002 | b25002 |   795    |    high   |       390       |   24.6  |
| b25002_002 | b25002 |   860    |    low    |       6080      |   77.8  |
| b25002_002 | b25002 |   860    |   medium  |       1425      |   18.2  |
| b25002_002 | b25002 |   860    |    high   |       306       |   3.9   |
| b25002_003 | b25002 |   020    |    low    |        1        |   50.0  |
| b25002_003 | b25002 |   020    |   medium  |        1        |   50.0  |
