Coefficient of Variation for Change: Percent Total by All Categories

+------------+--------+----------+-----------+-----------------+---------+
|  variable  | table  | sumlevel | change_cv | change_cv_count | percent |
| b03002_006 | b03002 |   020    |    high   |        4        |  100.0  |
| b03002_006 | b03002 |   030    |    high   |        9        |  100.0  |
| b03002_006 | b03002 |   040    |    low    |        4        |   8.2   |
| b03002_006 | b03002 |   040    |   medium  |        7        |   14.3  |
| b03002_006 | b03002 |   040    |    high   |        38       |   77.6  |
| b03002_006 | b03002 |   050    |    low    |       599       |   56.7  |
| b03002_006 | b03002 |   050    |   medium  |       269       |   25.5  |
| b03002_006 | b03002 |   050    |    high   |       188       |   17.8  |
| b03002_006 | b03002 |   060    |    low    |       1961      |   83.1  |
| b03002_006 | b03002 |   060    |   medium  |       316       |   13.4  |
| b03002_006 | b03002 |   060    |    high   |        84       |   3.6   |
| b03002_006 | b03002 |   140    |    low    |       8764      |   93.3  |
| b03002_006 | b03002 |   140    |   medium  |       593       |   6.3   |
| b03002_006 | b03002 |   140    |    high   |        36       |   0.4   |
| b03002_006 | b03002 |   150    |    low    |      13197      |   96.1  |
| b03002_006 | b03002 |   150    |   medium  |       497       |   3.6   |
| b03002_006 | b03002 |   150    |    high   |        32       |   0.2   |
| b03002_006 | b03002 |   160    |    low    |       1742      |   84.6  |
| b03002_006 | b03002 |   160    |   medium  |       267       |   13.0  |
| b03002_006 | b03002 |   160    |    high   |        49       |   2.4   |
| b03002_006 | b03002 |   170    |    low    |        1        |   25.0  |
| b03002_006 | b03002 |   170    |    high   |        3        |   75.0  |
| b03002_006 | b03002 |   250    |    low    |        34       |   79.1  |
| b03002_006 | b03002 |   250    |   medium  |        8        |   18.6  |
| b03002_006 | b03002 |   250    |    high   |        1        |   2.3   |
| b03002_006 | b03002 |   251    |    low    |        16       |   69.6  |
| b03002_006 | b03002 |   251    |   medium  |        7        |   30.4  |
| b03002_006 | b03002 |   256    |    low    |        28       |   84.8  |
| b03002_006 | b03002 |   256    |   medium  |        5        |   15.2  |
| b03002_006 | b03002 |   258    |    low    |        33       |   91.7  |
| b03002_006 | b03002 |   258    |   medium  |        3        |   8.3   |
| b03002_006 | b03002 |   310    |    low    |       170       |   47.1  |
| b03002_006 | b03002 |   310    |   medium  |       117       |   32.4  |
| b03002_006 | b03002 |   310    |    high   |        74       |   20.5  |
| b03002_006 | b03002 |   400    |    low    |       531       |   73.8  |
| b03002_006 | b03002 |   400    |   medium  |       125       |   17.4  |
| b03002_006 | b03002 |   400    |    high   |        64       |   8.9   |
| b03002_006 | b03002 |   500    |    low    |       104       |   36.0  |
| b03002_006 | b03002 |   500    |   medium  |       114       |   39.4  |
| b03002_006 | b03002 |   500    |    high   |        71       |   24.6  |
| b03002_006 | b03002 |   795    |    low    |       687       |   67.3  |
| b03002_006 | b03002 |   795    |   medium  |       282       |   27.6  |
| b03002_006 | b03002 |   795    |    high   |        52       |   5.1   |
| b03002_006 | b03002 |   860    |    low    |       2842      |   87.9  |
| b03002_006 | b03002 |   860    |   medium  |       348       |   10.8  |
| b03002_006 | b03002 |   860    |    high   |        45       |   1.4   |
| b03002_007 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_007 | b03002 |   020    |   medium  |        2        |   50.0  |
| b03002_007 | b03002 |   020    |    high   |        2        |   50.0  |
| b03002_007 | b03002 |   030    |    low    |        4        |   44.4  |
| b03002_007 | b03002 |   030    |   medium  |        3        |   33.3  |
| b03002_007 | b03002 |   030    |    high   |        2        |   22.2  |
| b03002_007 | b03002 |   040    |    low    |        18       |   64.3  |
| b03002_007 | b03002 |   040    |   medium  |        9        |   32.1  |
| b03002_007 | b03002 |   040    |    high   |        1        |   3.6   |
| b03002_007 | b03002 |   050    |    low    |       179       |   74.0  |
| b03002_007 | b03002 |   050    |   medium  |        52       |   21.5  |
| b03002_007 | b03002 |   050    |    high   |        11       |   4.5   |
| b03002_007 | b03002 |   060    |    low    |       257       |   89.2  |
| b03002_007 | b03002 |   060    |   medium  |        22       |   7.6   |
| b03002_007 | b03002 |   060    |    high   |        9        |   3.1   |
| b03002_007 | b03002 |   140    |    low    |       593       |   96.4  |
| b03002_007 | b03002 |   140    |   medium  |        16       |   2.6   |
| b03002_007 | b03002 |   140    |    high   |        6        |   1.0   |
| b03002_007 | b03002 |   150    |    low    |       540       |   96.3  |
| b03002_007 | b03002 |   150    |   medium  |        18       |   3.2   |
| b03002_007 | b03002 |   150    |    high   |        3        |   0.5   |
| b03002_007 | b03002 |   160    |    low    |       285       |   89.1  |
| b03002_007 | b03002 |   160    |   medium  |        27       |   8.4   |
| b03002_007 | b03002 |   160    |    high   |        8        |   2.5   |
| b03002_007 | b03002 |   250    |    low    |        22       |   95.7  |
| b03002_007 | b03002 |   250    |    high   |        1        |   4.3   |
| b03002_007 | b03002 |   251    |    low    |        8        |   88.9  |
| b03002_007 | b03002 |   251    |   medium  |        1        |   11.1  |
| b03002_007 | b03002 |   256    |    low    |        8        |  100.0  |
| b03002_007 | b03002 |   258    |    low    |        6        |   85.7  |
| b03002_007 | b03002 |   258    |   medium  |        1        |   14.3  |
| b03002_007 | b03002 |   310    |    low    |        87       |   77.0  |
| b03002_007 | b03002 |   310    |   medium  |        24       |   21.2  |
| b03002_007 | b03002 |   310    |    high   |        2        |   1.8   |
| b03002_007 | b03002 |   400    |    low    |       126       |   82.4  |
| b03002_007 | b03002 |   400    |   medium  |        22       |   14.4  |
| b03002_007 | b03002 |   400    |    high   |        5        |   3.3   |
| b03002_007 | b03002 |   500    |    low    |        85       |   86.7  |
| b03002_007 | b03002 |   500    |   medium  |        12       |   12.2  |
| b03002_007 | b03002 |   500    |    high   |        1        |   1.0   |
| b03002_007 | b03002 |   795    |    low    |       283       |   89.0  |
| b03002_007 | b03002 |   795    |   medium  |        30       |   9.4   |
| b03002_007 | b03002 |   795    |    high   |        5        |   1.6   |
| b03002_007 | b03002 |   860    |    low    |       435       |   94.4  |
| b03002_007 | b03002 |   860    |   medium  |        21       |   4.6   |
| b03002_007 | b03002 |   860    |    high   |        5        |   1.1   |
| b03002_008 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_008 | b03002 |   020    |   medium  |        1        |   25.0  |
| b03002_008 | b03002 |   020    |    high   |        3        |   75.0  |
| b03002_008 | b03002 |   030    |    low    |        1        |   11.1  |
| b03002_008 | b03002 |   030    |   medium  |        5        |   55.6  |
| b03002_008 | b03002 |   030    |    high   |        3        |   33.3  |
| b03002_008 | b03002 |   040    |    low    |        16       |   47.1  |
| b03002_008 | b03002 |   040    |   medium  |        17       |   50.0  |
| b03002_008 | b03002 |   040    |    high   |        1        |   2.9   |
| b03002_008 | b03002 |   050    |    low    |       240       |   92.0  |
| b03002_008 | b03002 |   050    |   medium  |        21       |   8.0   |
| b03002_008 | b03002 |   060    |    low    |       404       |   96.9  |
| b03002_008 | b03002 |   060    |   medium  |        13       |   3.1   |
| b03002_008 | b03002 |   140    |    low    |       575       |   98.8  |
| b03002_008 | b03002 |   140    |   medium  |        5        |   0.9   |
| b03002_008 | b03002 |   140    |    high   |        2        |   0.3   |
| b03002_008 | b03002 |   150    |    low    |       397       |   98.5  |
| b03002_008 | b03002 |   150    |   medium  |        4        |   1.0   |
| b03002_008 | b03002 |   150    |    high   |        2        |   0.5   |
| b03002_008 | b03002 |   160    |    low    |       367       |   96.6  |
| b03002_008 | b03002 |   160    |   medium  |        11       |   2.9   |
| b03002_008 | b03002 |   160    |    high   |        2        |   0.5   |
| b03002_008 | b03002 |   170    |    low    |        3        |  100.0  |
| b03002_008 | b03002 |   250    |    low    |        10       |  100.0  |
| b03002_008 | b03002 |   251    |    low    |        1        |   50.0  |
| b03002_008 | b03002 |   251    |   medium  |        1        |   50.0  |
| b03002_008 | b03002 |   256    |    low    |        5        |  100.0  |
| b03002_008 | b03002 |   258    |    low    |        3        |  100.0  |
| b03002_008 | b03002 |   310    |    low    |       111       |   88.1  |
| b03002_008 | b03002 |   310    |   medium  |        15       |   11.9  |
| b03002_008 | b03002 |   400    |    low    |       142       |   89.3  |
| b03002_008 | b03002 |   400    |   medium  |        16       |   10.1  |
| b03002_008 | b03002 |   400    |    high   |        1        |   0.6   |
| b03002_008 | b03002 |   500    |    low    |       106       |   82.2  |
| b03002_008 | b03002 |   500    |   medium  |        23       |   17.8  |
| b03002_008 | b03002 |   795    |    low    |       437       |   95.8  |
| b03002_008 | b03002 |   795    |   medium  |        19       |   4.2   |
| b03002_008 | b03002 |   860    |    low    |       736       |   97.9  |
| b03002_008 | b03002 |   860    |   medium  |        13       |   1.7   |
| b03002_008 | b03002 |   860    |    high   |        3        |   0.4   |
| b03002_009 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_009 | b03002 |   020    |    high   |        4        |  100.0  |
| b03002_009 | b03002 |   030    |    high   |        9        |  100.0  |
| b03002_009 | b03002 |   040    |    low    |        4        |   8.3   |
| b03002_009 | b03002 |   040    |   medium  |        18       |   37.5  |
| b03002_009 | b03002 |   040    |    high   |        26       |   54.2  |
| b03002_009 | b03002 |   050    |    low    |       849       |   76.6  |
| b03002_009 | b03002 |   050    |   medium  |       246       |   22.2  |
| b03002_009 | b03002 |   050    |    high   |        14       |   1.3   |
| b03002_009 | b03002 |   060    |    low    |       3421      |   95.1  |
| b03002_009 | b03002 |   060    |   medium  |       171       |   4.8   |
| b03002_009 | b03002 |   060    |    high   |        7        |   0.2   |
| b03002_009 | b03002 |   140    |    low    |      10246      |   98.4  |
| b03002_009 | b03002 |   140    |   medium  |       159       |   1.5   |
| b03002_009 | b03002 |   140    |    high   |        6        |   0.1   |
| b03002_009 | b03002 |   150    |    low    |      13202      |   99.1  |
| b03002_009 | b03002 |   150    |   medium  |       118       |   0.9   |
| b03002_009 | b03002 |   150    |    high   |        7        |   0.1   |
| b03002_009 | b03002 |   160    |    low    |       2552      |   95.2  |
| b03002_009 | b03002 |   160    |   medium  |       125       |   4.7   |
| b03002_009 | b03002 |   160    |    high   |        4        |   0.1   |
| b03002_009 | b03002 |   170    |    low    |        1        |   33.3  |
| b03002_009 | b03002 |   170    |   medium  |        2        |   66.7  |
| b03002_009 | b03002 |   250    |    low    |        86       |   87.8  |
| b03002_009 | b03002 |   250    |   medium  |        12       |   12.2  |
| b03002_009 | b03002 |   251    |    low    |        60       |   90.9  |
| b03002_009 | b03002 |   251    |   medium  |        5        |   7.6   |
| b03002_009 | b03002 |   251    |    high   |        1        |   1.5   |
| b03002_009 | b03002 |   256    |    low    |        69       |   89.6  |
| b03002_009 | b03002 |   256    |   medium  |        8        |   10.4  |
| b03002_009 | b03002 |   258    |    low    |       113       |   97.4  |
| b03002_009 | b03002 |   258    |   medium  |        3        |   2.6   |
| b03002_009 | b03002 |   310    |    low    |       243       |   70.6  |
| b03002_009 | b03002 |   310    |   medium  |        86       |   25.0  |
| b03002_009 | b03002 |   310    |    high   |        15       |   4.4   |
| b03002_009 | b03002 |   400    |    low    |       712       |   87.3  |
| b03002_009 | b03002 |   400    |   medium  |        90       |   11.0  |
| b03002_009 | b03002 |   400    |    high   |        14       |   1.7   |
| b03002_009 | b03002 |   500    |    low    |       148       |   53.8  |
| b03002_009 | b03002 |   500    |   medium  |       120       |   43.6  |
| b03002_009 | b03002 |   500    |    high   |        7        |   2.5   |
| b03002_009 | b03002 |   795    |    low    |       773       |   82.9  |
| b03002_009 | b03002 |   795    |   medium  |       156       |   16.7  |
| b03002_009 | b03002 |   795    |    high   |        3        |   0.3   |
| b03002_009 | b03002 |   860    |    low    |       4007      |   95.7  |
| b03002_009 | b03002 |   860    |   medium  |       177       |   4.2   |
| b03002_009 | b03002 |   860    |    high   |        2        |   0.0   |
| b03002_010 | b03002 |   010    |    low    |        1        |  100.0  |
| b03002_010 | b03002 |   020    |   medium  |        1        |  100.0  |
| b03002_010 | b03002 |   030    |    low    |        1        |   50.0  |
| b03002_010 | b03002 |   030    |   medium  |        1        |   50.0  |
| b03002_010 | b03002 |   040    |    low    |        10       |   83.3  |
| b03002_010 | b03002 |   040    |   medium  |        2        |   16.7  |
| b03002_010 | b03002 |   050    |    low    |       126       |  100.0  |
| b03002_010 | b03002 |   060    |    low    |       222       |   98.2  |
| b03002_010 | b03002 |   060    |   medium  |        3        |   1.3   |
| b03002_010 | b03002 |   060    |    high   |        1        |   0.4   |
| b03002_010 | b03002 |   140    |    low    |       209       |   97.2  |
| b03002_010 | b03002 |   140    |   medium  |        5        |   2.3   |
| b03002_010 | b03002 |   140    |    high   |        1        |   0.5   |
| b03002_010 | b03002 |   150    |    low    |       149       |   96.1  |
| b03002_010 | b03002 |   150    |   medium  |        5        |   3.2   |
| b03002_010 | b03002 |   150    |    high   |        1        |   0.6   |
| b03002_010 | b03002 |   160    |    low    |       187       |   98.9  |
| b03002_010 | b03002 |   160    |   medium  |        1        |   0.5   |
| b03002_010 | b03002 |   160    |    high   |        1        |   0.5   |
| b03002_010 | b03002 |   170    |    low    |        1        |  100.0  |
| b03002_010 | b03002 |   250    |    low    |        5        |  100.0  |
| b03002_010 | b03002 |   251    |    low    |        2        |  100.0  |
| b03002_010 | b03002 |   256    |    low    |        2        |  100.0  |
| b03002_010 | b03002 |   258    |    low    |        2        |  100.0  |
| b03002_010 | b03002 |   310    |    low    |        60       |  100.0  |
| b03002_010 | b03002 |   400    |    low    |        71       |   98.6  |
| b03002_010 | b03002 |   400    |   medium  |        1        |   1.4   |
| b03002_010 | b03002 |   500    |    low    |        68       |   97.1  |
| b03002_010 | b03002 |   500    |   medium  |        2        |   2.9   |
| b03002_010 | b03002 |   795    |    low    |       286       |   99.7  |
| b03002_010 | b03002 |   795    |   medium  |        1        |   0.3   |
| b03002_010 | b03002 |   860    |    low    |       340       |   98.8  |
| b03002_010 | b03002 |   860    |   medium  |        3        |   0.9   |
| b03002_010 | b03002 |   860    |    high   |        1        |   0.3   |
| b03002_011 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_011 | b03002 |   020    |    high   |        4        |  100.0  |
| b03002_011 | b03002 |   030    |    high   |        9        |  100.0  |
| b03002_011 | b03002 |   040    |    low    |        5        |   10.2  |
| b03002_011 | b03002 |   040    |   medium  |        17       |   34.7  |
| b03002_011 | b03002 |   040    |    high   |        27       |   55.1  |
| b03002_011 | b03002 |   050    |    low    |       845       |   75.7  |
| b03002_011 | b03002 |   050    |   medium  |       255       |   22.8  |
| b03002_011 | b03002 |   050    |    high   |        16       |   1.4   |
| b03002_011 | b03002 |   060    |    low    |       3387      |   94.8  |
| b03002_011 | b03002 |   060    |   medium  |       177       |   5.0   |
| b03002_011 | b03002 |   060    |    high   |        8        |   0.2   |
| b03002_011 | b03002 |   140    |    low    |      10034      |   98.3  |
| b03002_011 | b03002 |   140    |   medium  |       163       |   1.6   |
| b03002_011 | b03002 |   140    |    high   |        6        |   0.1   |
| b03002_011 | b03002 |   150    |    low    |      12693      |   99.0  |
| b03002_011 | b03002 |   150    |   medium  |       117       |   0.9   |
| b03002_011 | b03002 |   150    |    high   |        8        |   0.1   |
| b03002_011 | b03002 |   160    |    low    |       2510      |   95.0  |
| b03002_011 | b03002 |   160    |   medium  |       129       |   4.9   |
| b03002_011 | b03002 |   160    |    high   |        4        |   0.2   |
| b03002_011 | b03002 |   170    |    low    |        1        |   33.3  |
| b03002_011 | b03002 |   170    |   medium  |        2        |   66.7  |
| b03002_011 | b03002 |   250    |    low    |        86       |   88.7  |
| b03002_011 | b03002 |   250    |   medium  |        11       |   11.3  |
| b03002_011 | b03002 |   251    |    low    |        58       |   90.6  |
| b03002_011 | b03002 |   251    |   medium  |        5        |   7.8   |
| b03002_011 | b03002 |   251    |    high   |        1        |   1.6   |
| b03002_011 | b03002 |   256    |    low    |        67       |   89.3  |
| b03002_011 | b03002 |   256    |   medium  |        8        |   10.7  |
| b03002_011 | b03002 |   258    |    low    |       113       |   97.4  |
| b03002_011 | b03002 |   258    |   medium  |        3        |   2.6   |
| b03002_011 | b03002 |   310    |    low    |       227       |   68.6  |
| b03002_011 | b03002 |   310    |   medium  |        88       |   26.6  |
| b03002_011 | b03002 |   310    |    high   |        16       |   4.8   |
| b03002_011 | b03002 |   400    |    low    |       709       |   87.1  |
| b03002_011 | b03002 |   400    |   medium  |        91       |   11.2  |
| b03002_011 | b03002 |   400    |    high   |        14       |   1.7   |
| b03002_011 | b03002 |   500    |    low    |       147       |   53.5  |
| b03002_011 | b03002 |   500    |   medium  |       121       |   44.0  |
| b03002_011 | b03002 |   500    |    high   |        7        |   2.5   |
| b03002_011 | b03002 |   795    |    low    |       770       |   82.5  |
| b03002_011 | b03002 |   795    |   medium  |       160       |   17.1  |
| b03002_011 | b03002 |   795    |    high   |        3        |   0.3   |
| b03002_011 | b03002 |   860    |    low    |       3985      |   95.6  |
| b03002_011 | b03002 |   860    |   medium  |       181       |   4.3   |
| b03002_011 | b03002 |   860    |    high   |        4        |   0.1   |
| b03002_012 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_012 | b03002 |   020    |    high   |        4        |  100.0  |
| b03002_012 | b03002 |   030    |    high   |        9        |  100.0  |
| b03002_012 | b03002 |   040    |    high   |        52       |  100.0  |
| b03002_012 | b03002 |   050    |    low    |       139       |   4.8   |
| b03002_012 | b03002 |   050    |   medium  |        50       |   1.7   |
| b03002_012 | b03002 |   050    |    high   |       2686      |   93.4  |
| b03002_012 | b03002 |   060    |    low    |       4019      |   84.5  |
| b03002_012 | b03002 |   060    |   medium  |       533       |   11.2  |
| b03002_012 | b03002 |   060    |    high   |       206       |   4.3   |
| b03002_012 | b03002 |   140    |    low    |      13156      |   93.7  |
| b03002_012 | b03002 |   140    |   medium  |       809       |   5.8   |
| b03002_012 | b03002 |   140    |    high   |        76       |   0.5   |
| b03002_012 | b03002 |   150    |    low    |      25356      |   96.9  |
| b03002_012 | b03002 |   150    |   medium  |       788       |   3.0   |
| b03002_012 | b03002 |   150    |    high   |        32       |   0.1   |
| b03002_012 | b03002 |   160    |    low    |       3356      |   84.7  |
| b03002_012 | b03002 |   160    |   medium  |       451       |   11.4  |
| b03002_012 | b03002 |   160    |    high   |       154       |   3.9   |
| b03002_012 | b03002 |   170    |    high   |        6        |  100.0  |
| b03002_012 | b03002 |   250    |    low    |        56       |   63.6  |
| b03002_012 | b03002 |   250    |   medium  |        21       |   23.9  |
| b03002_012 | b03002 |   250    |    high   |        11       |   12.5  |
| b03002_012 | b03002 |   251    |    low    |        46       |   86.8  |
| b03002_012 | b03002 |   251    |   medium  |        2        |   3.8   |
| b03002_012 | b03002 |   251    |    high   |        5        |   9.4   |
| b03002_012 | b03002 |   256    |    low    |        79       |   91.9  |
| b03002_012 | b03002 |   256    |   medium  |        4        |   4.7   |
| b03002_012 | b03002 |   256    |    high   |        3        |   3.5   |
| b03002_012 | b03002 |   258    |    low    |       112       |   95.7  |
| b03002_012 | b03002 |   258    |   medium  |        5        |   4.3   |
| b03002_012 | b03002 |   310    |    low    |        14       |   1.8   |
| b03002_012 | b03002 |   310    |   medium  |        6        |   0.8   |
| b03002_012 | b03002 |   310    |    high   |       764       |   97.4  |
| b03002_012 | b03002 |   400    |    low    |       800       |   69.3  |
| b03002_012 | b03002 |   400    |   medium  |       211       |   18.3  |
| b03002_012 | b03002 |   400    |    high   |       144       |   12.5  |
| b03002_012 | b03002 |   500    |    low    |        41       |   12.0  |
| b03002_012 | b03002 |   500    |   medium  |        95       |   27.9  |
| b03002_012 | b03002 |   500    |    high   |       205       |   60.1  |
| b03002_012 | b03002 |   795    |    low    |       610       |   35.8  |
| b03002_012 | b03002 |   795    |   medium  |       420       |   24.7  |
| b03002_012 | b03002 |   795    |    high   |       672       |   39.5  |
| b03002_012 | b03002 |   860    |    low    |       4913      |   86.7  |
| b03002_012 | b03002 |   860    |   medium  |       647       |   11.4  |
| b03002_012 | b03002 |   860    |    high   |       106       |   1.9   |
| b03002_013 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_013 | b03002 |   020    |    high   |        4        |  100.0  |
| b03002_013 | b03002 |   030    |    high   |        9        |  100.0  |
| b03002_013 | b03002 |   040    |    low    |        4        |   8.9   |
| b03002_013 | b03002 |   040    |   medium  |        11       |   24.4  |
| b03002_013 | b03002 |   040    |    high   |        30       |   66.7  |
| b03002_013 | b03002 |   050    |    low    |       813       |   55.5  |
| b03002_013 | b03002 |   050    |   medium  |       471       |   32.2  |
| b03002_013 | b03002 |   050    |    high   |       181       |   12.4  |
| b03002_013 | b03002 |   060    |    low    |       3704      |   85.1  |
| b03002_013 | b03002 |   060    |   medium  |       548       |   12.6  |
| b03002_013 | b03002 |   060    |    high   |       101       |   2.3   |
| b03002_013 | b03002 |   140    |    low    |      12937      |   92.1  |
| b03002_013 | b03002 |   140    |   medium  |       1067      |   7.6   |
| b03002_013 | b03002 |   140    |    high   |        37       |   0.3   |
| b03002_013 | b03002 |   150    |    low    |      22572      |   96.5  |
| b03002_013 | b03002 |   150    |   medium  |       802       |   3.4   |
| b03002_013 | b03002 |   150    |    high   |        19       |   0.1   |
| b03002_013 | b03002 |   160    |    low    |       3054      |   84.5  |
| b03002_013 | b03002 |   160    |   medium  |       484       |   13.4  |
| b03002_013 | b03002 |   160    |    high   |        78       |   2.2   |
| b03002_013 | b03002 |   170    |    low    |        1        |   25.0  |
| b03002_013 | b03002 |   170    |   medium  |        1        |   25.0  |
| b03002_013 | b03002 |   170    |    high   |        2        |   50.0  |
| b03002_013 | b03002 |   250    |    low    |        35       |   71.4  |
| b03002_013 | b03002 |   250    |   medium  |        9        |   18.4  |
| b03002_013 | b03002 |   250    |    high   |        5        |   10.2  |
| b03002_013 | b03002 |   251    |    low    |        25       |   89.3  |
| b03002_013 | b03002 |   251    |   medium  |        3        |   10.7  |
| b03002_013 | b03002 |   256    |    low    |        44       |   88.0  |
| b03002_013 | b03002 |   256    |   medium  |        5        |   10.0  |
| b03002_013 | b03002 |   256    |    high   |        1        |   2.0   |
| b03002_013 | b03002 |   258    |    low    |        66       |   89.2  |
| b03002_013 | b03002 |   258    |   medium  |        8        |   10.8  |
| b03002_013 | b03002 |   310    |    low    |       201       |   44.6  |
| b03002_013 | b03002 |   310    |   medium  |       169       |   37.5  |
| b03002_013 | b03002 |   310    |    high   |        81       |   18.0  |
| b03002_013 | b03002 |   400    |    low    |       761       |   72.3  |
| b03002_013 | b03002 |   400    |   medium  |       210       |   20.0  |
| b03002_013 | b03002 |   400    |    high   |        81       |   7.7   |
| b03002_013 | b03002 |   500    |    low    |        86       |   29.5  |
| b03002_013 | b03002 |   500    |   medium  |       124       |   42.5  |
| b03002_013 | b03002 |   500    |    high   |        82       |   28.1  |
| b03002_013 | b03002 |   795    |    low    |       695       |   51.0  |
| b03002_013 | b03002 |   795    |   medium  |       541       |   39.7  |
| b03002_013 | b03002 |   795    |    high   |       126       |   9.3   |
| b03002_013 | b03002 |   860    |    low    |       4513      |   84.4  |
| b03002_013 | b03002 |   860    |   medium  |       732       |   13.7  |
| b03002_013 | b03002 |   860    |    high   |       104       |   1.9   |
| b03002_014 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_014 | b03002 |   020    |    low    |        1        |   25.0  |
| b03002_014 | b03002 |   020    |   medium  |        1        |   25.0  |
| b03002_014 | b03002 |   020    |    high   |        2        |   50.0  |
| b03002_014 | b03002 |   030    |    low    |        3        |   37.5  |
| b03002_014 | b03002 |   030    |   medium  |        4        |   50.0  |
| b03002_014 | b03002 |   030    |    high   |        1        |   12.5  |
| b03002_014 | b03002 |   040    |    low    |        16       |   72.7  |
| b03002_014 | b03002 |   040    |   medium  |        4        |   18.2  |
| b03002_014 | b03002 |   040    |    high   |        2        |   9.1   |
| b03002_014 | b03002 |   050    |    low    |       266       |   90.5  |
| b03002_014 | b03002 |   050    |   medium  |        19       |   6.5   |
| b03002_014 | b03002 |   050    |    high   |        9        |   3.1   |
| b03002_014 | b03002 |   060    |    low    |       591       |   91.6  |
| b03002_014 | b03002 |   060    |   medium  |        46       |   7.1   |
| b03002_014 | b03002 |   060    |    high   |        8        |   1.2   |
| b03002_014 | b03002 |   140    |    low    |       1527      |   96.4  |
| b03002_014 | b03002 |   140    |   medium  |        47       |   3.0   |
| b03002_014 | b03002 |   140    |    high   |        10       |   0.6   |
| b03002_014 | b03002 |   150    |    low    |       1393      |   95.9  |
| b03002_014 | b03002 |   150    |   medium  |        56       |   3.9   |
| b03002_014 | b03002 |   150    |    high   |        3        |   0.2   |
| b03002_014 | b03002 |   160    |    low    |       495       |   94.8  |
| b03002_014 | b03002 |   160    |   medium  |        25       |   4.8   |
| b03002_014 | b03002 |   160    |    high   |        2        |   0.4   |
| b03002_014 | b03002 |   170    |    low    |        1        |  100.0  |
| b03002_014 | b03002 |   250    |    low    |        5        |  100.0  |
| b03002_014 | b03002 |   251    |    low    |        1        |  100.0  |
| b03002_014 | b03002 |   256    |    low    |        1        |  100.0  |
| b03002_014 | b03002 |   258    |    low    |        1        |  100.0  |
| b03002_014 | b03002 |   310    |    low    |       114       |   89.1  |
| b03002_014 | b03002 |   310    |   medium  |        9        |   7.0   |
| b03002_014 | b03002 |   310    |    high   |        5        |   3.9   |
| b03002_014 | b03002 |   400    |    low    |       173       |   91.1  |
| b03002_014 | b03002 |   400    |   medium  |        12       |   6.3   |
| b03002_014 | b03002 |   400    |    high   |        5        |   2.6   |
| b03002_014 | b03002 |   500    |    low    |        76       |   88.4  |
| b03002_014 | b03002 |   500    |   medium  |        8        |   9.3   |
| b03002_014 | b03002 |   500    |    high   |        2        |   2.3   |
| b03002_014 | b03002 |   795    |    low    |       392       |   92.7  |
| b03002_014 | b03002 |   795    |   medium  |        26       |   6.1   |
| b03002_014 | b03002 |   795    |    high   |        5        |   1.2   |
| b03002_014 | b03002 |   860    |    low    |       857       |   96.1  |
| b03002_014 | b03002 |   860    |   medium  |        25       |   2.8   |
| b03002_014 | b03002 |   860    |    high   |        10       |   1.1   |
| b03002_015 | b03002 |   010    |    high   |        1        |  100.0  |
| b03002_015 | b03002 |   020    |   medium  |        3        |   75.0  |
| b03002_015 | b03002 |   020    |    high   |        1        |   25.0  |
| b03002_015 | b03002 |   030    |    low    |        1        |   12.5  |
| b03002_015 | b03002 |   030    |   medium  |        6        |   75.0  |
| b03002_015 | b03002 |   030    |    high   |        1        |   12.5  |
| b03002_015 | b03002 |   040    |    low    |        20       |   69.0  |
| b03002_015 | b03002 |   040    |   medium  |        8        |   27.6  |
| b03002_015 | b03002 |   040    |    high   |        1        |   3.4   |
| b03002_015 | b03002 |   050    |    low    |       215       |   93.1  |
| b03002_015 | b03002 |   050    |   medium  |        13       |   5.6   |
| b03002_015 | b03002 |   050    |    high   |        3        |   1.3   |
| b03002_015 | b03002 |   060    |    low    |       338       |   97.4  |
| b03002_015 | b03002 |   060    |   medium  |        8        |   2.3   |
| b03002_015 | b03002 |   060    |    high   |        1        |   0.3   |
| b03002_015 | b03002 |   140    |    low    |       509       |   98.8  |
| b03002_015 | b03002 |   140    |   medium  |        6        |   1.2   |
| b03002_015 | b03002 |   150    |    low    |       358       |   99.2  |
| b03002_015 | b03002 |   150    |   medium  |        3        |   0.8   |
| b03002_015 | b03002 |   160    |    low    |       279       |   95.9  |
| b03002_015 | b03002 |   160    |   medium  |        12       |   4.1   |
| b03002_015 | b03002 |   170    |    low    |        1        |  100.0  |
| b03002_015 | b03002 |   250    |    low    |        35       |   87.5  |
| b03002_015 | b03002 |   250    |   medium  |        5        |   12.5  |
| b03002_015 | b03002 |   251    |    low    |        23       |   95.8  |
| b03002_015 | b03002 |   251    |   medium  |        1        |   4.2   |
| b03002_015 | b03002 |   256    |    low    |        40       |   97.6  |
| b03002_015 | b03002 |   256    |    high   |        1        |   2.4   |
| b03002_015 | b03002 |   258    |    low    |        45       |  100.0  |
