Statistically Significant Difference: Percent Total by All Categories

+------------+--------+----------+---------+---------------+---------+
|  variable  | table  | sumlevel | sig_dif | sig_dif_count | percent |
| b01001_023 | b01001 |   040    |   True  |       52      |  100.0  |
| b01001_023 | b01001 |   050    |  False  |      2117     |   65.7  |
| b01001_023 | b01001 |   050    |   True  |      1103     |   34.3  |
| b01001_023 | b01001 |   060    |  False  |     32193     |   88.1  |
| b01001_023 | b01001 |   060    |   True  |      4351     |   11.9  |
| b01001_023 | b01001 |   140    |  False  |     63861     |   86.7  |
| b01001_023 | b01001 |   140    |   True  |      9781     |   13.3  |
| b01001_023 | b01001 |   150    |  False  |     205479    |   93.4  |
| b01001_023 | b01001 |   150    |   True  |     14495     |   6.6   |
| b01001_023 | b01001 |   160    |  False  |     26799     |   90.8  |
| b01001_023 | b01001 |   160    |   True  |      2711     |   9.2   |
| b01001_023 | b01001 |   170    |  False  |       2       |   25.0  |
| b01001_023 | b01001 |   170    |   True  |       6       |   75.0  |
| b01001_023 | b01001 |   250    |  False  |      640      |   92.4  |
| b01001_023 | b01001 |   250    |   True  |       53      |   7.6   |
| b01001_023 | b01001 |   251    |  False  |      450      |   93.8  |
| b01001_023 | b01001 |   251    |   True  |       30      |   6.2   |
| b01001_023 | b01001 |   256    |  False  |      433      |   90.0  |
| b01001_023 | b01001 |   256    |   True  |       48      |   10.0  |
| b01001_023 | b01001 |   258    |  False  |      832      |   90.9  |
| b01001_023 | b01001 |   258    |   True  |       83      |   9.1   |
| b01001_023 | b01001 |   310    |  False  |      428      |   53.8  |
| b01001_023 | b01001 |   310    |   True  |      368      |   46.2  |
| b01001_023 | b01001 |   400    |  False  |      2882     |   80.2  |
| b01001_023 | b01001 |   400    |   True  |      710      |   19.8  |
| b01001_023 | b01001 |   500    |  False  |       51      |   13.9  |
| b01001_023 | b01001 |   500    |   True  |      317      |   86.1  |
| b01001_023 | b01001 |   795    |  False  |      1251     |   52.6  |
| b01001_023 | b01001 |   795    |   True  |      1127     |   47.4  |
| b01001_023 | b01001 |   860    |  False  |     28829     |   87.0  |
| b01001_023 | b01001 |   860    |   True  |      4291     |   13.0  |
| b01001_024 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_024 | b01001 |   020    |  False  |       1       |   25.0  |
| b01001_024 | b01001 |   020    |   True  |       3       |   75.0  |
| b01001_024 | b01001 |   030    |  False  |       2       |   22.2  |
| b01001_024 | b01001 |   030    |   True  |       7       |   77.8  |
| b01001_024 | b01001 |   040    |  False  |       16      |   30.8  |
| b01001_024 | b01001 |   040    |   True  |       36      |   69.2  |
| b01001_024 | b01001 |   050    |  False  |      2596     |   80.6  |
| b01001_024 | b01001 |   050    |   True  |      624      |   19.4  |
| b01001_024 | b01001 |   060    |  False  |     33334     |   91.2  |
| b01001_024 | b01001 |   060    |   True  |      3210     |   8.8   |
| b01001_024 | b01001 |   140    |  False  |     65946     |   89.5  |
| b01001_024 | b01001 |   140    |   True  |      7696     |   10.5  |
| b01001_024 | b01001 |   150    |  False  |     211089    |   96.0  |
| b01001_024 | b01001 |   150    |   True  |      8885     |   4.0   |
| b01001_024 | b01001 |   160    |  False  |     27545     |   93.3  |
| b01001_024 | b01001 |   160    |   True  |      1965     |   6.7   |
| b01001_024 | b01001 |   170    |  False  |       8       |  100.0  |
| b01001_024 | b01001 |   250    |  False  |      662      |   95.5  |
| b01001_024 | b01001 |   250    |   True  |       31      |   4.5   |
| b01001_024 | b01001 |   251    |  False  |      460      |   95.8  |
| b01001_024 | b01001 |   251    |   True  |       20      |   4.2   |
| b01001_024 | b01001 |   256    |  False  |      451      |   93.8  |
| b01001_024 | b01001 |   256    |   True  |       30      |   6.2   |
| b01001_024 | b01001 |   258    |  False  |      880      |   96.2  |
| b01001_024 | b01001 |   258    |   True  |       35      |   3.8   |
| b01001_024 | b01001 |   310    |  False  |      603      |   75.8  |
| b01001_024 | b01001 |   310    |   True  |      193      |   24.2  |
| b01001_024 | b01001 |   400    |  False  |      3097     |   86.2  |
| b01001_024 | b01001 |   400    |   True  |      495      |   13.8  |
| b01001_024 | b01001 |   500    |  False  |      232      |   63.0  |
| b01001_024 | b01001 |   500    |   True  |      136      |   37.0  |
| b01001_024 | b01001 |   795    |  False  |      1837     |   77.2  |
| b01001_024 | b01001 |   795    |   True  |      541      |   22.8  |
| b01001_024 | b01001 |   860    |  False  |     29907     |   90.3  |
| b01001_024 | b01001 |   860    |   True  |      3213     |   9.7   |
| b01001_025 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_025 | b01001 |   020    |   True  |       4       |  100.0  |
| b01001_025 | b01001 |   030    |   True  |       9       |  100.0  |
| b01001_025 | b01001 |   040    |  False  |       4       |   7.7   |
| b01001_025 | b01001 |   040    |   True  |       48      |   92.3  |
| b01001_025 | b01001 |   050    |  False  |      2581     |   80.2  |
| b01001_025 | b01001 |   050    |   True  |      639      |   19.8  |
| b01001_025 | b01001 |   060    |  False  |     34064     |   93.2  |
| b01001_025 | b01001 |   060    |   True  |      2480     |   6.8   |
| b01001_025 | b01001 |   140    |  False  |     67631     |   91.8  |
| b01001_025 | b01001 |   140    |   True  |      6011     |   8.2   |
| b01001_025 | b01001 |   150    |  False  |     213909    |   97.2  |
| b01001_025 | b01001 |   150    |   True  |      6065     |   2.8   |
| b01001_025 | b01001 |   160    |  False  |     27913     |   94.6  |
| b01001_025 | b01001 |   160    |   True  |      1597     |   5.4   |
| b01001_025 | b01001 |   170    |  False  |       6       |   75.0  |
| b01001_025 | b01001 |   170    |   True  |       2       |   25.0  |
| b01001_025 | b01001 |   250    |  False  |      654      |   94.4  |
| b01001_025 | b01001 |   250    |   True  |       39      |   5.6   |
| b01001_025 | b01001 |   251    |  False  |      465      |   96.9  |
| b01001_025 | b01001 |   251    |   True  |       15      |   3.1   |
| b01001_025 | b01001 |   256    |  False  |      444      |   92.3  |
| b01001_025 | b01001 |   256    |   True  |       37      |   7.7   |
| b01001_025 | b01001 |   258    |  False  |      877      |   95.8  |
| b01001_025 | b01001 |   258    |   True  |       38      |   4.2   |
| b01001_025 | b01001 |   310    |  False  |      587      |   73.7  |
| b01001_025 | b01001 |   310    |   True  |      209      |   26.3  |
| b01001_025 | b01001 |   400    |  False  |      3124     |   87.0  |
| b01001_025 | b01001 |   400    |   True  |      468      |   13.0  |
| b01001_025 | b01001 |   500    |  False  |      178      |   48.4  |
| b01001_025 | b01001 |   500    |   True  |      190      |   51.6  |
| b01001_025 | b01001 |   795    |  False  |      1820     |   76.5  |
| b01001_025 | b01001 |   795    |   True  |      558      |   23.5  |
| b01001_025 | b01001 |   860    |  False  |     30539     |   92.2  |
| b01001_025 | b01001 |   860    |   True  |      2581     |   7.8   |
| b01001_026 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_026 | b01001 |   020    |   True  |       4       |  100.0  |
| b01001_026 | b01001 |   030    |   True  |       9       |  100.0  |
| b01001_026 | b01001 |   040    |  False  |       2       |   3.8   |
| b01001_026 | b01001 |   040    |   True  |       50      |   96.2  |
| b01001_026 | b01001 |   050    |  False  |      812      |   25.2  |
| b01001_026 | b01001 |   050    |   True  |      2408     |   74.8  |
| b01001_026 | b01001 |   060    |  False  |     29351     |   80.3  |
| b01001_026 | b01001 |   060    |   True  |      7193     |   19.7  |
| b01001_026 | b01001 |   140    |  False  |     58830     |   79.9  |
| b01001_026 | b01001 |   140    |   True  |     14812     |   20.1  |
| b01001_026 | b01001 |   150    |  False  |     184514    |   83.9  |
| b01001_026 | b01001 |   150    |   True  |     35460     |   16.1  |
| b01001_026 | b01001 |   160    |  False  |     23753     |   80.5  |
| b01001_026 | b01001 |   160    |   True  |      5757     |   19.5  |
| b01001_026 | b01001 |   170    |  False  |       2       |   25.0  |
| b01001_026 | b01001 |   170    |   True  |       6       |   75.0  |
| b01001_026 | b01001 |   250    |  False  |      573      |   82.7  |
| b01001_026 | b01001 |   250    |   True  |      120      |   17.3  |
| b01001_026 | b01001 |   251    |  False  |      389      |   81.0  |
| b01001_026 | b01001 |   251    |   True  |       91      |   19.0  |
| b01001_026 | b01001 |   256    |  False  |      402      |   83.6  |
| b01001_026 | b01001 |   256    |   True  |       79      |   16.4  |
| b01001_026 | b01001 |   258    |  False  |      759      |   83.0  |
| b01001_026 | b01001 |   258    |   True  |      156      |   17.0  |
| b01001_026 | b01001 |   310    |  False  |      115      |   14.4  |
| b01001_026 | b01001 |   310    |   True  |      681      |   85.6  |
| b01001_026 | b01001 |   400    |  False  |      2500     |   69.6  |
| b01001_026 | b01001 |   400    |   True  |      1092     |   30.4  |
| b01001_026 | b01001 |   500    |  False  |       54      |   14.7  |
| b01001_026 | b01001 |   500    |   True  |      314      |   85.3  |
| b01001_026 | b01001 |   795    |  False  |      658      |   27.7  |
| b01001_026 | b01001 |   795    |   True  |      1720     |   72.3  |
| b01001_026 | b01001 |   860    |  False  |     25732     |   77.7  |
| b01001_026 | b01001 |   860    |   True  |      7388     |   22.3  |
| b01001_027 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_027 | b01001 |   020    |   True  |       4       |  100.0  |
| b01001_027 | b01001 |   030    |  False  |       1       |   11.1  |
| b01001_027 | b01001 |   030    |   True  |       8       |   88.9  |
| b01001_027 | b01001 |   040    |  False  |       5       |   9.6   |
| b01001_027 | b01001 |   040    |   True  |       47      |   90.4  |
| b01001_027 | b01001 |   050    |  False  |      1655     |   51.4  |
| b01001_027 | b01001 |   050    |   True  |      1565     |   48.6  |
| b01001_027 | b01001 |   060    |  False  |     32011     |   87.6  |
| b01001_027 | b01001 |   060    |   True  |      4533     |   12.4  |
| b01001_027 | b01001 |   140    |  False  |     62333     |   84.6  |
| b01001_027 | b01001 |   140    |   True  |     11309     |   15.4  |
| b01001_027 | b01001 |   150    |  False  |     195910    |   89.1  |
| b01001_027 | b01001 |   150    |   True  |     24064     |   10.9  |
| b01001_027 | b01001 |   160    |  False  |     26256     |   89.0  |
| b01001_027 | b01001 |   160    |   True  |      3254     |   11.0  |
| b01001_027 | b01001 |   170    |  False  |       4       |   50.0  |
| b01001_027 | b01001 |   170    |   True  |       4       |   50.0  |
| b01001_027 | b01001 |   250    |  False  |      603      |   87.0  |
| b01001_027 | b01001 |   250    |   True  |       90      |   13.0  |
| b01001_027 | b01001 |   251    |  False  |      428      |   89.2  |
| b01001_027 | b01001 |   251    |   True  |       52      |   10.8  |
| b01001_027 | b01001 |   256    |  False  |      418      |   86.9  |
| b01001_027 | b01001 |   256    |   True  |       63      |   13.1  |
| b01001_027 | b01001 |   258    |  False  |      799      |   87.3  |
| b01001_027 | b01001 |   258    |   True  |      116      |   12.7  |
| b01001_027 | b01001 |   310    |  False  |      370      |   46.5  |
| b01001_027 | b01001 |   310    |   True  |      426      |   53.5  |
| b01001_027 | b01001 |   400    |  False  |      2856     |   79.5  |
| b01001_027 | b01001 |   400    |   True  |      736      |   20.5  |
| b01001_027 | b01001 |   500    |  False  |      179      |   48.6  |
| b01001_027 | b01001 |   500    |   True  |      189      |   51.4  |
| b01001_027 | b01001 |   795    |  False  |      1570     |   66.0  |
| b01001_027 | b01001 |   795    |   True  |      808      |   34.0  |
| b01001_027 | b01001 |   860    |  False  |     28769     |   86.9  |
| b01001_027 | b01001 |   860    |   True  |      4351     |   13.1  |
| b01001_028 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_028 | b01001 |   020    |  False  |       2       |   50.0  |
| b01001_028 | b01001 |   020    |   True  |       2       |   50.0  |
| b01001_028 | b01001 |   030    |  False  |       4       |   44.4  |
| b01001_028 | b01001 |   030    |   True  |       5       |   55.6  |
| b01001_028 | b01001 |   040    |  False  |       22      |   42.3  |
| b01001_028 | b01001 |   040    |   True  |       30      |   57.7  |
| b01001_028 | b01001 |   050    |  False  |      2475     |   76.9  |
| b01001_028 | b01001 |   050    |   True  |      745      |   23.1  |
| b01001_028 | b01001 |   060    |  False  |     31947     |   87.4  |
| b01001_028 | b01001 |   060    |   True  |      4597     |   12.6  |
| b01001_028 | b01001 |   140    |  False  |     62006     |   84.2  |
| b01001_028 | b01001 |   140    |   True  |     11636     |   15.8  |
| b01001_028 | b01001 |   150    |  False  |     194893    |   88.6  |
| b01001_028 | b01001 |   150    |   True  |     25081     |   11.4  |
| b01001_028 | b01001 |   160    |  False  |     26216     |   88.8  |
| b01001_028 | b01001 |   160    |   True  |      3294     |   11.2  |
| b01001_028 | b01001 |   170    |  False  |       6       |   75.0  |
| b01001_028 | b01001 |   170    |   True  |       2       |   25.0  |
| b01001_028 | b01001 |   250    |  False  |      619      |   89.3  |
| b01001_028 | b01001 |   250    |   True  |       74      |   10.7  |
| b01001_028 | b01001 |   251    |  False  |      410      |   85.4  |
| b01001_028 | b01001 |   251    |   True  |       70      |   14.6  |
| b01001_028 | b01001 |   256    |  False  |      416      |   86.5  |
| b01001_028 | b01001 |   256    |   True  |       65      |   13.5  |
| b01001_028 | b01001 |   258    |  False  |      784      |   85.7  |
| b01001_028 | b01001 |   258    |   True  |      131      |   14.3  |
| b01001_028 | b01001 |   310    |  False  |      586      |   73.6  |
| b01001_028 | b01001 |   310    |   True  |      210      |   26.4  |
| b01001_028 | b01001 |   400    |  False  |      2965     |   82.5  |
| b01001_028 | b01001 |   400    |   True  |      627      |   17.5  |
| b01001_028 | b01001 |   500    |  False  |      224      |   60.9  |
| b01001_028 | b01001 |   500    |   True  |      144      |   39.1  |
| b01001_028 | b01001 |   795    |  False  |      1800     |   75.7  |
| b01001_028 | b01001 |   795    |   True  |      578      |   24.3  |
| b01001_028 | b01001 |   860    |  False  |     28802     |   87.0  |
| b01001_028 | b01001 |   860    |   True  |      4318     |   13.0  |
| b01001_029 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_029 | b01001 |   020    |   True  |       4       |  100.0  |
| b01001_029 | b01001 |   030    |  False  |       1       |   11.1  |
| b01001_029 | b01001 |   030    |   True  |       8       |   88.9  |
| b01001_029 | b01001 |   040    |  False  |       13      |   25.0  |
| b01001_029 | b01001 |   040    |   True  |       39      |   75.0  |
| b01001_029 | b01001 |   050    |  False  |      2438     |   75.7  |
| b01001_029 | b01001 |   050    |   True  |      782      |   24.3  |
| b01001_029 | b01001 |   060    |  False  |     32052     |   87.7  |
| b01001_029 | b01001 |   060    |   True  |      4492     |   12.3  |
| b01001_029 | b01001 |   140    |  False  |     62213     |   84.5  |
| b01001_029 | b01001 |   140    |   True  |     11429     |   15.5  |
| b01001_029 | b01001 |   150    |  False  |     194875    |   88.6  |
| b01001_029 | b01001 |   150    |   True  |     25099     |   11.4  |
| b01001_029 | b01001 |   160    |  False  |     26159     |   88.6  |
| b01001_029 | b01001 |   160    |   True  |      3351     |   11.4  |
| b01001_029 | b01001 |   170    |  False  |       4       |   50.0  |
| b01001_029 | b01001 |   170    |   True  |       4       |   50.0  |
| b01001_029 | b01001 |   250    |  False  |      616      |   88.9  |
| b01001_029 | b01001 |   250    |   True  |       77      |   11.1  |
| b01001_029 | b01001 |   251    |  False  |      419      |   87.3  |
| b01001_029 | b01001 |   251    |   True  |       61      |   12.7  |
| b01001_029 | b01001 |   256    |  False  |      424      |   88.1  |
| b01001_029 | b01001 |   256    |   True  |       57      |   11.9  |
| b01001_029 | b01001 |   258    |  False  |      796      |   87.0  |
| b01001_029 | b01001 |   258    |   True  |      119      |   13.0  |
| b01001_029 | b01001 |   310    |  False  |      583      |   73.2  |
| b01001_029 | b01001 |   310    |   True  |      213      |   26.8  |
| b01001_029 | b01001 |   400    |  False  |      2950     |   82.1  |
| b01001_029 | b01001 |   400    |   True  |      642      |   17.9  |
| b01001_029 | b01001 |   500    |  False  |      218      |   59.2  |
| b01001_029 | b01001 |   500    |   True  |      150      |   40.8  |
| b01001_029 | b01001 |   795    |  False  |      1800     |   75.7  |
| b01001_029 | b01001 |   795    |   True  |      578      |   24.3  |
| b01001_029 | b01001 |   860    |  False  |     28784     |   86.9  |
| b01001_029 | b01001 |   860    |   True  |      4336     |   13.1  |
| b01001_030 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_030 | b01001 |   020    |   True  |       4       |  100.0  |
| b01001_030 | b01001 |   030    |  False  |       2       |   22.2  |
| b01001_030 | b01001 |   030    |   True  |       7       |   77.8  |
| b01001_030 | b01001 |   040    |  False  |       12      |   23.1  |
| b01001_030 | b01001 |   040    |   True  |       40      |   76.9  |
| b01001_030 | b01001 |   050    |  False  |      1756     |   54.5  |
| b01001_030 | b01001 |   050    |   True  |      1463     |   45.4  |
| b01001_030 | b01001 |   050    |   nan   |       1       |   0.0   |
| b01001_030 | b01001 |   060    |  False  |     32305     |   88.4  |
| b01001_030 | b01001 |   060    |   True  |      4239     |   11.6  |
| b01001_030 | b01001 |   140    |  False  |     62868     |   85.4  |
| b01001_030 | b01001 |   140    |   True  |     10773     |   14.6  |
| b01001_030 | b01001 |   140    |   nan   |       1       |   0.0   |
| b01001_030 | b01001 |   150    |  False  |     200488    |   91.1  |
| b01001_030 | b01001 |   150    |   True  |     19486     |   8.9   |
| b01001_030 | b01001 |   160    |  False  |     26690     |   90.4  |
| b01001_030 | b01001 |   160    |   True  |      2820     |   9.6   |
| b01001_030 | b01001 |   170    |  False  |       5       |   62.5  |
| b01001_030 | b01001 |   170    |   True  |       3       |   37.5  |
| b01001_030 | b01001 |   250    |  False  |      619      |   89.3  |
| b01001_030 | b01001 |   250    |   True  |       74      |   10.7  |
| b01001_030 | b01001 |   251    |  False  |      434      |   90.4  |
| b01001_030 | b01001 |   251    |   True  |       46      |   9.6   |
| b01001_030 | b01001 |   256    |  False  |      414      |   86.1  |
| b01001_030 | b01001 |   256    |   True  |       67      |   13.9  |
| b01001_030 | b01001 |   258    |  False  |      803      |   87.8  |
| b01001_030 | b01001 |   258    |   True  |      112      |   12.2  |
| b01001_030 | b01001 |   310    |  False  |      373      |   46.9  |
| b01001_030 | b01001 |   310    |   True  |      423      |   53.1  |
| b01001_030 | b01001 |   400    |  False  |      2944     |   82.0  |
| b01001_030 | b01001 |   400    |   True  |      648      |   18.0  |
| b01001_030 | b01001 |   500    |  False  |      181      |   49.2  |
| b01001_030 | b01001 |   500    |   True  |      187      |   50.8  |
| b01001_030 | b01001 |   795    |  False  |      1600     |   67.3  |
| b01001_030 | b01001 |   795    |   True  |      778      |   32.7  |
| b01001_030 | b01001 |   860    |  False  |     28997     |   87.6  |
| b01001_030 | b01001 |   860    |   True  |      4123     |   12.4  |
| b01001_031 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_031 | b01001 |   020    |   True  |       4       |  100.0  |
| b01001_031 | b01001 |   030    |  False  |       1       |   11.1  |
| b01001_031 | b01001 |   030    |   True  |       8       |   88.9  |
| b01001_031 | b01001 |   040    |  False  |       13      |   25.0  |
| b01001_031 | b01001 |   040    |   True  |       39      |   75.0  |
| b01001_031 | b01001 |   050    |  False  |      2042     |   63.4  |
| b01001_031 | b01001 |   050    |   True  |      1178     |   36.6  |
| b01001_031 | b01001 |   060    |  False  |     33335     |   91.2  |
| b01001_031 | b01001 |   060    |   True  |      3209     |   8.8   |
| b01001_031 | b01001 |   140    |  False  |     64601     |   87.7  |
| b01001_031 | b01001 |   140    |   True  |      9041     |   12.3  |
| b01001_031 | b01001 |   150    |  False  |     208844    |   94.9  |
| b01001_031 | b01001 |   150    |   True  |     11130     |   5.1   |
| b01001_031 | b01001 |   160    |  False  |     27382     |   92.8  |
| b01001_031 | b01001 |   160    |   True  |      2128     |   7.2   |
| b01001_031 | b01001 |   170    |  False  |       6       |   75.0  |
| b01001_031 | b01001 |   170    |   True  |       2       |   25.0  |
| b01001_031 | b01001 |   250    |  False  |      651      |   93.9  |
| b01001_031 | b01001 |   250    |   True  |       42      |   6.1   |
| b01001_031 | b01001 |   251    |  False  |      454      |   94.6  |
| b01001_031 | b01001 |   251    |   True  |       26      |   5.4   |
| b01001_031 | b01001 |   256    |  False  |      438      |   91.1  |
| b01001_031 | b01001 |   256    |   True  |       43      |   8.9   |
| b01001_031 | b01001 |   258    |  False  |      848      |   92.7  |
| b01001_031 | b01001 |   258    |   True  |       67      |   7.3   |
| b01001_031 | b01001 |   310    |  False  |      442      |   55.5  |
| b01001_031 | b01001 |   310    |   True  |      354      |   44.5  |
| b01001_031 | b01001 |   400    |  False  |      2950     |   82.1  |
| b01001_031 | b01001 |   400    |   True  |      642      |   17.9  |
| b01001_031 | b01001 |   500    |  False  |      198      |   53.8  |
| b01001_031 | b01001 |   500    |   True  |      170      |   46.2  |
| b01001_031 | b01001 |   795    |  False  |      1732     |   72.8  |
| b01001_031 | b01001 |   795    |   True  |      646      |   27.2  |
| b01001_031 | b01001 |   860    |  False  |     29793     |   90.0  |
| b01001_031 | b01001 |   860    |   True  |      3327     |   10.0  |
| b01001_032 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_032 | b01001 |   020    |   True  |       4       |  100.0  |
| b01001_032 | b01001 |   030    |  False  |       1       |   11.1  |
| b01001_032 | b01001 |   030    |   True  |       8       |   88.9  |
| b01001_032 | b01001 |   040    |  False  |       27      |   51.9  |
| b01001_032 | b01001 |   040    |   True  |       25      |   48.1  |
| b01001_032 | b01001 |   050    |  False  |      2631     |   81.7  |
| b01001_032 | b01001 |   050    |   True  |      589      |   18.3  |
| b01001_032 | b01001 |   060    |  False  |     34647     |   94.8  |
| b01001_032 | b01001 |   060    |   True  |      1897     |   5.2   |
| b01001_032 | b01001 |   140    |  False  |     67981     |   92.3  |
| b01001_032 | b01001 |   140    |   True  |      5661     |   7.7   |
| b01001_032 | b01001 |   150    |  False  |     215769    |   98.1  |
| b01001_032 | b01001 |   150    |   True  |      4205     |   1.9   |
| b01001_032 | b01001 |   160    |  False  |     28152     |   95.4  |
| b01001_032 | b01001 |   160    |   True  |      1358     |   4.6   |
| b01001_032 | b01001 |   170    |  False  |       6       |   75.0  |
| b01001_032 | b01001 |   170    |   True  |       2       |   25.0  |
| b01001_032 | b01001 |   250    |  False  |      656      |   94.7  |
| b01001_032 | b01001 |   250    |   True  |       37      |   5.3   |
| b01001_032 | b01001 |   251    |  False  |      467      |   97.3  |
| b01001_032 | b01001 |   251    |   True  |       13      |   2.7   |
| b01001_032 | b01001 |   256    |  False  |      453      |   94.2  |
| b01001_032 | b01001 |   256    |   True  |       28      |   5.8   |
| b01001_032 | b01001 |   258    |  False  |      876      |   95.7  |
| b01001_032 | b01001 |   258    |   True  |       39      |   4.3   |
| b01001_032 | b01001 |   310    |  False  |      622      |   78.1  |
| b01001_032 | b01001 |   310    |   True  |      174      |   21.9  |
| b01001_032 | b01001 |   400    |  False  |      3108     |   86.5  |
| b01001_032 | b01001 |   400    |   True  |      484      |   13.5  |
| b01001_032 | b01001 |   500    |  False  |      265      |   72.0  |
| b01001_032 | b01001 |   500    |   True  |      103      |   28.0  |
| b01001_032 | b01001 |   795    |  False  |      1949     |   82.0  |
| b01001_032 | b01001 |   795    |   True  |      429      |   18.0  |
| b01001_032 | b01001 |   860    |  False  |     30702     |   92.7  |
| b01001_032 | b01001 |   860    |   True  |      2418     |   7.3   |
| b01001_033 | b01001 |   010    |   True  |       1       |  100.0  |
| b01001_033 | b01001 |   020    |   True  |       4       |  100.0  |
| b01001_033 | b01001 |   030    |  False  |       2       |   22.2  |
| b01001_033 | b01001 |   030    |   True  |       7       |   77.8  |
| b01001_033 | b01001 |   040    |  False  |       27      |   51.9  |
| b01001_033 | b01001 |   040    |   True  |       25      |   48.1  |
| b01001_033 | b01001 |   050    |  False  |      2641     |   82.0  |
| b01001_033 | b01001 |   050    |   True  |      579      |   18.0  |
| b01001_033 | b01001 |   060    |  False  |     34719     |   95.0  |
| b01001_033 | b01001 |   060    |   True  |      1825     |   5.0   |
| b01001_033 | b01001 |   140    |  False  |     67911     |   92.2  |
| b01001_033 | b01001 |   140    |   True  |      5731     |   7.8   |
| b01001_033 | b01001 |   150    |  False  |     215690    |   98.1  |
| b01001_033 | b01001 |   150    |   True  |      4284     |   1.9   |
| b01001_033 | b01001 |   160    |  False  |     28221     |   95.6  |
| b01001_033 | b01001 |   160    |   True  |      1289     |   4.4   |
| b01001_033 | b01001 |   170    |  False  |       7       |   87.5  |
| b01001_033 | b01001 |   170    |   True  |       1       |   12.5  |
| b01001_033 | b01001 |   250    |  False  |      654      |   94.4  |
| b01001_033 | b01001 |   250    |   True  |       39      |   5.6   |
| b01001_033 | b01001 |   251    |  False  |      456      |   95.0  |
| b01001_033 | b01001 |   251    |   True  |       24      |   5.0   |
| b01001_033 | b01001 |   256    |  False  |      444      |   92.3  |
| b01001_033 | b01001 |   256    |   True  |       37      |   7.7   |
| b01001_033 | b01001 |   258    |  False  |      872      |   95.3  |
| b01001_033 | b01001 |   258    |   True  |       43      |   4.7   |
| b01001_033 | b01001 |   310    |  False  |      639      |   80.3  |
| b01001_033 | b01001 |   310    |   True  |      157      |   19.7  |
| b01001_033 | b01001 |   400    |  False  |      3144     |   87.5  |
| b01001_033 | b01001 |   400    |   True  |      448      |   12.5  |
| b01001_033 | b01001 |   500    |  False  |      273      |   74.2  |
| b01001_033 | b01001 |   500    |   True  |       95      |   25.8  |
| b01001_033 | b01001 |   795    |  False  |      1963     |   82.5  |
| b01001_033 | b01001 |   795    |   True  |      415      |   17.5  |
| b01001_033 | b01001 |   860    |  False  |     30793     |   93.0  |
| b01001_033 | b01001 |   860    |   True  |      2327     |   7.0   |
| b01001_034 | b01001 |   010    |  False  |       1       |  100.0  |
| b01001_034 | b01001 |   020    |  False  |       2       |   50.0  |
| b01001_034 | b01001 |   020    |   True  |       2       |   50.0  |
| b01001_034 | b01001 |   030    |  False  |       2       |   22.2  |
| b01001_034 | b01001 |   030    |   True  |       7       |   77.8  |
| b01001_034 | b01001 |   040    |  False  |       20      |   38.5  |
| b01001_034 | b01001 |   040    |   True  |       32      |   61.5  |
| b01001_034 | b01001 |   050    |  False  |      2400     |   74.5  |
| b01001_034 | b01001 |   050    |   True  |      820      |   25.5  |
| b01001_034 | b01001 |   060    |  False  |     32953     |   90.2  |
| b01001_034 | b01001 |   060    |   True  |      3591     |   9.8   |
| b01001_034 | b01001 |   140    |  False  |     63290     |   85.9  |
| b01001_034 | b01001 |   140    |   True  |     10352     |   14.1  |
| b01001_034 | b01001 |   150    |  False  |     202616    |   92.1  |
| b01001_034 | b01001 |   150    |   True  |     17358     |   7.9   |
| b01001_034 | b01001 |   160    |  False  |     26965     |   91.4  |
| b01001_034 | b01001 |   160    |   True  |      2545     |   8.6   |
| b01001_034 | b01001 |   170    |  False  |       5       |   62.5  |
| b01001_034 | b01001 |   170    |   True  |       3       |   37.5  |
| b01001_034 | b01001 |   250    |  False  |      628      |   90.6  |
| b01001_034 | b01001 |   250    |   True  |       65      |   9.4   |
| b01001_034 | b01001 |   251    |  False  |      445      |   92.7  |
| b01001_034 | b01001 |   251    |   True  |       35      |   7.3   |
| b01001_034 | b01001 |   256    |  False  |      423      |   87.9  |
| b01001_034 | b01001 |   256    |   True  |       58      |   12.1  |
| b01001_034 | b01001 |   258    |  False  |      824      |   90.1  |
| b01001_034 | b01001 |   258    |   True  |       91      |   9.9   |
| b01001_034 | b01001 |   310    |  False  |      590      |   74.1  |
| b01001_034 | b01001 |   310    |   True  |      206      |   25.9  |
| b01001_034 | b01001 |   400    |  False  |      2967     |   82.6  |
| b01001_034 | b01001 |   400    |   True  |      625      |   17.4  |
| b01001_034 | b01001 |   500    |  False  |      232      |   63.0  |
| b01001_034 | b01001 |   500    |   True  |      136      |   37.0  |
| b01001_034 | b01001 |   795    |  False  |      1780     |   74.9  |
| b01001_034 | b01001 |   795    |   True  |      598      |   25.1  |
| b01001_034 | b01001 |   860    |  False  |     29514     |   89.1  |
| b01001_034 | b01001 |   860    |   True  |      3606     |   10.9  |
| b01001_035 | b01001 |   010    |   True  |       1       |  100.0  |
