"table"	"variable"	"sumlevel"	"sig_dif"	"sig_dif_count"
"b08006"	"b08006_013"	"500"	True	53
"b08006"	"b08006_013"	"795"	False	2322
"b08006"	"b08006_013"	"795"	True	56
"b08006"	"b08006_013"	"860"	False	33048
"b08006"	"b08006_013"	"860"	True	72
"b08006"	"b08006_014"	"010"	False	1
"b08006"	"b08006_014"	"020"	False	1
"b08006"	"b08006_014"	"020"	True	3
"b08006"	"b08006_014"	"030"	False	2
"b08006"	"b08006_014"	"030"	True	7
"b08006"	"b08006_014"	"040"	False	30
"b08006"	"b08006_014"	"040"	True	22
"b08006"	"b08006_014"	"050"	False	2924
"b08006"	"b08006_014"	"050"	True	296
"b08006"	"b08006_014"	"060"	False	36039
"b08006"	"b08006_014"	"060"	True	505
"b08006"	"b08006_014"	"140"	False	72022
"b08006"	"b08006_014"	"140"	True	1620
"b08006"	"b08006_014"	"160"	False	28998
"b08006"	"b08006_014"	"160"	True	512
"b08006"	"b08006_014"	"170"	False	7
"b08006"	"b08006_014"	"170"	True	1
"b08006"	"b08006_014"	"250"	False	684
"b08006"	"b08006_014"	"250"	True	9
"b08006"	"b08006_014"	"251"	False	475
"b08006"	"b08006_014"	"251"	True	5
"b08006"	"b08006_014"	"256"	False	476
"b08006"	"b08006_014"	"256"	True	5
"b08006"	"b08006_014"	"310"	False	665
"b08006"	"b08006_014"	"310"	True	131
"b08006"	"b08006_014"	"400"	False	3368
"b08006"	"b08006_014"	"400"	True	224
"b08006"	"b08006_014"	"500"	False	270
"b08006"	"b08006_014"	"500"	True	98
"b08006"	"b08006_014"	"795"	False	1981
"b08006"	"b08006_014"	"795"	True	397
"b08006"	"b08006_014"	"860"	False	32173
"b08006"	"b08006_014"	"860"	True	947
"b08006"	"b08006_015"	"010"	True	1
"b08006"	"b08006_015"	"020"	False	2
"b08006"	"b08006_015"	"020"	True	2
"b08006"	"b08006_015"	"030"	False	3
"b08006"	"b08006_015"	"030"	True	6
"b08006"	"b08006_015"	"040"	False	28
"b08006"	"b08006_015"	"040"	True	24
"b08006"	"b08006_015"	"050"	False	2577
"b08006"	"b08006_015"	"050"	True	643
"b08006"	"b08006_015"	"060"	False	33729
"b08006"	"b08006_015"	"060"	True	2815
"b08006"	"b08006_015"	"140"	False	66468
"b08006"	"b08006_015"	"140"	True	7174
"b08006"	"b08006_015"	"160"	False	27417
"b08006"	"b08006_015"	"160"	True	2093
"b08006"	"b08006_015"	"170"	False	7
"b08006"	"b08006_015"	"170"	True	1
"b08006"	"b08006_015"	"250"	False	620
"b08006"	"b08006_015"	"250"	True	73
"b08006"	"b08006_015"	"251"	False	449
"b08006"	"b08006_015"	"251"	True	31
"b08006"	"b08006_015"	"256"	False	439
"b08006"	"b08006_015"	"256"	True	42
"b08006"	"b08006_015"	"310"	False	605
"b08006"	"b08006_015"	"310"	True	191
"b08006"	"b08006_015"	"400"	False	3024
"b08006"	"b08006_015"	"400"	True	568
"b08006"	"b08006_015"	"500"	False	247
"b08006"	"b08006_015"	"500"	True	121
"b08006"	"b08006_015"	"795"	False	1853
"b08006"	"b08006_015"	"795"	True	525
"b08006"	"b08006_015"	"860"	False	29853
"b08006"	"b08006_015"	"860"	True	3267
"b08006"	"b08006_016"	"010"	True	1
"b08006"	"b08006_016"	"020"	True	4
"b08006"	"b08006_016"	"030"	False	1
"b08006"	"b08006_016"	"030"	True	8
"b08006"	"b08006_016"	"040"	False	20
"b08006"	"b08006_016"	"040"	True	32
"b08006"	"b08006_016"	"050"	False	2486
"b08006"	"b08006_016"	"050"	True	734
"b08006"	"b08006_016"	"060"	False	34461
"b08006"	"b08006_016"	"060"	True	2083
"b08006"	"b08006_016"	"140"	False	67626
"b08006"	"b08006_016"	"140"	True	6016
"b08006"	"b08006_016"	"160"	False	27957
"b08006"	"b08006_016"	"160"	True	1553
"b08006"	"b08006_016"	"170"	False	4
"b08006"	"b08006_016"	"170"	True	4
"b08006"	"b08006_016"	"250"	False	607
"b08006"	"b08006_016"	"250"	True	86
"b08006"	"b08006_016"	"251"	False	459
"b08006"	"b08006_016"	"251"	True	21
"b08006"	"b08006_016"	"256"	False	436
"b08006"	"b08006_016"	"256"	True	45
"b08006"	"b08006_016"	"310"	False	568
"b08006"	"b08006_016"	"310"	True	228
"b08006"	"b08006_016"	"400"	False	3072
"b08006"	"b08006_016"	"400"	True	520
"b08006"	"b08006_016"	"500"	False	199
"b08006"	"b08006_016"	"500"	True	169
"b08006"	"b08006_016"	"795"	False	1575
"b08006"	"b08006_016"	"795"	True	803
"b08006"	"b08006_016"	"860"	False	30165
"b08006"	"b08006_016"	"860"	True	2955
"b08006"	"b08006_017"	"010"	True	1
"b08006"	"b08006_017"	"020"	True	4
"b08006"	"b08006_017"	"030"	True	9
"b08006"	"b08006_017"	"040"	False	4
"b08006"	"b08006_017"	"040"	True	48
"b08006"	"b08006_017"	"050"	False	2095
"b08006"	"b08006_017"	"050"	True	1125
"b08006"	"b08006_017"	"060"	False	31342
"b08006"	"b08006_017"	"060"	True	5202
"b08006"	"b08006_017"	"140"	False	61118
"b08006"	"b08006_017"	"140"	True	12524
"b08006"	"b08006_017"	"160"	False	25998
"b08006"	"b08006_017"	"160"	True	3512
"b08006"	"b08006_017"	"170"	False	3
"b08006"	"b08006_017"	"170"	True	5
"b08006"	"b08006_017"	"250"	False	623
"b08006"	"b08006_017"	"250"	True	70
"b08006"	"b08006_017"	"251"	False	432
"b08006"	"b08006_017"	"251"	True	48
"b08006"	"b08006_017"	"256"	False	432
"b08006"	"b08006_017"	"256"	True	49
"b08006"	"b08006_017"	"310"	False	455
"b08006"	"b08006_017"	"310"	True	341
"b08006"	"b08006_017"	"400"	False	2740
"b08006"	"b08006_017"	"400"	True	852
"b08006"	"b08006_017"	"500"	False	43
"b08006"	"b08006_017"	"500"	True	325
"b08006"	"b08006_017"	"795"	False	961
"b08006"	"b08006_017"	"795"	True	1417
"b08006"	"b08006_017"	"860"	False	27409
"b08006"	"b08006_017"	"860"	True	5711
"b09001"	"b09001_001"	"010"	True	1
"b09001"	"b09001_001"	"020"	True	4
"b09001"	"b09001_001"	"030"	True	9
"b09001"	"b09001_001"	"040"	False	1
"b09001"	"b09001_001"	"040"	True	51
"b09001"	"b09001_001"	"050"	False	596
"b09001"	"b09001_001"	"050"	True	2624
"b09001"	"b09001_001"	"060"	False	29821
"b09001"	"b09001_001"	"060"	True	6723
"b09001"	"b09001_001"	"140"	False	59162
"b09001"	"b09001_001"	"140"	True	14480
"b09001"	"b09001_001"	"150"	""	219974
"b09001"	"b09001_001"	"160"	False	24603
"b09001"	"b09001_001"	"160"	True	4907
"b09001"	"b09001_001"	"170"	False	2
"b09001"	"b09001_001"	"170"	True	6
"b09001"	"b09001_001"	"250"	False	571
"b09001"	"b09001_001"	"250"	True	122
"b09001"	"b09001_001"	"251"	False	395
"b09001"	"b09001_001"	"251"	True	85
"b09001"	"b09001_001"	"256"	False	409
"b09001"	"b09001_001"	"256"	True	72
"b09001"	"b09001_001"	"258"	""	915
"b09001"	"b09001_001"	"310"	False	65
"b09001"	"b09001_001"	"310"	True	731
"b09001"	"b09001_001"	"400"	False	2635
"b09001"	"b09001_001"	"400"	True	957
"b09001"	"b09001_001"	"500"	False	69
"b09001"	"b09001_001"	"500"	True	299
"b09001"	"b09001_001"	"795"	False	899
"b09001"	"b09001_001"	"795"	True	1479
"b09001"	"b09001_001"	"860"	False	26733
"b09001"	"b09001_001"	"860"	True	6387
"b09020"	"b09020_001"	"010"	True	1
"b09020"	"b09020_001"	"020"	True	4
"b09020"	"b09020_001"	"030"	True	9
"b09020"	"b09020_001"	"040"	True	52
"b09020"	"b09020_001"	"050"	False	345
"b09020"	"b09020_001"	"050"	True	2875
"b09020"	"b09020_001"	"060"	False	27056
"b09020"	"b09020_001"	"060"	True	9488
"b09020"	"b09020_001"	"140"	False	50569
"b09020"	"b09020_001"	"140"	True	23073
"b09020"	"b09020_001"	"150"	False	182305
"b09020"	"b09020_001"	"150"	True	37669
"b09020"	"b09020_001"	"160"	False	23223
"b09020"	"b09020_001"	"160"	True	6287
"b09020"	"b09020_001"	"170"	False	1
"b09020"	"b09020_001"	"170"	True	7
"b09020"	"b09020_001"	"250"	False	546
"b09020"	"b09020_001"	"250"	True	147
"b09020"	"b09020_001"	"251"	False	382
"b09020"	"b09020_001"	"251"	True	98
"b09020"	"b09020_001"	"256"	False	370
"b09020"	"b09020_001"	"256"	True	111
"b09020"	"b09020_001"	"258"	False	741
"b09020"	"b09020_001"	"258"	True	174
"b09020"	"b09020_001"	"310"	False	7
"b09020"	"b09020_001"	"310"	True	789
"b09020"	"b09020_001"	"400"	False	2231
"b09020"	"b09020_001"	"400"	True	1361
"b09020"	"b09020_001"	"500"	True	368
"b09020"	"b09020_001"	"795"	False	78
"b09020"	"b09020_001"	"795"	True	2300
"b09020"	"b09020_001"	"860"	False	22323
"b09020"	"b09020_001"	"860"	True	10797
"b11001"	"b11001_001"	"010"	True	1
"b11001"	"b11001_001"	"020"	True	4
"b11001"	"b11001_001"	"030"	True	9
"b11001"	"b11001_001"	"040"	False	2
"b11001"	"b11001_001"	"040"	True	50
"b11001"	"b11001_001"	"050"	False	1877
"b11001"	"b11001_001"	"050"	True	1343
"b11001"	"b11001_001"	"060"	False	29586
"b11001"	"b11001_001"	"060"	True	6958
"b11001"	"b11001_001"	"140"	False	55276
"b11001"	"b11001_001"	"140"	True	18366
"b11001"	"b11001_001"	"150"	False	183551
"b11001"	"b11001_001"	"150"	True	36423
"b11001"	"b11001_001"	"160"	False	24017
"b11001"	"b11001_001"	"160"	True	5493
"b11001"	"b11001_001"	"170"	False	3
"b11001"	"b11001_001"	"170"	True	5
"b11001"	"b11001_001"	"250"	False	579
"b11001"	"b11001_001"	"250"	True	114
"b11001"	"b11001_001"	"251"	False	400
"b11001"	"b11001_001"	"251"	True	80
"b11001"	"b11001_001"	"256"	False	388
"b11001"	"b11001_001"	"256"	True	93
"b11001"	"b11001_001"	"258"	False	754
"b11001"	"b11001_001"	"258"	True	161
"b11001"	"b11001_001"	"310"	False	354
"b11001"	"b11001_001"	"310"	True	442
"b11001"	"b11001_001"	"400"	False	2627
"b11001"	"b11001_001"	"400"	True	965
"b11001"	"b11001_001"	"500"	False	55
"b11001"	"b11001_001"	"500"	True	313
"b11001"	"b11001_001"	"795"	False	794
"b11001"	"b11001_001"	"795"	True	1584
"b11001"	"b11001_001"	"860"	False	25309
"b11001"	"b11001_001"	"860"	True	7811
"b11001"	"b11001_002"	"010"	True	1
"b11001"	"b11001_002"	"020"	True	4
"b11001"	"b11001_002"	"030"	False	2
"b11001"	"b11001_002"	"030"	True	7
"b11001"	"b11001_002"	"040"	False	11
"b11001"	"b11001_002"	"040"	True	41
"b11001"	"b11001_002"	"050"	False	2112
"b11001"	"b11001_002"	"050"	True	1108
"b11001"	"b11001_002"	"060"	False	30233
"b11001"	"b11001_002"	"060"	True	6311
"b11001"	"b11001_002"	"140"	False	59398
"b11001"	"b11001_002"	"140"	True	14244
"b11001"	"b11001_002"	"150"	False	186764
"b11001"	"b11001_002"	"150"	True	33210
"b11001"	"b11001_002"	"160"	False	24517
"b11001"	"b11001_002"	"160"	True	4993
"b11001"	"b11001_002"	"170"	False	3
"b11001"	"b11001_002"	"170"	True	5
"b11001"	"b11001_002"	"250"	False	597
"b11001"	"b11001_002"	"250"	True	96
"b11001"	"b11001_002"	"251"	False	398
"b11001"	"b11001_002"	"251"	True	82
"b11001"	"b11001_002"	"256"	False	397
"b11001"	"b11001_002"	"256"	True	84
"b11001"	"b11001_002"	"258"	False	770
"b11001"	"b11001_002"	"258"	True	145
"b11001"	"b11001_002"	"310"	False	462
"b11001"	"b11001_002"	"310"	True	334
"b11001"	"b11001_002"	"400"	False	2731
"b11001"	"b11001_002"	"400"	True	861
"b11001"	"b11001_002"	"500"	False	99
"b11001"	"b11001_002"	"500"	True	269
"b11001"	"b11001_002"	"795"	False	1052
"b11001"	"b11001_002"	"795"	True	1326
"b11001"	"b11001_002"	"860"	False	26445
"b11001"	"b11001_002"	"860"	True	6675
"b11001"	"b11001_003"	"010"	True	1
"b11001"	"b11001_003"	"020"	False	1
"b11001"	"b11001_003"	"020"	True	3
"b11001"	"b11001_003"	"030"	False	1
"b11001"	"b11001_003"	"030"	True	8
"b11001"	"b11001_003"	"040"	False	18
"b11001"	"b11001_003"	"040"	True	34
"b11001"	"b11001_003"	"050"	False	2225
"b11001"	"b11001_003"	"050"	True	995
"b11001"	"b11001_003"	"060"	False	30639
"b11001"	"b11001_003"	"060"	True	5905
"b11001"	"b11001_003"	"140"	False	60558
"b11001"	"b11001_003"	"140"	True	13084
"b11001"	"b11001_003"	"150"	False	188044
"b11001"	"b11001_003"	"150"	True	31930
"b11001"	"b11001_003"	"160"	False	25010
"b11001"	"b11001_003"	"160"	True	4500
"b11001"	"b11001_003"	"170"	False	5
"b11001"	"b11001_003"	"170"	True	3
"b11001"	"b11001_003"	"250"	False	602
"b11001"	"b11001_003"	"250"	True	91
"b11001"	"b11001_003"	"251"	False	417
"b11001"	"b11001_003"	"251"	True	63
"b11001"	"b11001_003"	"256"	False	407
"b11001"	"b11001_003"	"256"	True	74
"b11001"	"b11001_003"	"258"	False	796
"b11001"	"b11001_003"	"258"	True	119
"b11001"	"b11001_003"	"310"	False	515
"b11001"	"b11001_003"	"310"	True	281
"b11001"	"b11001_003"	"400"	False	2859
"b11001"	"b11001_003"	"400"	True	733
"b11001"	"b11001_003"	"500"	False	106
"b11001"	"b11001_003"	"500"	True	262
"b11001"	"b11001_003"	"795"	False	1218
"b11001"	"b11001_003"	"795"	True	1160
"b11001"	"b11001_003"	"860"	False	26949
"b11001"	"b11001_003"	"860"	True	6171
"b11001"	"b11001_004"	"010"	True	1
"b11001"	"b11001_004"	"020"	False	1
"b11001"	"b11001_004"	"020"	True	3
"b11001"	"b11001_004"	"030"	False	3
"b11001"	"b11001_004"	"030"	True	6
"b11001"	"b11001_004"	"040"	False	27
"b11001"	"b11001_004"	"040"	True	25
"b11001"	"b11001_004"	"050"	False	2600
"b11001"	"b11001_004"	"050"	True	620
"b11001"	"b11001_004"	"060"	False	32249
"b11001"	"b11001_004"	"060"	True	4295
"b11001"	"b11001_004"	"140"	False	62773
"b11001"	"b11001_004"	"140"	True	10869
"b11001"	"b11001_004"	"150"	False	190491
"b11001"	"b11001_004"	"150"	True	29483
"b11001"	"b11001_004"	"160"	False	26080
"b11001"	"b11001_004"	"160"	True	3430
"b11001"	"b11001_004"	"170"	False	5
"b11001"	"b11001_004"	"170"	True	3
"b11001"	"b11001_004"	"250"	False	630
"b11001"	"b11001_004"	"250"	True	63
"b11001"	"b11001_004"	"251"	False	404
"b11001"	"b11001_004"	"251"	True	76
"b11001"	"b11001_004"	"256"	False	426
"b11001"	"b11001_004"	"256"	True	55
"b11001"	"b11001_004"	"258"	False	765
"b11001"	"b11001_004"	"258"	True	150
"b11001"	"b11001_004"	"310"	False	610
"b11001"	"b11001_004"	"310"	True	186
"b11001"	"b11001_004"	"400"	False	3006
"b11001"	"b11001_004"	"400"	True	586
"b11001"	"b11001_004"	"500"	False	237
"b11001"	"b11001_004"	"500"	True	131
"b11001"	"b11001_004"	"795"	False	1755
"b11001"	"b11001_004"	"795"	True	623
"b11001"	"b11001_004"	"860"	False	28697
"b11001"	"b11001_004"	"860"	True	4423
"b11001"	"b11001_005"	"010"	True	1
"b11001"	"b11001_005"	"020"	True	4
"b11001"	"b11001_005"	"030"	True	9
"b11001"	"b11001_005"	"040"	False	22
"b11001"	"b11001_005"	"040"	True	30
"b11001"	"b11001_005"	"050"	False	2611
"b11001"	"b11001_005"	"050"	True	609
"b11001"	"b11001_005"	"060"	False	33112
"b11001"	"b11001_005"	"060"	True	3432
"b11001"	"b11001_005"	"140"	False	63617
"b11001"	"b11001_005"	"140"	True	10025
"b11001"	"b11001_005"	"150"	False	202702
"b11001"	"b11001_005"	"150"	True	17272
"b11001"	"b11001_005"	"160"	False	26963
"b11001"	"b11001_005"	"160"	True	2547
"b11001"	"b11001_005"	"170"	False	8
"b11001"	"b11001_005"	"250"	False	626
"b11001"	"b11001_005"	"250"	True	67
"b11001"	"b11001_005"	"251"	False	436
"b11001"	"b11001_005"	"251"	True	44
"b11001"	"b11001_005"	"256"	False	437
"b11001"	"b11001_005"	"256"	True	44
"b11001"	"b11001_005"	"258"	False	816
"b11001"	"b11001_005"	"258"	True	99
"b11001"	"b11001_005"	"310"	False	612
"b11001"	"b11001_005"	"310"	True	184
"b11001"	"b11001_005"	"400"	False	3044
"b11001"	"b11001_005"	"400"	True	548
"b11001"	"b11001_005"	"500"	False	234
"b11001"	"b11001_005"	"500"	True	134
"b11001"	"b11001_005"	"795"	False	1846
"b11001"	"b11001_005"	"795"	True	532
"b11001"	"b11001_005"	"860"	False	29568
"b11001"	"b11001_005"	"860"	True	3552
"b11001"	"b11001_006"	"010"	True	1
"b11001"	"b11001_006"	"020"	False	2
"b11001"	"b11001_006"	"020"	True	2
"b11001"	"b11001_006"	"030"	True	9
"b11001"	"b11001_006"	"040"	False	20
"b11001"	"b11001_006"	"040"	True	32
"b11001"	"b11001_006"	"050"	False	2622
"b11001"	"b11001_006"	"050"	True	598
"b11001"	"b11001_006"	"060"	False	32670
"b11001"	"b11001_006"	"060"	True	3874
"b11001"	"b11001_006"	"140"	False	62990
"b11001"	"b11001_006"	"140"	True	10652
"b11001"	"b11001_006"	"150"	False	192373
"b11001"	"b11001_006"	"150"	True	27601
"b11001"	"b11001_006"	"160"	False	26450
"b11001"	"b11001_006"	"160"	True	3060
"b11001"	"b11001_006"	"170"	False	5
"b11001"	"b11001_006"	"170"	True	3
"b11001"	"b11001_006"	"250"	False	626
"b11001"	"b11001_006"	"250"	True	67
"b11001"	"b11001_006"	"251"	False	416
"b11001"	"b11001_006"	"251"	True	64
"b11001"	"b11001_006"	"256"	False	424
"b11001"	"b11001_006"	"256"	True	57
"b11001"	"b11001_006"	"258"	False	787
"b11001"	"b11001_006"	"258"	True	128
"b11001"	"b11001_006"	"310"	False	630
"b11001"	"b11001_006"	"310"	True	166
"b11001"	"b11001_006"	"400"	False	3035
"b11001"	"b11001_006"	"400"	True	557
"b11001"	"b11001_006"	"500"	False	249
"b11001"	"b11001_006"	"500"	True	119
"b11001"	"b11001_006"	"795"	False	1816
"b11001"	"b11001_006"	"795"	True	562
"b11001"	"b11001_006"	"860"	False	29099
"b11001"	"b11001_006"	"860"	True	4021
"b11001"	"b11001_007"	"010"	True	1
"b11001"	"b11001_007"	"020"	True	4
"b11001"	"b11001_007"	"030"	True	9
"b11001"	"b11001_007"	"040"	False	3
"b11001"	"b11001_007"	"040"	True	49
"b11001"	"b11001_007"	"050"	False	2205
"b11001"	"b11001_007"	"050"	True	1015
"b11001"	"b11001_007"	"060"	False	31277
"b11001"	"b11001_007"	"060"	True	5267
"b11001"	"b11001_007"	"140"	False	61272
"b11001"	"b11001_007"	"140"	True	12370
"b11001"	"b11001_007"	"150"	False	188717
"b11001"	"b11001_007"	"150"	True	31257
"b11001"	"b11001_007"	"160"	False	25664
"b11001"	"b11001_007"	"160"	True	3846
"b11001"	"b11001_007"	"170"	False	4
"b11001"	"b11001_007"	"170"	True	4
"b11001"	"b11001_007"	"250"	False	613
"b11001"	"b11001_007"	"250"	True	80
"b11001"	"b11001_007"	"251"	False	412
"b11001"	"b11001_007"	"251"	True	68
"b11001"	"b11001_007"	"256"	False	402
"b11001"	"b11001_007"	"256"	True	79
"b11001"	"b11001_007"	"258"	False	761
"b11001"	"b11001_007"	"258"	True	154
"b11001"	"b11001_007"	"310"	False	439
"b11001"	"b11001_007"	"310"	True	357
"b11001"	"b11001_007"	"400"	False	2806
"b11001"	"b11001_007"	"400"	True	786
"b11001"	"b11001_007"	"500"	False	73
"b11001"	"b11001_007"	"500"	True	295
"b11001"	"b11001_007"	"795"	False	1224
"b11001"	"b11001_007"	"795"	True	1154
"b11001"	"b11001_007"	"860"	False	27587
"b11001"	"b11001_007"	"860"	True	5533
"b11001"	"b11001_008"	"010"	True	1
"b11001"	"b11001_008"	"020"	True	4
"b11001"	"b11001_008"	"030"	True	9
"b11001"	"b11001_008"	"040"	True	52
"b11001"	"b11001_008"	"050"	False	2359
"b11001"	"b11001_008"	"050"	True	861
"b11001"	"b11001_008"	"060"	False	31626
"b11001"	"b11001_008"	"060"	True	4918
"b11001"	"b11001_008"	"140"	False	62123
"b11001"	"b11001_008"	"140"	True	11519
"b11001"	"b11001_008"	"150"	False	189863
"b11001"	"b11001_008"	"150"	True	30111
"b11001"	"b11001_008"	"160"	False	25859
"b11001"	"b11001_008"	"160"	True	3651
"b11001"	"b11001_008"	"170"	False	4
"b11001"	"b11001_008"	"170"	True	4
"b11001"	"b11001_008"	"250"	False	606
"b11001"	"b11001_008"	"250"	True	87
"b11001"	"b11001_008"	"251"	False	412
"b11001"	"b11001_008"	"251"	True	68
"b11001"	"b11001_008"	"256"	False	399
"b11001"	"b11001_008"	"256"	True	82
"b11001"	"b11001_008"	"258"	False	771
"b11001"	"b11001_008"	"258"	True	144
"b11001"	"b11001_008"	"310"	False	499
"b11001"	"b11001_008"	"310"	True	297
"b11001"	"b11001_008"	"400"	False	2911
"b11001"	"b11001_008"	"400"	True	681
"b11001"	"b11001_008"	"500"	False	99
"b11001"	"b11001_008"	"500"	True	269
"b11001"	"b11001_008"	"795"	False	1429
"b11001"	"b11001_008"	"795"	True	949
"b11001"	"b11001_008"	"860"	False	28051
"b11001"	"b11001_008"	"860"	True	5069
"b11001"	"b11001_009"	"010"	True	1
"b11001"	"b11001_009"	"020"	True	4
"b11001"	"b11001_009"	"030"	True	9
"b11001"	"b11001_009"	"040"	False	5
"b11001"	"b11001_009"	"040"	True	47
"b11001"	"b11001_009"	"050"	False	2477
"b11001"	"b11001_009"	"050"	True	743
"b11001"	"b11001_009"	"060"	False	32929
"b11001"	"b11001_009"	"060"	True	3615
"b11001"	"b11001_009"	"140"	False	63332
"b11001"	"b11001_009"	"140"	True	10310
"b11001"	"b11001_009"	"150"	False	200732
"b11001"	"b11001_009"	"150"	True	19242
"b11001"	"b11001_009"	"160"	False	26856
"b11001"	"b11001_009"	"160"	True	2654
"b11001"	"b11001_009"	"170"	False	4
"b11001"	"b11001_009"	"170"	True	4
"b11001"	"b11001_009"	"250"	False	650
"b11001"	"b11001_009"	"250"	True	43
"b11001"	"b11001_009"	"251"	False	448
"b11001"	"b11001_009"	"251"	True	32
"b11001"	"b11001_009"	"256"	False	434
"b11001"	"b11001_009"	"256"	True	47
"b11001"	"b11001_009"	"258"	False	822
"b11001"	"b11001_009"	"258"	True	93
"b11001"	"b11001_009"	"310"	False	555
"b11001"	"b11001_009"	"310"	True	241
"b11001"	"b11001_009"	"400"	False	2912
"b11001"	"b11001_009"	"400"	True	680
"b11001"	"b11001_009"	"500"	False	139
"b11001"	"b11001_009"	"500"	True	229
"b11001"	"b11001_009"	"795"	False	1629
"b11001"	"b11001_009"	"795"	True	749
"b11001"	"b11001_009"	"860"	False	29315
"b11001"	"b11001_009"	"860"	True	3805
"b13002"	"b13002_001"	"010"	True	1
"b13002"	"b13002_001"	"020"	True	4
"b13002"	"b13002_001"	"030"	True	9
"b13002"	"b13002_001"	"040"	True	52
"b13002"	"b13002_001"	"050"	False	953
"b13002"	"b13002_001"	"050"	True	2242
"b13002"	"b13002_001"	"050"	""	25
"b13002"	"b13002_001"	"060"	False	29925
"b13002"	"b13002_001"	"060"	True	6439
"b13002"	"b13002_001"	"060"	""	180
"b13002"	"b13002_001"	"140"	False	58494
"b13002"	"b13002_001"	"140"	True	13499
"b13002"	"b13002_001"	"140"	""	1649
"b13002"	"b13002_001"	"160"	False	24476
"b13002"	"b13002_001"	"160"	True	4733
"b13002"	"b13002_001"	"160"	""	301
"b13002"	"b13002_001"	"170"	False	3
"b13002"	"b13002_001"	"170"	True	5
"b13002"	"b13002_001"	"250"	False	595
"b13002"	"b13002_001"	"250"	True	97
"b13002"	"b13002_001"	"250"	""	1
"b13002"	"b13002_001"	"251"	False	407
"b13002"	"b13002_001"	"251"	True	73
"b13002"	"b13002_001"	"256"	False	413
"b13002"	"b13002_001"	"256"	True	67
"b13002"	"b13002_001"	"256"	""	1
"b13002"	"b13002_001"	"310"	False	151
"b13002"	"b13002_001"	"310"	True	638
"b13002"	"b13002_001"	"310"	""	7
"b13002"	"b13002_001"	"400"	False	2610
"b13002"	"b13002_001"	"400"	True	930
"b13002"	"b13002_001"	"400"	""	52
"b13002"	"b13002_001"	"500"	False	57
"b13002"	"b13002_001"	"500"	True	288
"b13002"	"b13002_001"	"500"	""	23
"b13002"	"b13002_001"	"795"	False	859
"b13002"	"b13002_001"	"795"	True	1446
"b13002"	"b13002_001"	"795"	""	73
"b13002"	"b13002_001"	"860"	False	26325
"b13002"	"b13002_001"	"860"	True	6354
"b13002"	"b13002_001"	"860"	""	441
"b13002"	"b13002_002"	"010"	True	1
"b13002"	"b13002_002"	"020"	True	4
"b13002"	"b13002_002"	"030"	False	3
"b13002"	"b13002_002"	"030"	True	6
"b13002"	"b13002_002"	"040"	False	30
"b13002"	"b13002_002"	"040"	True	22
"b13002"	"b13002_002"	"050"	False	2611
"b13002"	"b13002_002"	"050"	True	584
"b13002"	"b13002_002"	"050"	""	25
"b13002"	"b13002_002"	"060"	False	33235
"b13002"	"b13002_002"	"060"	True	3129
"b13002"	"b13002_002"	"060"	""	180
"b13002"	"b13002_002"	"140"	False	62548
"b13002"	"b13002_002"	"140"	True	9445
"b13002"	"b13002_002"	"140"	""	1649
"b13002"	"b13002_002"	"160"	False	27005
"b13002"	"b13002_002"	"160"	True	2204
"b13002"	"b13002_002"	"160"	""	301
"b13002"	"b13002_002"	"170"	False	5
"b13002"	"b13002_002"	"170"	True	3
"b13002"	"b13002_002"	"250"	False	646
"b13002"	"b13002_002"	"250"	True	46
"b13002"	"b13002_002"	"250"	""	1
"b13002"	"b13002_002"	"251"	False	449
"b13002"	"b13002_002"	"251"	True	31
"b13002"	"b13002_002"	"256"	False	436
"b13002"	"b13002_002"	"256"	True	44
"b13002"	"b13002_002"	"256"	""	1
"b13002"	"b13002_002"	"310"	False	633
"b13002"	"b13002_002"	"310"	True	156
"b13002"	"b13002_002"	"310"	""	7
"b13002"	"b13002_002"	"400"	False	2989
"b13002"	"b13002_002"	"400"	True	551
"b13002"	"b13002_002"	"400"	""	52
"b13002"	"b13002_002"	"500"	False	246
"b13002"	"b13002_002"	"500"	True	99
"b13002"	"b13002_002"	"500"	""	23
"b13002"	"b13002_002"	"795"	False	1831
"b13002"	"b13002_002"	"795"	True	474
"b13002"	"b13002_002"	"795"	""	73
"b13002"	"b13002_002"	"860"	False	29451
"b13002"	"b13002_002"	"860"	True	3228
"b13002"	"b13002_002"	"860"	""	441
"b13002"	"b13002_003"	"010"	False	1
"b13002"	"b13002_003"	"020"	False	3
"b13002"	"b13002_003"	"020"	True	1
"b13002"	"b13002_003"	"030"	False	6
"b13002"	"b13002_003"	"030"	True	3
"b13002"	"b13002_003"	"040"	False	33
"b13002"	"b13002_003"	"040"	True	19
"b13002"	"b13002_003"	"050"	False	2684
"b13002"	"b13002_003"	"050"	True	511
"b13002"	"b13002_003"	"050"	""	25
"b13002"	"b13002_003"	"060"	False	33853
"b13002"	"b13002_003"	"060"	True	2511
"b13002"	"b13002_003"	"060"	""	180
"b13002"	"b13002_003"	"140"	False	64445
"b13002"	"b13002_003"	"140"	True	7548
"b13002"	"b13002_003"	"140"	""	1649
"b13002"	"b13002_003"	"160"	False	27518
"b13002"	"b13002_003"	"160"	True	1691
"b13002"	"b13002_003"	"160"	""	301
"b13002"	"b13002_003"	"170"	False	5
"b13002"	"b13002_003"	"170"	True	3
