"table"	"variable"	"sumlevel"	"sig_dif"	"sig_dif_count"
"b03002"	"b03002_007"	"040"	False	24
"b03002"	"b03002_007"	"040"	True	28
"b03002"	"b03002_007"	"050"	False	2978
"b03002"	"b03002_007"	"050"	True	242
"b03002"	"b03002_007"	"060"	False	36256
"b03002"	"b03002_007"	"060"	True	288
"b03002"	"b03002_007"	"140"	False	73027
"b03002"	"b03002_007"	"140"	True	615
"b03002"	"b03002_007"	"150"	False	219413
"b03002"	"b03002_007"	"150"	True	561
"b03002"	"b03002_007"	"160"	False	29190
"b03002"	"b03002_007"	"160"	True	320
"b03002"	"b03002_007"	"170"	False	8
"b03002"	"b03002_007"	"250"	False	670
"b03002"	"b03002_007"	"250"	True	23
"b03002"	"b03002_007"	"251"	False	471
"b03002"	"b03002_007"	"251"	True	9
"b03002"	"b03002_007"	"256"	False	473
"b03002"	"b03002_007"	"256"	True	8
"b03002"	"b03002_007"	"258"	False	908
"b03002"	"b03002_007"	"258"	True	7
"b03002"	"b03002_007"	"310"	False	683
"b03002"	"b03002_007"	"310"	True	113
"b03002"	"b03002_007"	"400"	False	3439
"b03002"	"b03002_007"	"400"	True	153
"b03002"	"b03002_007"	"500"	False	270
"b03002"	"b03002_007"	"500"	True	98
"b03002"	"b03002_007"	"795"	False	2060
"b03002"	"b03002_007"	"795"	True	318
"b03002"	"b03002_007"	"860"	False	32659
"b03002"	"b03002_007"	"860"	True	461
"b03002"	"b03002_008"	"010"	True	1
"b03002"	"b03002_008"	"020"	True	4
"b03002"	"b03002_008"	"030"	True	9
"b03002"	"b03002_008"	"040"	False	18
"b03002"	"b03002_008"	"040"	True	34
"b03002"	"b03002_008"	"050"	False	2959
"b03002"	"b03002_008"	"050"	True	261
"b03002"	"b03002_008"	"060"	False	36127
"b03002"	"b03002_008"	"060"	True	417
"b03002"	"b03002_008"	"140"	False	73060
"b03002"	"b03002_008"	"140"	True	582
"b03002"	"b03002_008"	"150"	False	219571
"b03002"	"b03002_008"	"150"	True	403
"b03002"	"b03002_008"	"160"	False	29130
"b03002"	"b03002_008"	"160"	True	380
"b03002"	"b03002_008"	"170"	False	5
"b03002"	"b03002_008"	"170"	True	3
"b03002"	"b03002_008"	"250"	False	683
"b03002"	"b03002_008"	"250"	True	10
"b03002"	"b03002_008"	"251"	False	478
"b03002"	"b03002_008"	"251"	True	2
"b03002"	"b03002_008"	"256"	False	476
"b03002"	"b03002_008"	"256"	True	5
"b03002"	"b03002_008"	"258"	False	912
"b03002"	"b03002_008"	"258"	True	3
"b03002"	"b03002_008"	"310"	False	670
"b03002"	"b03002_008"	"310"	True	126
"b03002"	"b03002_008"	"400"	False	3433
"b03002"	"b03002_008"	"400"	True	159
"b03002"	"b03002_008"	"500"	False	239
"b03002"	"b03002_008"	"500"	True	129
"b03002"	"b03002_008"	"795"	False	1922
"b03002"	"b03002_008"	"795"	True	456
"b03002"	"b03002_008"	"860"	False	32368
"b03002"	"b03002_008"	"860"	True	752
"b03002"	"b03002_009"	"010"	True	1
"b03002"	"b03002_009"	"020"	True	4
"b03002"	"b03002_009"	"030"	True	9
"b03002"	"b03002_009"	"040"	False	4
"b03002"	"b03002_009"	"040"	True	48
"b03002"	"b03002_009"	"050"	False	2111
"b03002"	"b03002_009"	"050"	True	1109
"b03002"	"b03002_009"	"060"	False	32945
"b03002"	"b03002_009"	"060"	True	3599
"b03002"	"b03002_009"	"140"	False	63231
"b03002"	"b03002_009"	"140"	True	10411
"b03002"	"b03002_009"	"150"	False	206647
"b03002"	"b03002_009"	"150"	True	13327
"b03002"	"b03002_009"	"160"	False	26829
"b03002"	"b03002_009"	"160"	True	2681
"b03002"	"b03002_009"	"170"	False	5
"b03002"	"b03002_009"	"170"	True	3
"b03002"	"b03002_009"	"250"	False	595
"b03002"	"b03002_009"	"250"	True	98
"b03002"	"b03002_009"	"251"	False	414
"b03002"	"b03002_009"	"251"	True	66
"b03002"	"b03002_009"	"256"	False	404
"b03002"	"b03002_009"	"256"	True	77
"b03002"	"b03002_009"	"258"	False	799
"b03002"	"b03002_009"	"258"	True	116
"b03002"	"b03002_009"	"310"	False	452
"b03002"	"b03002_009"	"310"	True	344
"b03002"	"b03002_009"	"400"	False	2776
"b03002"	"b03002_009"	"400"	True	816
"b03002"	"b03002_009"	"500"	False	93
"b03002"	"b03002_009"	"500"	True	275
"b03002"	"b03002_009"	"795"	False	1446
"b03002"	"b03002_009"	"795"	True	932
"b03002"	"b03002_009"	"860"	False	28934
"b03002"	"b03002_009"	"860"	True	4186
"b03002"	"b03002_010"	"010"	True	1
"b03002"	"b03002_010"	"020"	False	3
"b03002"	"b03002_010"	"020"	True	1
"b03002"	"b03002_010"	"030"	False	7
"b03002"	"b03002_010"	"030"	True	2
"b03002"	"b03002_010"	"040"	False	40
"b03002"	"b03002_010"	"040"	True	12
"b03002"	"b03002_010"	"050"	False	3094
"b03002"	"b03002_010"	"050"	True	126
"b03002"	"b03002_010"	"060"	False	36318
"b03002"	"b03002_010"	"060"	True	226
"b03002"	"b03002_010"	"140"	False	73427
"b03002"	"b03002_010"	"140"	True	215
"b03002"	"b03002_010"	"150"	False	219819
"b03002"	"b03002_010"	"150"	True	155
"b03002"	"b03002_010"	"160"	False	29321
"b03002"	"b03002_010"	"160"	True	189
"b03002"	"b03002_010"	"170"	False	7
"b03002"	"b03002_010"	"170"	True	1
"b03002"	"b03002_010"	"250"	False	688
"b03002"	"b03002_010"	"250"	True	5
"b03002"	"b03002_010"	"251"	False	478
"b03002"	"b03002_010"	"251"	True	2
"b03002"	"b03002_010"	"256"	False	479
"b03002"	"b03002_010"	"256"	True	2
"b03002"	"b03002_010"	"258"	False	913
"b03002"	"b03002_010"	"258"	True	2
"b03002"	"b03002_010"	"310"	False	736
"b03002"	"b03002_010"	"310"	True	60
"b03002"	"b03002_010"	"400"	False	3520
"b03002"	"b03002_010"	"400"	True	72
"b03002"	"b03002_010"	"500"	False	298
"b03002"	"b03002_010"	"500"	True	70
"b03002"	"b03002_010"	"795"	False	2091
"b03002"	"b03002_010"	"795"	True	287
"b03002"	"b03002_010"	"860"	False	32776
"b03002"	"b03002_010"	"860"	True	344
"b03002"	"b03002_011"	"010"	True	1
"b03002"	"b03002_011"	"020"	True	4
"b03002"	"b03002_011"	"030"	True	9
"b03002"	"b03002_011"	"040"	False	3
"b03002"	"b03002_011"	"040"	True	49
"b03002"	"b03002_011"	"050"	False	2104
"b03002"	"b03002_011"	"050"	True	1116
"b03002"	"b03002_011"	"060"	False	32972
"b03002"	"b03002_011"	"060"	True	3572
"b03002"	"b03002_011"	"140"	False	63439
"b03002"	"b03002_011"	"140"	True	10203
"b03002"	"b03002_011"	"150"	False	207156
"b03002"	"b03002_011"	"150"	True	12818
"b03002"	"b03002_011"	"160"	False	26867
"b03002"	"b03002_011"	"160"	True	2643
"b03002"	"b03002_011"	"170"	False	5
"b03002"	"b03002_011"	"170"	True	3
"b03002"	"b03002_011"	"250"	False	596
"b03002"	"b03002_011"	"250"	True	97
"b03002"	"b03002_011"	"251"	False	416
"b03002"	"b03002_011"	"251"	True	64
"b03002"	"b03002_011"	"256"	False	406
"b03002"	"b03002_011"	"256"	True	75
"b03002"	"b03002_011"	"258"	False	799
"b03002"	"b03002_011"	"258"	True	116
"b03002"	"b03002_011"	"310"	False	465
"b03002"	"b03002_011"	"310"	True	331
"b03002"	"b03002_011"	"400"	False	2778
"b03002"	"b03002_011"	"400"	True	814
"b03002"	"b03002_011"	"500"	False	93
"b03002"	"b03002_011"	"500"	True	275
"b03002"	"b03002_011"	"795"	False	1445
"b03002"	"b03002_011"	"795"	True	933
"b03002"	"b03002_011"	"860"	False	28950
"b03002"	"b03002_011"	"860"	True	4170
"b03002"	"b03002_012"	"010"	True	1
"b03002"	"b03002_012"	"020"	True	4
"b03002"	"b03002_012"	"030"	True	9
"b03002"	"b03002_012"	"040"	True	52
"b03002"	"b03002_012"	"050"	False	337
"b03002"	"b03002_012"	"050"	True	2875
"b03002"	"b03002_012"	"050"	""	8
"b03002"	"b03002_012"	"060"	False	31786
"b03002"	"b03002_012"	"060"	True	4758
"b03002"	"b03002_012"	"140"	False	59599
"b03002"	"b03002_012"	"140"	True	14041
"b03002"	"b03002_012"	"140"	""	2
"b03002"	"b03002_012"	"150"	False	193798
"b03002"	"b03002_012"	"150"	True	26176
"b03002"	"b03002_012"	"160"	False	25549
"b03002"	"b03002_012"	"160"	True	3961
"b03002"	"b03002_012"	"170"	False	2
"b03002"	"b03002_012"	"170"	True	6
"b03002"	"b03002_012"	"250"	False	605
"b03002"	"b03002_012"	"250"	True	88
"b03002"	"b03002_012"	"251"	False	427
"b03002"	"b03002_012"	"251"	True	53
"b03002"	"b03002_012"	"256"	False	395
"b03002"	"b03002_012"	"256"	True	86
"b03002"	"b03002_012"	"258"	False	798
"b03002"	"b03002_012"	"258"	True	117
"b03002"	"b03002_012"	"310"	False	11
"b03002"	"b03002_012"	"310"	True	784
"b03002"	"b03002_012"	"310"	""	1
"b03002"	"b03002_012"	"400"	False	2437
"b03002"	"b03002_012"	"400"	True	1155
"b03002"	"b03002_012"	"500"	False	27
"b03002"	"b03002_012"	"500"	True	341
"b03002"	"b03002_012"	"795"	False	676
"b03002"	"b03002_012"	"795"	True	1702
"b03002"	"b03002_012"	"860"	False	27454
"b03002"	"b03002_012"	"860"	True	5666
"b03002"	"b03002_013"	"010"	True	1
"b03002"	"b03002_013"	"020"	True	4
"b03002"	"b03002_013"	"030"	True	9
"b03002"	"b03002_013"	"040"	False	7
"b03002"	"b03002_013"	"040"	True	45
"b03002"	"b03002_013"	"050"	False	1755
"b03002"	"b03002_013"	"050"	True	1465
"b03002"	"b03002_013"	"060"	False	32191
"b03002"	"b03002_013"	"060"	True	4353
"b03002"	"b03002_013"	"140"	False	59601
"b03002"	"b03002_013"	"140"	True	14041
"b03002"	"b03002_013"	"150"	False	196581
"b03002"	"b03002_013"	"150"	True	23393
"b03002"	"b03002_013"	"160"	False	25894
"b03002"	"b03002_013"	"160"	True	3616
"b03002"	"b03002_013"	"170"	False	4
"b03002"	"b03002_013"	"170"	True	4
"b03002"	"b03002_013"	"250"	False	644
"b03002"	"b03002_013"	"250"	True	49
"b03002"	"b03002_013"	"251"	False	452
"b03002"	"b03002_013"	"251"	True	28
"b03002"	"b03002_013"	"256"	False	431
"b03002"	"b03002_013"	"256"	True	50
"b03002"	"b03002_013"	"258"	False	841
"b03002"	"b03002_013"	"258"	True	74
"b03002"	"b03002_013"	"310"	False	345
"b03002"	"b03002_013"	"310"	True	451
"b03002"	"b03002_013"	"400"	False	2540
"b03002"	"b03002_013"	"400"	True	1052
"b03002"	"b03002_013"	"500"	False	76
"b03002"	"b03002_013"	"500"	True	292
"b03002"	"b03002_013"	"795"	False	1016
"b03002"	"b03002_013"	"795"	True	1362
"b03002"	"b03002_013"	"860"	False	27771
"b03002"	"b03002_013"	"860"	True	5349
"b03002"	"b03002_014"	"010"	True	1
"b03002"	"b03002_014"	"020"	True	4
"b03002"	"b03002_014"	"030"	False	1
"b03002"	"b03002_014"	"030"	True	8
"b03002"	"b03002_014"	"040"	False	30
"b03002"	"b03002_014"	"040"	True	22
"b03002"	"b03002_014"	"050"	False	2926
"b03002"	"b03002_014"	"050"	True	294
"b03002"	"b03002_014"	"060"	False	35899
"b03002"	"b03002_014"	"060"	True	645
"b03002"	"b03002_014"	"140"	False	72058
"b03002"	"b03002_014"	"140"	True	1584
"b03002"	"b03002_014"	"150"	False	218522
"b03002"	"b03002_014"	"150"	True	1452
"b03002"	"b03002_014"	"160"	False	28988
"b03002"	"b03002_014"	"160"	True	522
"b03002"	"b03002_014"	"170"	False	7
"b03002"	"b03002_014"	"170"	True	1
"b03002"	"b03002_014"	"250"	False	688
"b03002"	"b03002_014"	"250"	True	5
"b03002"	"b03002_014"	"251"	False	479
"b03002"	"b03002_014"	"251"	True	1
"b03002"	"b03002_014"	"256"	False	480
"b03002"	"b03002_014"	"256"	True	1
"b03002"	"b03002_014"	"258"	False	914
"b03002"	"b03002_014"	"258"	True	1
"b03002"	"b03002_014"	"310"	False	668
"b03002"	"b03002_014"	"310"	True	128
"b03002"	"b03002_014"	"400"	False	3402
"b03002"	"b03002_014"	"400"	True	190
"b03002"	"b03002_014"	"500"	False	282
"b03002"	"b03002_014"	"500"	True	86
"b03002"	"b03002_014"	"795"	False	1955
"b03002"	"b03002_014"	"795"	True	423
"b03002"	"b03002_014"	"860"	False	32228
"b03002"	"b03002_014"	"860"	True	892
"b03002"	"b03002_015"	"010"	True	1
"b03002"	"b03002_015"	"020"	True	4
"b03002"	"b03002_015"	"030"	False	1
"b03002"	"b03002_015"	"030"	True	8
"b03002"	"b03002_015"	"040"	False	23
"b03002"	"b03002_015"	"040"	True	29
"b03002"	"b03002_015"	"050"	False	2989
"b03002"	"b03002_015"	"050"	True	231
"b03002"	"b03002_015"	"060"	False	36197
"b03002"	"b03002_015"	"060"	True	347
"b03002"	"b03002_015"	"140"	False	73127
"b03002"	"b03002_015"	"140"	True	515
"b03002"	"b03002_015"	"150"	False	219613
"b03002"	"b03002_015"	"150"	True	361
"b03002"	"b03002_015"	"160"	False	29219
"b03002"	"b03002_015"	"160"	True	291
"b03002"	"b03002_015"	"170"	False	7
"b03002"	"b03002_015"	"170"	True	1
"b03002"	"b03002_015"	"250"	False	653
"b03002"	"b03002_015"	"250"	True	40
"b03002"	"b03002_015"	"251"	False	456
"b03002"	"b03002_015"	"251"	True	24
"b03002"	"b03002_015"	"256"	False	440
"b03002"	"b03002_015"	"256"	True	41
"b03002"	"b03002_015"	"258"	False	870
"b03002"	"b03002_015"	"258"	True	45
"b03002"	"b03002_015"	"310"	False	701
"b03002"	"b03002_015"	"310"	True	95
"b03002"	"b03002_015"	"400"	False	3444
"b03002"	"b03002_015"	"400"	True	148
"b03002"	"b03002_015"	"500"	False	281
"b03002"	"b03002_015"	"500"	True	87
"b03002"	"b03002_015"	"795"	False	2073
"b03002"	"b03002_015"	"795"	True	305
"b03002"	"b03002_015"	"860"	False	32563
"b03002"	"b03002_015"	"860"	True	557
"b03002"	"b03002_016"	"010"	True	1
"b03002"	"b03002_016"	"020"	True	4
"b03002"	"b03002_016"	"030"	False	1
"b03002"	"b03002_016"	"030"	True	8
"b03002"	"b03002_016"	"040"	False	35
"b03002"	"b03002_016"	"040"	True	17
"b03002"	"b03002_016"	"050"	False	3131
"b03002"	"b03002_016"	"050"	True	89
"b03002"	"b03002_016"	"060"	False	36424
"b03002"	"b03002_016"	"060"	True	120
"b03002"	"b03002_016"	"140"	False	73495
"b03002"	"b03002_016"	"140"	True	147
"b03002"	"b03002_016"	"150"	False	219889
"b03002"	"b03002_016"	"150"	True	85
"b03002"	"b03002_016"	"160"	False	29394
"b03002"	"b03002_016"	"160"	True	116
"b03002"	"b03002_016"	"170"	False	7
"b03002"	"b03002_016"	"170"	True	1
"b03002"	"b03002_016"	"250"	False	689
"b03002"	"b03002_016"	"250"	True	4
"b03002"	"b03002_016"	"251"	False	480
"b03002"	"b03002_016"	"256"	False	481
"b03002"	"b03002_016"	"258"	False	915
"b03002"	"b03002_016"	"310"	False	752
"b03002"	"b03002_016"	"310"	True	44
"b03002"	"b03002_016"	"400"	False	3533
"b03002"	"b03002_016"	"400"	True	59
"b03002"	"b03002_016"	"500"	False	310
"b03002"	"b03002_016"	"500"	True	58
"b03002"	"b03002_016"	"795"	False	2183
"b03002"	"b03002_016"	"795"	True	195
"b03002"	"b03002_016"	"860"	False	32936
"b03002"	"b03002_016"	"860"	True	184
"b03002"	"b03002_017"	"010"	True	1
"b03002"	"b03002_017"	"020"	True	4
"b03002"	"b03002_017"	"030"	True	9
"b03002"	"b03002_017"	"040"	False	27
"b03002"	"b03002_017"	"040"	True	25
"b03002"	"b03002_017"	"050"	False	3171
"b03002"	"b03002_017"	"050"	True	49
"b03002"	"b03002_017"	"060"	False	36505
"b03002"	"b03002_017"	"060"	True	39
"b03002"	"b03002_017"	"140"	False	73624
"b03002"	"b03002_017"	"140"	True	18
"b03002"	"b03002_017"	"150"	False	219958
"b03002"	"b03002_017"	"150"	True	16
"b03002"	"b03002_017"	"160"	False	29469
"b03002"	"b03002_017"	"160"	True	41
"b03002"	"b03002_017"	"170"	False	8
"b03002"	"b03002_017"	"250"	False	691
"b03002"	"b03002_017"	"250"	True	2
"b03002"	"b03002_017"	"251"	False	480
"b03002"	"b03002_017"	"256"	False	481
"b03002"	"b03002_017"	"258"	False	915
"b03002"	"b03002_017"	"310"	False	762
"b03002"	"b03002_017"	"310"	True	34
"b03002"	"b03002_017"	"400"	False	3552
"b03002"	"b03002_017"	"400"	True	40
"b03002"	"b03002_017"	"500"	False	326
"b03002"	"b03002_017"	"500"	True	42
"b03002"	"b03002_017"	"795"	False	2329
"b03002"	"b03002_017"	"795"	True	49
"b03002"	"b03002_017"	"860"	False	33097
"b03002"	"b03002_017"	"860"	True	23
"b03002"	"b03002_018"	"010"	True	1
"b03002"	"b03002_018"	"020"	True	4
"b03002"	"b03002_018"	"030"	False	3
"b03002"	"b03002_018"	"030"	True	6
"b03002"	"b03002_018"	"040"	False	13
"b03002"	"b03002_018"	"040"	True	39
"b03002"	"b03002_018"	"050"	False	2159
"b03002"	"b03002_018"	"050"	True	1061
"b03002"	"b03002_018"	"060"	False	33873
"b03002"	"b03002_018"	"060"	True	2671
"b03002"	"b03002_018"	"140"	False	64276
"b03002"	"b03002_018"	"140"	True	9366
"b03002"	"b03002_018"	"150"	False	207434
"b03002"	"b03002_018"	"150"	True	12540
"b03002"	"b03002_018"	"160"	False	27129
"b03002"	"b03002_018"	"160"	True	2381
"b03002"	"b03002_018"	"170"	False	6
"b03002"	"b03002_018"	"170"	True	2
"b03002"	"b03002_018"	"250"	False	642
"b03002"	"b03002_018"	"250"	True	51
"b03002"	"b03002_018"	"251"	False	471
"b03002"	"b03002_018"	"251"	True	9
"b03002"	"b03002_018"	"256"	False	433
"b03002"	"b03002_018"	"256"	True	48
"b03002"	"b03002_018"	"258"	False	849
"b03002"	"b03002_018"	"258"	True	66
"b03002"	"b03002_018"	"310"	False	445
"b03002"	"b03002_018"	"310"	True	351
"b03002"	"b03002_018"	"400"	False	2786
"b03002"	"b03002_018"	"400"	True	806
"b03002"	"b03002_018"	"500"	False	145
"b03002"	"b03002_018"	"500"	True	223
"b03002"	"b03002_018"	"795"	False	1296
"b03002"	"b03002_018"	"795"	True	1082
"b03002"	"b03002_018"	"860"	False	29385
"b03002"	"b03002_018"	"860"	True	3735
"b03002"	"b03002_019"	"010"	True	1
"b03002"	"b03002_019"	"020"	True	4
"b03002"	"b03002_019"	"030"	True	9
"b03002"	"b03002_019"	"040"	False	16
"b03002"	"b03002_019"	"040"	True	36
"b03002"	"b03002_019"	"050"	False	2585
"b03002"	"b03002_019"	"050"	True	635
"b03002"	"b03002_019"	"060"	False	35063
"b03002"	"b03002_019"	"060"	True	1481
"b03002"	"b03002_019"	"140"	False	68863
"b03002"	"b03002_019"	"140"	True	4779
"b03002"	"b03002_019"	"150"	False	215837
"b03002"	"b03002_019"	"150"	True	4137
"b03002"	"b03002_019"	"160"	False	28307
"b03002"	"b03002_019"	"160"	True	1203
"b03002"	"b03002_019"	"170"	False	6
"b03002"	"b03002_019"	"170"	True	2
"b03002"	"b03002_019"	"250"	False	649
"b03002"	"b03002_019"	"250"	True	44
"b03002"	"b03002_019"	"251"	False	465
"b03002"	"b03002_019"	"251"	True	15
"b03002"	"b03002_019"	"256"	False	446
"b03002"	"b03002_019"	"256"	True	35
"b03002"	"b03002_019"	"258"	False	871
"b03002"	"b03002_019"	"258"	True	44
"b03002"	"b03002_019"	"310"	False	584
"b03002"	"b03002_019"	"310"	True	212
"b03002"	"b03002_019"	"400"	False	3189
"b03002"	"b03002_019"	"400"	True	403
"b03002"	"b03002_019"	"500"	False	194
"b03002"	"b03002_019"	"500"	True	174
"b03002"	"b03002_019"	"795"	False	1753
"b03002"	"b03002_019"	"795"	True	625
"b03002"	"b03002_019"	"860"	False	31099
"b03002"	"b03002_019"	"860"	True	2021
"b03002"	"b03002_020"	"010"	True	1
"b03002"	"b03002_020"	"020"	False	1
"b03002"	"b03002_020"	"020"	True	3
"b03002"	"b03002_020"	"030"	False	3
"b03002"	"b03002_020"	"030"	True	6
"b03002"	"b03002_020"	"040"	False	26
"b03002"	"b03002_020"	"040"	True	26
"b03002"	"b03002_020"	"050"	False	2804
"b03002"	"b03002_020"	"050"	True	416
"b03002"	"b03002_020"	"060"	False	35812
"b03002"	"b03002_020"	"060"	True	732
"b03002"	"b03002_020"	"140"	False	71522
"b03002"	"b03002_020"	"140"	True	2120
"b03002"	"b03002_020"	"150"	False	218609
"b03002"	"b03002_020"	"150"	True	1365
"b03002"	"b03002_020"	"160"	False	28842
"b03002"	"b03002_020"	"160"	True	668
"b03002"	"b03002_020"	"170"	False	6
"b03002"	"b03002_020"	"170"	True	2
"b03002"	"b03002_020"	"250"	False	671
"b03002"	"b03002_020"	"250"	True	22
"b03002"	"b03002_020"	"251"	False	474
"b03002"	"b03002_020"	"251"	True	6
"b03002"	"b03002_020"	"256"	False	463
"b03002"	"b03002_020"	"256"	True	18
"b03002"	"b03002_020"	"258"	False	897
"b03002"	"b03002_020"	"258"	True	18
"b03002"	"b03002_020"	"310"	False	628
"b03002"	"b03002_020"	"310"	True	168
"b03002"	"b03002_020"	"400"	False	3326
"b03002"	"b03002_020"	"400"	True	266
"b03002"	"b03002_020"	"500"	False	260
"b03002"	"b03002_020"	"500"	True	108
"b03002"	"b03002_020"	"795"	False	1878
"b03002"	"b03002_020"	"795"	True	500
"b03002"	"b03002_020"	"860"	False	31893
"b03002"	"b03002_020"	"860"	True	1227
"b03002"	"b03002_021"	"010"	True	1
"b03002"	"b03002_021"	"020"	True	4
"b03002"	"b03002_021"	"030"	True	9
"b03002"	"b03002_021"	"040"	False	16
"b03002"	"b03002_021"	"040"	True	36
"b03002"	"b03002_021"	"050"	False	2747
"b03002"	"b03002_021"	"050"	True	473
"b03002"	"b03002_021"	"060"	False	35551
"b03002"	"b03002_021"	"060"	True	993
"b03002"	"b03002_021"	"140"	False	71268
"b03002"	"b03002_021"	"140"	True	2374
"b03002"	"b03002_021"	"150"	False	218072
"b03002"	"b03002_021"	"150"	True	1902
"b03002"	"b03002_021"	"160"	False	28743
"b03002"	"b03002_021"	"160"	True	767
"b03002"	"b03002_021"	"170"	False	7
"b03002"	"b03002_021"	"170"	True	1
"b03002"	"b03002_021"	"250"	False	660
"b03002"	"b03002_021"	"250"	True	33
"b03002"	"b03002_021"	"251"	False	469
"b03002"	"b03002_021"	"251"	True	11
"b03002"	"b03002_021"	"256"	False	458
"b03002"	"b03002_021"	"256"	True	23
"b03002"	"b03002_021"	"258"	False	891
"b03002"	"b03002_021"	"258"	True	24
"b03002"	"b03002_021"	"310"	False	616
"b03002"	"b03002_021"	"310"	True	180
"b03002"	"b03002_021"	"400"	False	3297
"b03002"	"b03002_021"	"400"	True	295
"b03002"	"b03002_021"	"500"	False	213
"b03002"	"b03002_021"	"500"	True	155
"b03002"	"b03002_021"	"795"	False	1809
"b03002"	"b03002_021"	"795"	True	569
"b03002"	"b03002_021"	"860"	False	31762
"b03002"	"b03002_021"	"860"	True	1358
"b05002"	"b05002_001"	"010"	True	1
"b05002"	"b05002_001"	"020"	True	4
"b05002"	"b05002_001"	"030"	True	9
"b05002"	"b05002_001"	"040"	True	52
"b05002"	"b05002_001"	"050"	False	102
"b05002"	"b05002_001"	"050"	True	3118
"b05002"	"b05002_001"	"060"	False	25145
"b05002"	"b05002_001"	"060"	True	11399
"b05002"	"b05002_001"	"140"	False	55528
"b05002"	"b05002_001"	"140"	True	18114
"b05002"	"b05002_001"	"160"	False	20294
"b05002"	"b05002_001"	"160"	True	9216
"b05002"	"b05002_001"	"170"	False	1
"b05002"	"b05002_001"	"170"	True	7
"b05002"	"b05002_001"	"250"	False	553
"b05002"	"b05002_001"	"250"	True	140
"b05002"	"b05002_001"	"251"	False	383
"b05002"	"b05002_001"	"251"	True	97
"b05002"	"b05002_001"	"256"	False	386
"b05002"	"b05002_001"	"256"	True	95
"b05002"	"b05002_001"	"310"	True	796
"b05002"	"b05002_001"	"400"	False	2153
"b05002"	"b05002_001"	"400"	True	1439
"b05002"	"b05002_001"	"500"	False	31
"b05002"	"b05002_001"	"500"	True	337
"b05002"	"b05002_001"	"795"	False	343
"b05002"	"b05002_001"	"795"	True	2035
"b05002"	"b05002_001"	"860"	False	24097
"b05002"	"b05002_001"	"860"	True	9023
"b05002"	"b05002_002"	"010"	True	1
"b05002"	"b05002_002"	"020"	True	4
"b05002"	"b05002_002"	"030"	True	9
"b05002"	"b05002_002"	"040"	False	2
"b05002"	"b05002_002"	"040"	True	50
"b05002"	"b05002_002"	"050"	False	721
"b05002"	"b05002_002"	"050"	True	2499
"b05002"	"b05002_002"	"060"	False	27310
"b05002"	"b05002_002"	"060"	True	9234
"b05002"	"b05002_002"	"140"	False	57036
"b05002"	"b05002_002"	"140"	True	16606
"b05002"	"b05002_002"	"160"	False	22318
"b05002"	"b05002_002"	"160"	True	7192
"b05002"	"b05002_002"	"170"	False	4
"b05002"	"b05002_002"	"170"	True	4
"b05002"	"b05002_002"	"250"	False	558
"b05002"	"b05002_002"	"250"	True	135
"b05002"	"b05002_002"	"251"	False	383
"b05002"	"b05002_002"	"251"	True	97
"b05002"	"b05002_002"	"256"	False	394
"b05002"	"b05002_002"	"256"	True	87
"b05002"	"b05002_002"	"310"	False	134
"b05002"	"b05002_002"	"310"	True	662
"b05002"	"b05002_002"	"400"	False	2313
"b05002"	"b05002_002"	"400"	True	1279
"b05002"	"b05002_002"	"500"	False	43
"b05002"	"b05002_002"	"500"	True	325
"b05002"	"b05002_002"	"795"	False	635
"b05002"	"b05002_002"	"795"	True	1743
"b05002"	"b05002_002"	"860"	False	25036
"b05002"	"b05002_002"	"860"	True	8084
"b05002"	"b05002_003"	"010"	True	1
"b05002"	"b05002_003"	"020"	True	4
"b05002"	"b05002_003"	"030"	True	9
"b05002"	"b05002_003"	"040"	False	7
"b05002"	"b05002_003"	"040"	True	45
"b05002"	"b05002_003"	"050"	False	1805
"b05002"	"b05002_003"	"050"	True	1415
"b05002"	"b05002_003"	"060"	False	29478
"b05002"	"b05002_003"	"060"	True	7066
"b05002"	"b05002_003"	"140"	False	59569
"b05002"	"b05002_003"	"140"	True	14073
"b05002"	"b05002_003"	"160"	False	24090
"b05002"	"b05002_003"	"160"	True	5420
"b05002"	"b05002_003"	"170"	False	6
"b05002"	"b05002_003"	"170"	True	2
"b05002"	"b05002_003"	"250"	False	569
"b05002"	"b05002_003"	"250"	True	124
"b05002"	"b05002_003"	"251"	False	398
"b05002"	"b05002_003"	"251"	True	82
"b05002"	"b05002_003"	"256"	False	412
"b05002"	"b05002_003"	"256"	True	69
"b05002"	"b05002_003"	"310"	False	383
"b05002"	"b05002_003"	"310"	True	413
"b05002"	"b05002_003"	"400"	False	2625
"b05002"	"b05002_003"	"400"	True	967
"b05002"	"b05002_003"	"500"	False	88
"b05002"	"b05002_003"	"500"	True	280
"b05002"	"b05002_003"	"795"	False	1030
"b05002"	"b05002_003"	"795"	True	1348
"b05002"	"b05002_003"	"860"	False	26377
"b05002"	"b05002_003"	"860"	True	6743
"b05002"	"b05002_004"	"010"	True	1
"b05002"	"b05002_004"	"020"	False	1
"b05002"	"b05002_004"	"020"	True	3
"b05002"	"b05002_004"	"030"	False	1
"b05002"	"b05002_004"	"030"	True	8
"b05002"	"b05002_004"	"040"	False	5
"b05002"	"b05002_004"	"040"	True	47
"b05002"	"b05002_004"	"050"	False	2266
"b05002"	"b05002_004"	"050"	True	954
"b05002"	"b05002_004"	"060"	False	30561
