"table"	"variable"	"sumlevel"	"change_cv"	"change_cv_count"
"b05002"	"b05002_004"	"020"	"high"	2
"b05002"	"b05002_004"	"020"	"low"	1
"b05002"	"b05002_004"	"020"	"medium"	1
"b05002"	"b05002_004"	"030"	"high"	6
"b05002"	"b05002_004"	"030"	"low"	2
"b05002"	"b05002_004"	"030"	"medium"	1
"b05002"	"b05002_004"	"040"	"high"	19
"b05002"	"b05002_004"	"040"	"low"	15
"b05002"	"b05002_004"	"040"	"medium"	18
"b05002"	"b05002_004"	"050"	"high"	65
"b05002"	"b05002_004"	"050"	"low"	2972
"b05002"	"b05002_004"	"050"	"medium"	182
"b05002"	"b05002_004"	"050"	""	1
"b05002"	"b05002_004"	"060"	"high"	59
"b05002"	"b05002_004"	"060"	"low"	34917
"b05002"	"b05002_004"	"060"	"medium"	427
"b05002"	"b05002_004"	"060"	""	1141
"b05002"	"b05002_004"	"140"	"high"	39
"b05002"	"b05002_004"	"140"	"low"	72155
"b05002"	"b05002_004"	"140"	"medium"	911
"b05002"	"b05002_004"	"140"	""	537
"b05002"	"b05002_004"	"160"	"high"	53
"b05002"	"b05002_004"	"160"	"low"	28506
"b05002"	"b05002_004"	"160"	"medium"	340
"b05002"	"b05002_004"	"160"	""	611
"b05002"	"b05002_004"	"170"	"high"	1
"b05002"	"b05002_004"	"170"	"low"	7
"b05002"	"b05002_004"	"250"	"low"	570
"b05002"	"b05002_004"	"250"	"medium"	9
"b05002"	"b05002_004"	"250"	""	114
"b05002"	"b05002_004"	"251"	"low"	422
"b05002"	"b05002_004"	"251"	"medium"	2
"b05002"	"b05002_004"	"251"	""	56
"b05002"	"b05002_004"	"256"	"low"	431
"b05002"	"b05002_004"	"256"	"medium"	5
"b05002"	"b05002_004"	"256"	""	45
"b05002"	"b05002_004"	"310"	"high"	39
"b05002"	"b05002_004"	"310"	"low"	692
"b05002"	"b05002_004"	"310"	"medium"	65
"b05002"	"b05002_004"	"400"	"high"	22
"b05002"	"b05002_004"	"400"	"low"	3459
"b05002"	"b05002_004"	"400"	"medium"	108
"b05002"	"b05002_004"	"400"	""	3
"b05002"	"b05002_004"	"500"	"high"	43
"b05002"	"b05002_004"	"500"	"low"	230
"b05002"	"b05002_004"	"500"	"medium"	95
"b05002"	"b05002_004"	"795"	"high"	58
"b05002"	"b05002_004"	"795"	"low"	2020
"b05002"	"b05002_004"	"795"	"medium"	300
"b05002"	"b05002_004"	"860"	"high"	30
"b05002"	"b05002_004"	"860"	"low"	31934
"b05002"	"b05002_004"	"860"	"medium"	548
"b05002"	"b05002_004"	"860"	""	608
"b05002"	"b05002_005"	"010"	"high"	1
"b05002"	"b05002_005"	"020"	"high"	1
"b05002"	"b05002_005"	"020"	"low"	2
"b05002"	"b05002_005"	"020"	"medium"	1
"b05002"	"b05002_005"	"030"	"high"	3
"b05002"	"b05002_005"	"030"	"low"	4
"b05002"	"b05002_005"	"030"	"medium"	2
"b05002"	"b05002_005"	"040"	"high"	6
"b05002"	"b05002_005"	"040"	"low"	36
"b05002"	"b05002_005"	"040"	"medium"	10
"b05002"	"b05002_005"	"050"	"high"	7
"b05002"	"b05002_005"	"050"	"low"	3132
"b05002"	"b05002_005"	"050"	"medium"	64
"b05002"	"b05002_005"	"050"	""	17
"b05002"	"b05002_005"	"060"	"high"	7
"b05002"	"b05002_005"	"060"	"low"	29257
"b05002"	"b05002_005"	"060"	"medium"	106
"b05002"	"b05002_005"	"060"	""	7174
"b05002"	"b05002_005"	"140"	"high"	1
"b05002"	"b05002_005"	"140"	"low"	72104
"b05002"	"b05002_005"	"140"	"medium"	217
"b05002"	"b05002_005"	"140"	""	1320
"b05002"	"b05002_005"	"160"	"high"	2
"b05002"	"b05002_005"	"160"	"low"	24852
"b05002"	"b05002_005"	"160"	"medium"	81
"b05002"	"b05002_005"	"160"	""	4575
"b05002"	"b05002_005"	"170"	"low"	8
"b05002"	"b05002_005"	"250"	"low"	432
"b05002"	"b05002_005"	"250"	"medium"	3
"b05002"	"b05002_005"	"250"	""	258
"b05002"	"b05002_005"	"251"	"low"	256
"b05002"	"b05002_005"	"251"	"medium"	1
"b05002"	"b05002_005"	"251"	""	223
"b05002"	"b05002_005"	"256"	"low"	350
"b05002"	"b05002_005"	"256"	"medium"	1
"b05002"	"b05002_005"	"256"	""	130
"b05002"	"b05002_005"	"310"	"high"	5
"b05002"	"b05002_005"	"310"	"low"	762
"b05002"	"b05002_005"	"310"	"medium"	29
"b05002"	"b05002_005"	"400"	"high"	4
"b05002"	"b05002_005"	"400"	"low"	3523
"b05002"	"b05002_005"	"400"	"medium"	33
"b05002"	"b05002_005"	"400"	""	32
"b05002"	"b05002_005"	"500"	"high"	3
"b05002"	"b05002_005"	"500"	"low"	330
"b05002"	"b05002_005"	"500"	"medium"	35
"b05002"	"b05002_005"	"795"	"high"	3
"b05002"	"b05002_005"	"795"	"low"	2282
"b05002"	"b05002_005"	"795"	"medium"	92
"b05002"	"b05002_005"	"795"	""	1
"b05002"	"b05002_005"	"860"	"high"	1
"b05002"	"b05002_005"	"860"	"low"	29474
"b05002"	"b05002_005"	"860"	"medium"	135
"b05002"	"b05002_005"	"860"	""	3510
"b05002"	"b05002_006"	"010"	"high"	1
"b05002"	"b05002_006"	"020"	"high"	1
"b05002"	"b05002_006"	"020"	"low"	2
"b05002"	"b05002_006"	"020"	"medium"	1
"b05002"	"b05002_006"	"030"	"high"	3
"b05002"	"b05002_006"	"030"	"low"	4
"b05002"	"b05002_006"	"030"	"medium"	2
"b05002"	"b05002_006"	"040"	"high"	7
"b05002"	"b05002_006"	"040"	"low"	36
"b05002"	"b05002_006"	"040"	"medium"	9
"b05002"	"b05002_006"	"050"	"high"	1
"b05002"	"b05002_006"	"050"	"low"	3151
"b05002"	"b05002_006"	"050"	"medium"	61
"b05002"	"b05002_006"	"050"	""	7
"b05002"	"b05002_006"	"060"	"high"	7
"b05002"	"b05002_006"	"060"	"low"	33987
"b05002"	"b05002_006"	"060"	"medium"	142
"b05002"	"b05002_006"	"060"	""	2408
"b05002"	"b05002_006"	"140"	"high"	2
"b05002"	"b05002_006"	"140"	"low"	72014
"b05002"	"b05002_006"	"140"	"medium"	219
"b05002"	"b05002_006"	"140"	""	1407
"b05002"	"b05002_006"	"160"	"low"	27339
"b05002"	"b05002_006"	"160"	"medium"	109
"b05002"	"b05002_006"	"160"	""	2062
"b05002"	"b05002_006"	"170"	"low"	7
"b05002"	"b05002_006"	"170"	"medium"	1
"b05002"	"b05002_006"	"250"	"low"	505
"b05002"	"b05002_006"	"250"	"medium"	1
"b05002"	"b05002_006"	"250"	""	187
"b05002"	"b05002_006"	"251"	"low"	375
"b05002"	"b05002_006"	"251"	"medium"	1
"b05002"	"b05002_006"	"251"	""	104
"b05002"	"b05002_006"	"256"	"low"	399
"b05002"	"b05002_006"	"256"	""	82
"b05002"	"b05002_006"	"310"	"high"	2
"b05002"	"b05002_006"	"310"	"low"	760
"b05002"	"b05002_006"	"310"	"medium"	34
"b05002"	"b05002_006"	"400"	"high"	1
"b05002"	"b05002_006"	"400"	"low"	3533
"b05002"	"b05002_006"	"400"	"medium"	42
"b05002"	"b05002_006"	"400"	""	16
"b05002"	"b05002_006"	"500"	"high"	1
"b05002"	"b05002_006"	"500"	"low"	326
"b05002"	"b05002_006"	"500"	"medium"	41
"b05002"	"b05002_006"	"795"	"high"	1
"b05002"	"b05002_006"	"795"	"low"	2302
"b05002"	"b05002_006"	"795"	"medium"	74
"b05002"	"b05002_006"	"795"	""	1
"b05002"	"b05002_006"	"860"	"high"	2
"b05002"	"b05002_006"	"860"	"low"	31153
"b05002"	"b05002_006"	"860"	"medium"	134
"b05002"	"b05002_006"	"860"	""	1831
"b05002"	"b05002_007"	"010"	"high"	1
"b05002"	"b05002_007"	"020"	"high"	3
"b05002"	"b05002_007"	"020"	"low"	1
"b05002"	"b05002_007"	"030"	"high"	4
"b05002"	"b05002_007"	"030"	"low"	3
"b05002"	"b05002_007"	"030"	"medium"	2
"b05002"	"b05002_007"	"040"	"high"	13
"b05002"	"b05002_007"	"040"	"low"	27
"b05002"	"b05002_007"	"040"	"medium"	12
"b05002"	"b05002_007"	"050"	"high"	6
"b05002"	"b05002_007"	"050"	"low"	3109
"b05002"	"b05002_007"	"050"	"medium"	96
"b05002"	"b05002_007"	"050"	""	9
"b05002"	"b05002_007"	"060"	"high"	11
"b05002"	"b05002_007"	"060"	"low"	31919
"b05002"	"b05002_007"	"060"	"medium"	170
"b05002"	"b05002_007"	"060"	""	4444
"b05002"	"b05002_007"	"140"	"low"	72399
"b05002"	"b05002_007"	"140"	"medium"	291
"b05002"	"b05002_007"	"140"	""	952
"b05002"	"b05002_007"	"160"	"high"	5
"b05002"	"b05002_007"	"160"	"low"	27130
"b05002"	"b05002_007"	"160"	"medium"	134
"b05002"	"b05002_007"	"160"	""	2241
"b05002"	"b05002_007"	"170"	"low"	7
"b05002"	"b05002_007"	"170"	"medium"	1
"b05002"	"b05002_007"	"250"	"low"	487
"b05002"	"b05002_007"	"250"	"medium"	4
"b05002"	"b05002_007"	"250"	""	202
"b05002"	"b05002_007"	"251"	"low"	365
"b05002"	"b05002_007"	"251"	""	115
"b05002"	"b05002_007"	"256"	"low"	401
"b05002"	"b05002_007"	"256"	""	80
"b05002"	"b05002_007"	"310"	"high"	9
"b05002"	"b05002_007"	"310"	"low"	751
"b05002"	"b05002_007"	"310"	"medium"	35
"b05002"	"b05002_007"	"310"	""	1
"b05002"	"b05002_007"	"400"	"high"	8
"b05002"	"b05002_007"	"400"	"low"	3534
"b05002"	"b05002_007"	"400"	"medium"	40
"b05002"	"b05002_007"	"400"	""	10
"b05002"	"b05002_007"	"500"	"high"	8
"b05002"	"b05002_007"	"500"	"low"	302
"b05002"	"b05002_007"	"500"	"medium"	58
"b05002"	"b05002_007"	"795"	"high"	3
"b05002"	"b05002_007"	"795"	"low"	2266
"b05002"	"b05002_007"	"795"	"medium"	109
"b05002"	"b05002_007"	"860"	"low"	31155
"b05002"	"b05002_007"	"860"	"medium"	181
"b05002"	"b05002_007"	"860"	""	1784
"b05002"	"b05002_008"	"010"	"high"	1
"b05002"	"b05002_008"	"020"	"high"	4
"b05002"	"b05002_008"	"030"	"high"	8
"b05002"	"b05002_008"	"030"	"medium"	1
"b05002"	"b05002_008"	"040"	"high"	11
"b05002"	"b05002_008"	"040"	"low"	22
"b05002"	"b05002_008"	"040"	"medium"	19
"b05002"	"b05002_008"	"050"	"high"	6
"b05002"	"b05002_008"	"050"	"low"	3107
"b05002"	"b05002_008"	"050"	"medium"	89
"b05002"	"b05002_008"	"050"	""	18
"b05002"	"b05002_008"	"060"	"high"	9
"b05002"	"b05002_008"	"060"	"low"	31614
"b05002"	"b05002_008"	"060"	"medium"	124
"b05002"	"b05002_008"	"060"	""	4797
"b05002"	"b05002_008"	"140"	"high"	2
"b05002"	"b05002_008"	"140"	"low"	71218
"b05002"	"b05002_008"	"140"	"medium"	213
"b05002"	"b05002_008"	"140"	""	2209
"b05002"	"b05002_008"	"160"	"high"	3
"b05002"	"b05002_008"	"160"	"low"	26260
"b05002"	"b05002_008"	"160"	"medium"	95
"b05002"	"b05002_008"	"160"	""	3152
"b05002"	"b05002_008"	"170"	"low"	8
"b05002"	"b05002_008"	"250"	"low"	548
"b05002"	"b05002_008"	"250"	"medium"	4
"b05002"	"b05002_008"	"250"	""	141
"b05002"	"b05002_008"	"251"	"low"	395
"b05002"	"b05002_008"	"251"	"medium"	2
"b05002"	"b05002_008"	"251"	""	83
"b05002"	"b05002_008"	"256"	"low"	412
"b05002"	"b05002_008"	"256"	"medium"	4
"b05002"	"b05002_008"	"256"	""	65
"b05002"	"b05002_008"	"310"	"high"	9
"b05002"	"b05002_008"	"310"	"low"	739
"b05002"	"b05002_008"	"310"	"medium"	45
"b05002"	"b05002_008"	"310"	""	3
"b05002"	"b05002_008"	"400"	"high"	5
"b05002"	"b05002_008"	"400"	"low"	3528
"b05002"	"b05002_008"	"400"	"medium"	39
"b05002"	"b05002_008"	"400"	""	20
"b05002"	"b05002_008"	"500"	"high"	6
"b05002"	"b05002_008"	"500"	"low"	295
"b05002"	"b05002_008"	"500"	"medium"	67
"b05002"	"b05002_008"	"795"	"high"	1
"b05002"	"b05002_008"	"795"	"low"	2276
"b05002"	"b05002_008"	"795"	"medium"	101
"b05002"	"b05002_008"	"860"	"high"	2
"b05002"	"b05002_008"	"860"	"low"	30085
"b05002"	"b05002_008"	"860"	"medium"	132
"b05002"	"b05002_008"	"860"	""	2901
"b05002"	"b05002_009"	"010"	"high"	1
"b05002"	"b05002_009"	"020"	"high"	4
"b05002"	"b05002_009"	"030"	"high"	8
"b05002"	"b05002_009"	"030"	"medium"	1
"b05002"	"b05002_009"	"040"	"high"	12
"b05002"	"b05002_009"	"040"	"low"	25
"b05002"	"b05002_009"	"040"	"medium"	15
"b05002"	"b05002_009"	"050"	"high"	55
"b05002"	"b05002_009"	"050"	"low"	3031
"b05002"	"b05002_009"	"050"	"medium"	88
"b05002"	"b05002_009"	"050"	""	46
"b05002"	"b05002_009"	"060"	"high"	3
"b05002"	"b05002_009"	"060"	"low"	24348
"b05002"	"b05002_009"	"060"	"medium"	75
"b05002"	"b05002_009"	"060"	""	12118
"b05002"	"b05002_009"	"140"	"high"	1
"b05002"	"b05002_009"	"140"	"low"	69718
"b05002"	"b05002_009"	"140"	"medium"	60
"b05002"	"b05002_009"	"140"	""	3863
"b05002"	"b05002_009"	"160"	"high"	6
"b05002"	"b05002_009"	"160"	"low"	20092
"b05002"	"b05002_009"	"160"	"medium"	53
"b05002"	"b05002_009"	"160"	""	9359
"b05002"	"b05002_009"	"170"	"low"	7
"b05002"	"b05002_009"	"170"	"medium"	1
"b05002"	"b05002_009"	"250"	"low"	368
"b05002"	"b05002_009"	"250"	"medium"	1
"b05002"	"b05002_009"	"250"	""	324
"b05002"	"b05002_009"	"251"	"low"	185
"b05002"	"b05002_009"	"251"	""	295
"b05002"	"b05002_009"	"256"	"low"	335
"b05002"	"b05002_009"	"256"	"medium"	1
"b05002"	"b05002_009"	"256"	""	145
"b05002"	"b05002_009"	"310"	"high"	15
"b05002"	"b05002_009"	"310"	"low"	742
"b05002"	"b05002_009"	"310"	"medium"	39
"b05002"	"b05002_009"	"400"	"high"	12
"b05002"	"b05002_009"	"400"	"low"	3349
"b05002"	"b05002_009"	"400"	"medium"	50
"b05002"	"b05002_009"	"400"	""	181
"b05002"	"b05002_009"	"500"	"high"	1
"b05002"	"b05002_009"	"500"	"low"	317
"b05002"	"b05002_009"	"500"	"medium"	50
"b05002"	"b05002_009"	"795"	"high"	24
"b05002"	"b05002_009"	"795"	"low"	2285
"b05002"	"b05002_009"	"795"	"medium"	65
"b05002"	"b05002_009"	"795"	""	4
"b05002"	"b05002_009"	"860"	"high"	25
"b05002"	"b05002_009"	"860"	"low"	25116
"b05002"	"b05002_009"	"860"	"medium"	87
"b05002"	"b05002_009"	"860"	""	7892
"b05002"	"b05002_010"	"010"	"high"	1
"b05002"	"b05002_010"	"020"	"high"	1
"b05002"	"b05002_010"	"020"	"low"	1
"b05002"	"b05002_010"	"020"	"medium"	2
"b05002"	"b05002_010"	"030"	"high"	2
"b05002"	"b05002_010"	"030"	"low"	2
"b05002"	"b05002_010"	"030"	"medium"	5
"b05002"	"b05002_010"	"040"	"high"	5
