"table"	"variable"	"sumlevel"	"change_cv"	"change_cv_count"
"b15002"	"b15002_013"	"310"	"medium"	16
"b15002"	"b15002_013"	"400"	"low"	538
"b15002"	"b15002_013"	"400"	"medium"	27
"b15002"	"b15002_013"	"500"	"low"	112
"b15002"	"b15002_013"	"500"	"medium"	27
"b15002"	"b15002_013"	"795"	"low"	528
"b15002"	"b15002_013"	"795"	"medium"	44
"b15002"	"b15002_013"	"860"	"low"	4090
"b15002"	"b15002_013"	"860"	"medium"	99
"b15002"	"b15002_014"	"010"	"high"	1
"b15002"	"b15002_014"	"020"	"high"	4
"b15002"	"b15002_014"	"030"	"high"	9
"b15002"	"b15002_014"	"040"	"high"	32
"b15002"	"b15002_014"	"040"	"low"	3
"b15002"	"b15002_014"	"040"	"medium"	14
"b15002"	"b15002_014"	"050"	"high"	6
"b15002"	"b15002_014"	"050"	"low"	822
"b15002"	"b15002_014"	"050"	"medium"	131
"b15002"	"b15002_014"	"060"	"high"	2
"b15002"	"b15002_014"	"060"	"low"	4248
"b15002"	"b15002_014"	"060"	"medium"	113
"b15002"	"b15002_014"	"140"	"high"	1
"b15002"	"b15002_014"	"140"	"low"	10066
"b15002"	"b15002_014"	"140"	"medium"	110
"b15002"	"b15002_014"	"150"	"high"	1
"b15002"	"b15002_014"	"150"	"low"	19871
"b15002"	"b15002_014"	"150"	"medium"	73
"b15002"	"b15002_014"	"160"	"low"	2840
"b15002"	"b15002_014"	"160"	"medium"	66
"b15002"	"b15002_014"	"170"	"low"	4
"b15002"	"b15002_014"	"170"	"medium"	1
"b15002"	"b15002_014"	"250"	"low"	63
"b15002"	"b15002_014"	"250"	"medium"	5
"b15002"	"b15002_014"	"251"	"low"	32
"b15002"	"b15002_014"	"251"	"medium"	1
"b15002"	"b15002_014"	"256"	"low"	46
"b15002"	"b15002_014"	"256"	"medium"	1
"b15002"	"b15002_014"	"258"	"low"	97
"b15002"	"b15002_014"	"258"	"medium"	1
"b15002"	"b15002_014"	"310"	"high"	8
"b15002"	"b15002_014"	"310"	"low"	227
"b15002"	"b15002_014"	"310"	"medium"	82
"b15002"	"b15002_014"	"400"	"high"	7
"b15002"	"b15002_014"	"400"	"low"	636
"b15002"	"b15002_014"	"400"	"medium"	64
"b15002"	"b15002_014"	"500"	"high"	3
"b15002"	"b15002_014"	"500"	"low"	152
"b15002"	"b15002_014"	"500"	"medium"	128
"b15002"	"b15002_014"	"795"	"low"	804
"b15002"	"b15002_014"	"795"	"medium"	119
"b15002"	"b15002_014"	"860"	"low"	4177
"b15002"	"b15002_014"	"860"	"medium"	102
"b15002"	"b15002_015"	"010"	"high"	1
"b15002"	"b15002_015"	"020"	"high"	4
"b15002"	"b15002_015"	"030"	"high"	9
"b15002"	"b15002_015"	"040"	"high"	36
"b15002"	"b15002_015"	"040"	"low"	7
"b15002"	"b15002_015"	"040"	"medium"	9
"b15002"	"b15002_015"	"050"	"high"	66
"b15002"	"b15002_015"	"050"	"low"	692
"b15002"	"b15002_015"	"050"	"medium"	204
"b15002"	"b15002_015"	"060"	"high"	50
"b15002"	"b15002_015"	"060"	"low"	4436
"b15002"	"b15002_015"	"060"	"medium"	304
"b15002"	"b15002_015"	"140"	"high"	3
"b15002"	"b15002_015"	"140"	"low"	11457
"b15002"	"b15002_015"	"140"	"medium"	490
"b15002"	"b15002_015"	"150"	"high"	5
"b15002"	"b15002_015"	"150"	"low"	25943
"b15002"	"b15002_015"	"150"	"medium"	511
"b15002"	"b15002_015"	"160"	"high"	37
"b15002"	"b15002_015"	"160"	"low"	3219
"b15002"	"b15002_015"	"160"	"medium"	238
"b15002"	"b15002_015"	"170"	"high"	1
"b15002"	"b15002_015"	"170"	"low"	3
"b15002"	"b15002_015"	"170"	"medium"	3
"b15002"	"b15002_015"	"250"	"low"	44
"b15002"	"b15002_015"	"250"	"medium"	4
"b15002"	"b15002_015"	"251"	"low"	41
"b15002"	"b15002_015"	"256"	"low"	54
"b15002"	"b15002_015"	"256"	"medium"	1
"b15002"	"b15002_015"	"258"	"low"	92
"b15002"	"b15002_015"	"258"	"medium"	2
"b15002"	"b15002_015"	"310"	"high"	40
"b15002"	"b15002_015"	"310"	"low"	197
"b15002"	"b15002_015"	"310"	"medium"	82
"b15002"	"b15002_015"	"400"	"high"	39
"b15002"	"b15002_015"	"400"	"low"	615
"b15002"	"b15002_015"	"400"	"medium"	85
"b15002"	"b15002_015"	"500"	"high"	66
"b15002"	"b15002_015"	"500"	"low"	96
"b15002"	"b15002_015"	"500"	"medium"	175
"b15002"	"b15002_015"	"795"	"high"	27
"b15002"	"b15002_015"	"795"	"low"	890
"b15002"	"b15002_015"	"795"	"medium"	417
"b15002"	"b15002_015"	"860"	"high"	6
"b15002"	"b15002_015"	"860"	"low"	4865
"b15002"	"b15002_015"	"860"	"medium"	393
"b15002"	"b15002_016"	"010"	"high"	1
"b15002"	"b15002_016"	"020"	"high"	4
"b15002"	"b15002_016"	"030"	"high"	9
"b15002"	"b15002_016"	"040"	"high"	29
"b15002"	"b15002_016"	"040"	"low"	7
"b15002"	"b15002_016"	"040"	"medium"	16
"b15002"	"b15002_016"	"050"	"high"	39
"b15002"	"b15002_016"	"050"	"low"	604
"b15002"	"b15002_016"	"050"	"medium"	143
"b15002"	"b15002_016"	"060"	"high"	32
"b15002"	"b15002_016"	"060"	"low"	2941
"b15002"	"b15002_016"	"060"	"medium"	196
"b15002"	"b15002_016"	"140"	"high"	3
"b15002"	"b15002_016"	"140"	"low"	9419
"b15002"	"b15002_016"	"140"	"medium"	215
"b15002"	"b15002_016"	"150"	"high"	4
"b15002"	"b15002_016"	"150"	"low"	16984
"b15002"	"b15002_016"	"150"	"medium"	176
"b15002"	"b15002_016"	"160"	"high"	21
"b15002"	"b15002_016"	"160"	"low"	2248
"b15002"	"b15002_016"	"160"	"medium"	159
"b15002"	"b15002_016"	"170"	"low"	2
"b15002"	"b15002_016"	"170"	"medium"	2
"b15002"	"b15002_016"	"250"	"high"	1
"b15002"	"b15002_016"	"250"	"low"	28
"b15002"	"b15002_016"	"250"	"medium"	2
"b15002"	"b15002_016"	"251"	"low"	10
"b15002"	"b15002_016"	"256"	"low"	30
"b15002"	"b15002_016"	"258"	"low"	39
"b15002"	"b15002_016"	"310"	"high"	29
"b15002"	"b15002_016"	"310"	"low"	173
"b15002"	"b15002_016"	"310"	"medium"	54
"b15002"	"b15002_016"	"400"	"high"	30
"b15002"	"b15002_016"	"400"	"low"	519
"b15002"	"b15002_016"	"400"	"medium"	61
"b15002"	"b15002_016"	"500"	"high"	37
"b15002"	"b15002_016"	"500"	"low"	123
"b15002"	"b15002_016"	"500"	"medium"	144
"b15002"	"b15002_016"	"795"	"high"	13
"b15002"	"b15002_016"	"795"	"low"	793
"b15002"	"b15002_016"	"795"	"medium"	249
"b15002"	"b15002_016"	"860"	"high"	5
"b15002"	"b15002_016"	"860"	"low"	3676
"b15002"	"b15002_016"	"860"	"medium"	207
"b15002"	"b15002_017"	"010"	"high"	1
"b15002"	"b15002_017"	"020"	"high"	4
"b15002"	"b15002_017"	"030"	"high"	5
"b15002"	"b15002_017"	"030"	"medium"	4
"b15002"	"b15002_017"	"040"	"high"	6
"b15002"	"b15002_017"	"040"	"low"	22
"b15002"	"b15002_017"	"040"	"medium"	15
"b15002"	"b15002_017"	"050"	"high"	1
"b15002"	"b15002_017"	"050"	"low"	419
"b15002"	"b15002_017"	"050"	"medium"	27
"b15002"	"b15002_017"	"060"	"high"	3
"b15002"	"b15002_017"	"060"	"low"	1510
"b15002"	"b15002_017"	"060"	"medium"	29
"b15002"	"b15002_017"	"140"	"low"	4789
"b15002"	"b15002_017"	"140"	"medium"	34
"b15002"	"b15002_017"	"150"	"high"	1
"b15002"	"b15002_017"	"150"	"low"	6248
"b15002"	"b15002_017"	"150"	"medium"	35
"b15002"	"b15002_017"	"160"	"low"	1089
"b15002"	"b15002_017"	"160"	"medium"	17
"b15002"	"b15002_017"	"170"	"low"	2
"b15002"	"b15002_017"	"250"	"low"	10
"b15002"	"b15002_017"	"250"	"medium"	1
"b15002"	"b15002_017"	"251"	"low"	4
"b15002"	"b15002_017"	"256"	"low"	13
"b15002"	"b15002_017"	"256"	"medium"	1
"b15002"	"b15002_017"	"258"	"low"	15
"b15002"	"b15002_017"	"258"	"medium"	1
"b15002"	"b15002_017"	"310"	"low"	118
"b15002"	"b15002_017"	"310"	"medium"	19
"b15002"	"b15002_017"	"400"	"low"	323
"b15002"	"b15002_017"	"400"	"medium"	19
"b15002"	"b15002_017"	"500"	"low"	103
"b15002"	"b15002_017"	"500"	"medium"	26
"b15002"	"b15002_017"	"795"	"low"	442
"b15002"	"b15002_017"	"795"	"medium"	27
"b15002"	"b15002_017"	"860"	"low"	1930
"b15002"	"b15002_017"	"860"	"medium"	29
"b15002"	"b15002_018"	"010"	"high"	1
"b15002"	"b15002_018"	"020"	"high"	3
"b15002"	"b15002_018"	"020"	"medium"	1
"b15002"	"b15002_018"	"030"	"high"	3
"b15002"	"b15002_018"	"030"	"low"	1
"b15002"	"b15002_018"	"030"	"medium"	5
"b15002"	"b15002_018"	"040"	"high"	5
"b15002"	"b15002_018"	"040"	"low"	10
"b15002"	"b15002_018"	"040"	"medium"	14
"b15002"	"b15002_018"	"050"	"high"	2
"b15002"	"b15002_018"	"050"	"low"	377
"b15002"	"b15002_018"	"050"	"medium"	22
"b15002"	"b15002_018"	"060"	"high"	2
"b15002"	"b15002_018"	"060"	"low"	1117
"b15002"	"b15002_018"	"060"	"medium"	18
"b15002"	"b15002_018"	"140"	"high"	1
"b15002"	"b15002_018"	"140"	"low"	3781
"b15002"	"b15002_018"	"140"	"medium"	17
"b15002"	"b15002_018"	"150"	"high"	2
"b15002"	"b15002_018"	"150"	"low"	4433
"b15002"	"b15002_018"	"150"	"medium"	18
"b15002"	"b15002_018"	"160"	"low"	906
"b15002"	"b15002_018"	"160"	"medium"	21
"b15002"	"b15002_018"	"170"	"low"	2
"b15002"	"b15002_018"	"250"	"low"	12
"b15002"	"b15002_018"	"250"	"medium"	1
"b15002"	"b15002_018"	"251"	"low"	1
"b15002"	"b15002_018"	"256"	"low"	10
"b15002"	"b15002_018"	"258"	"low"	13
"b15002"	"b15002_018"	"310"	"high"	5
"b15002"	"b15002_018"	"310"	"low"	115
"b15002"	"b15002_018"	"310"	"medium"	18
"b15002"	"b15002_018"	"400"	"high"	4
"b15002"	"b15002_018"	"400"	"low"	244
"b15002"	"b15002_018"	"400"	"medium"	20
"b15002"	"b15002_018"	"500"	"low"	103
"b15002"	"b15002_018"	"500"	"medium"	16
"b15002"	"b15002_018"	"795"	"low"	410
"b15002"	"b15002_018"	"795"	"medium"	26
"b15002"	"b15002_018"	"860"	"low"	1612
"b15002"	"b15002_018"	"860"	"medium"	17
"b15002"	"b15002_019"	"010"	"high"	1
"b15002"	"b15002_019"	"020"	"high"	4
"b15002"	"b15002_019"	"030"	"high"	9
"b15002"	"b15002_019"	"040"	"high"	52
"b15002"	"b15002_019"	"050"	"high"	1091
"b15002"	"b15002_019"	"050"	"low"	619
"b15002"	"b15002_019"	"050"	"medium"	605
"b15002"	"b15002_019"	"060"	"high"	355
"b15002"	"b15002_019"	"060"	"low"	5748
"b15002"	"b15002_019"	"060"	"medium"	876
"b15002"	"b15002_019"	"140"	"high"	211
"b15002"	"b15002_019"	"140"	"low"	13709
"b15002"	"b15002_019"	"140"	"medium"	1880
"b15002"	"b15002_019"	"150"	"high"	161
"b15002"	"b15002_019"	"150"	"low"	32621
"b15002"	"b15002_019"	"150"	"medium"	2010
"b15002"	"b15002_019"	"160"	"high"	303
"b15002"	"b15002_019"	"160"	"low"	4411
"b15002"	"b15002_019"	"160"	"medium"	794
"b15002"	"b15002_019"	"170"	"high"	5
"b15002"	"b15002_019"	"170"	"low"	2
"b15002"	"b15002_019"	"250"	"high"	9
"b15002"	"b15002_019"	"250"	"low"	100
"b15002"	"b15002_019"	"250"	"medium"	19
"b15002"	"b15002_019"	"251"	"high"	1
"b15002"	"b15002_019"	"251"	"low"	75
"b15002"	"b15002_019"	"251"	"medium"	4
"b15002"	"b15002_019"	"256"	"low"	84
"b15002"	"b15002_019"	"256"	"medium"	10
"b15002"	"b15002_019"	"258"	"low"	150
"b15002"	"b15002_019"	"258"	"medium"	8
"b15002"	"b15002_019"	"310"	"high"	413
"b15002"	"b15002_019"	"310"	"low"	128
"b15002"	"b15002_019"	"310"	"medium"	136
"b15002"	"b15002_019"	"400"	"high"	168
"b15002"	"b15002_019"	"400"	"low"	694
"b15002"	"b15002_019"	"400"	"medium"	193
"b15002"	"b15002_019"	"500"	"high"	251
"b15002"	"b15002_019"	"500"	"low"	28
"b15002"	"b15002_019"	"500"	"medium"	58
"b15002"	"b15002_019"	"795"	"high"	712
"b15002"	"b15002_019"	"795"	"low"	505
"b15002"	"b15002_019"	"795"	"medium"	688
"b15002"	"b15002_019"	"860"	"high"	189
"b15002"	"b15002_019"	"860"	"low"	6221
"b15002"	"b15002_019"	"860"	"medium"	1275
"b15002"	"b15002_020"	"010"	"high"	1
"b15002"	"b15002_020"	"020"	"high"	3
"b15002"	"b15002_020"	"020"	"medium"	1
"b15002"	"b15002_020"	"030"	"high"	4
"b15002"	"b15002_020"	"030"	"low"	1
"b15002"	"b15002_020"	"030"	"medium"	3
"b15002"	"b15002_020"	"040"	"high"	2
"b15002"	"b15002_020"	"040"	"low"	18
"b15002"	"b15002_020"	"040"	"medium"	11
"b15002"	"b15002_020"	"050"	"high"	3
"b15002"	"b15002_020"	"050"	"low"	469
"b15002"	"b15002_020"	"050"	"medium"	35
"b15002"	"b15002_020"	"060"	"high"	3
"b15002"	"b15002_020"	"060"	"low"	1296
"b15002"	"b15002_020"	"060"	"medium"	35
"b15002"	"b15002_020"	"140"	"low"	4181
"b15002"	"b15002_020"	"140"	"medium"	19
"b15002"	"b15002_020"	"150"	"low"	3752
"b15002"	"b15002_020"	"150"	"medium"	23
"b15002"	"b15002_020"	"160"	"high"	2
"b15002"	"b15002_020"	"160"	"low"	1028
"b15002"	"b15002_020"	"160"	"medium"	28
"b15002"	"b15002_020"	"170"	"low"	2
"b15002"	"b15002_020"	"250"	"low"	18
"b15002"	"b15002_020"	"250"	"medium"	3
"b15002"	"b15002_020"	"251"	"low"	20
"b15002"	"b15002_020"	"251"	"medium"	2
"b15002"	"b15002_020"	"256"	"low"	22
"b15002"	"b15002_020"	"256"	"medium"	2
"b15002"	"b15002_020"	"258"	"low"	31
"b15002"	"b15002_020"	"310"	"high"	4
"b15002"	"b15002_020"	"310"	"low"	155
"b15002"	"b15002_020"	"310"	"medium"	16
"b15002"	"b15002_020"	"400"	"high"	5
"b15002"	"b15002_020"	"400"	"low"	334
"b15002"	"b15002_020"	"400"	"medium"	24
"b15002"	"b15002_020"	"500"	"high"	1
"b15002"	"b15002_020"	"500"	"low"	108
"b15002"	"b15002_020"	"500"	"medium"	22
"b15002"	"b15002_020"	"795"	"high"	1
"b15002"	"b15002_020"	"795"	"low"	463
"b15002"	"b15002_020"	"795"	"medium"	42
"b15002"	"b15002_020"	"860"	"low"	1871
"b15002"	"b15002_020"	"860"	"medium"	36
"b15002"	"b15002_021"	"010"	"high"	1
"b15002"	"b15002_021"	"020"	"high"	1
"b15002"	"b15002_021"	"020"	"low"	1
"b15002"	"b15002_021"	"020"	"medium"	2
"b15002"	"b15002_021"	"030"	"high"	1
"b15002"	"b15002_021"	"030"	"low"	2
"b15002"	"b15002_021"	"030"	"medium"	5
"b15002"	"b15002_021"	"040"	"high"	1
"b15002"	"b15002_021"	"040"	"low"	13
"b15002"	"b15002_021"	"040"	"medium"	8
"b15002"	"b15002_021"	"050"	"low"	417
"b15002"	"b15002_021"	"050"	"medium"	10
"b15002"	"b15002_021"	"060"	"low"	686
"b15002"	"b15002_021"	"060"	"medium"	18
"b15002"	"b15002_021"	"140"	"low"	1962
"b15002"	"b15002_021"	"140"	"medium"	14
"b15002"	"b15002_021"	"150"	"high"	1
"b15002"	"b15002_021"	"150"	"low"	1946
"b15002"	"b15002_021"	"150"	"medium"	6
"b15002"	"b15002_021"	"160"	"low"	577
"b15002"	"b15002_021"	"160"	"medium"	10
"b15002"	"b15002_021"	"170"	"low"	2
"b15002"	"b15002_021"	"250"	"low"	12
"b15002"	"b15002_021"	"250"	"medium"	1
"b15002"	"b15002_021"	"251"	"low"	14
"b15002"	"b15002_021"	"256"	"low"	11
"b15002"	"b15002_021"	"258"	"low"	14
"b15002"	"b15002_021"	"310"	"high"	1
"b15002"	"b15002_021"	"310"	"low"	126
"b15002"	"b15002_021"	"310"	"medium"	8
"b15002"	"b15002_021"	"400"	"high"	1
"b15002"	"b15002_021"	"400"	"low"	231
"b15002"	"b15002_021"	"400"	"medium"	12
"b15002"	"b15002_021"	"500"	"high"	1
"b15002"	"b15002_021"	"500"	"low"	89
"b15002"	"b15002_021"	"500"	"medium"	10
"b15002"	"b15002_021"	"795"	"low"	453
"b15002"	"b15002_021"	"795"	"medium"	18
"b15002"	"b15002_021"	"860"	"low"	1029
"b15002"	"b15002_021"	"860"	"medium"	12
"b15002"	"b15002_022"	"010"	"high"	1
"b15002"	"b15002_022"	"020"	"high"	4
"b15002"	"b15002_022"	"030"	"high"	4
"b15002"	"b15002_022"	"030"	"low"	1
"b15002"	"b15002_022"	"030"	"medium"	4
"b15002"	"b15002_022"	"040"	"high"	2
"b15002"	"b15002_022"	"040"	"low"	17
"b15002"	"b15002_022"	"040"	"medium"	18
"b15002"	"b15002_022"	"050"	"high"	3
"b15002"	"b15002_022"	"050"	"low"	513
"b15002"	"b15002_022"	"050"	"medium"	24
"b15002"	"b15002_022"	"060"	"low"	1039
"b15002"	"b15002_022"	"060"	"medium"	35
"b15002"	"b15002_022"	"140"	"low"	3350
"b15002"	"b15002_022"	"140"	"medium"	29
"b15002"	"b15002_022"	"150"	"low"	3775
"b15002"	"b15002_022"	"150"	"medium"	23
"b15002"	"b15002_022"	"160"	"low"	860
"b15002"	"b15002_022"	"160"	"medium"	23
"b15002"	"b15002_022"	"170"	"low"	1
"b15002"	"b15002_022"	"250"	"low"	25
"b15002"	"b15002_022"	"251"	"low"	11
"b15002"	"b15002_022"	"251"	"medium"	1
"b15002"	"b15002_022"	"256"	"low"	17
"b15002"	"b15002_022"	"258"	"low"	19
"b15002"	"b15002_022"	"258"	"medium"	1
"b15002"	"b15002_022"	"310"	"high"	1
"b15002"	"b15002_022"	"310"	"low"	178
"b15002"	"b15002_022"	"310"	"medium"	11
"b15002"	"b15002_022"	"400"	"high"	1
"b15002"	"b15002_022"	"400"	"low"	327
"b15002"	"b15002_022"	"400"	"medium"	13
"b15002"	"b15002_022"	"500"	"high"	1
"b15002"	"b15002_022"	"500"	"low"	119
"b15002"	"b15002_022"	"500"	"medium"	26
"b15002"	"b15002_022"	"795"	"low"	469
"b15002"	"b15002_022"	"795"	"medium"	39
"b15002"	"b15002_022"	"860"	"low"	1545
"b15002"	"b15002_022"	"860"	"medium"	39
"b15002"	"b15002_023"	"010"	"high"	1
"b15002"	"b15002_023"	"020"	"high"	4
"b15002"	"b15002_023"	"030"	"high"	9
"b15002"	"b15002_023"	"040"	"high"	20
"b15002"	"b15002_023"	"040"	"low"	5
"b15002"	"b15002_023"	"040"	"medium"	23
"b15002"	"b15002_023"	"050"	"high"	3
"b15002"	"b15002_023"	"050"	"low"	808
"b15002"	"b15002_023"	"050"	"medium"	77
"b15002"	"b15002_023"	"060"	"high"	4
"b15002"	"b15002_023"	"060"	"low"	2499
"b15002"	"b15002_023"	"060"	"medium"	40
"b15002"	"b15002_023"	"140"	"low"	5461
"b15002"	"b15002_023"	"140"	"medium"	20
"b15002"	"b15002_023"	"150"	"low"	5189
"b15002"	"b15002_023"	"150"	"medium"	14
"b15002"	"b15002_023"	"160"	"high"	1
"b15002"	"b15002_023"	"160"	"low"	1596
"b15002"	"b15002_023"	"160"	"medium"	35
"b15002"	"b15002_023"	"170"	"low"	3
"b15002"	"b15002_023"	"170"	"medium"	1
"b15002"	"b15002_023"	"250"	"low"	46
"b15002"	"b15002_023"	"251"	"low"	34
"b15002"	"b15002_023"	"251"	"medium"	1
"b15002"	"b15002_023"	"256"	"low"	48
"b15002"	"b15002_023"	"258"	"low"	51
"b15002"	"b15002_023"	"310"	"high"	3
"b15002"	"b15002_023"	"310"	"low"	247
"b15002"	"b15002_023"	"310"	"medium"	47
"b15002"	"b15002_023"	"400"	"high"	4
"b15002"	"b15002_023"	"400"	"low"	585
"b15002"	"b15002_023"	"400"	"medium"	35
"b15002"	"b15002_023"	"500"	"high"	3
"b15002"	"b15002_023"	"500"	"low"	137
"b15002"	"b15002_023"	"500"	"medium"	92
"b15002"	"b15002_023"	"795"	"low"	664
"b15002"	"b15002_023"	"795"	"medium"	95
"b15002"	"b15002_023"	"860"	"low"	2886
"b15002"	"b15002_023"	"860"	"medium"	39
"b15002"	"b15002_024"	"010"	"high"	1
"b15002"	"b15002_024"	"020"	"high"	3
"b15002"	"b15002_024"	"020"	"medium"	1
"b15002"	"b15002_024"	"030"	"high"	4
"b15002"	"b15002_024"	"030"	"medium"	4
"b15002"	"b15002_024"	"040"	"high"	4
"b15002"	"b15002_024"	"040"	"low"	17
"b15002"	"b15002_024"	"040"	"medium"	17
"b15002"	"b15002_024"	"050"	"high"	1
"b15002"	"b15002_024"	"050"	"low"	550
"b15002"	"b15002_024"	"050"	"medium"	26
"b15002"	"b15002_024"	"060"	"high"	2
"b15002"	"b15002_024"	"060"	"low"	1755
"b15002"	"b15002_024"	"060"	"medium"	24
"b15002"	"b15002_024"	"140"	"high"	1
"b15002"	"b15002_024"	"140"	"low"	4607
"b15002"	"b15002_024"	"140"	"medium"	19
"b15002"	"b15002_024"	"150"	"high"	2
"b15002"	"b15002_024"	"150"	"low"	4021
"b15002"	"b15002_024"	"150"	"medium"	8
"b15002"	"b15002_024"	"160"	"high"	1
"b15002"	"b15002_024"	"160"	"low"	1181
"b15002"	"b15002_024"	"160"	"medium"	25
"b15002"	"b15002_024"	"170"	"low"	2
"b15002"	"b15002_024"	"170"	"medium"	1
"b15002"	"b15002_024"	"250"	"low"	27
"b15002"	"b15002_024"	"251"	"low"	26
"b15002"	"b15002_024"	"256"	"low"	28
"b15002"	"b15002_024"	"256"	"medium"	1
"b15002"	"b15002_024"	"258"	"low"	37
"b15002"	"b15002_024"	"310"	"high"	2
"b15002"	"b15002_024"	"310"	"low"	162
"b15002"	"b15002_024"	"310"	"medium"	16
"b15002"	"b15002_024"	"400"	"high"	1
"b15002"	"b15002_024"	"400"	"low"	433
"b15002"	"b15002_024"	"400"	"medium"	17
"b15002"	"b15002_024"	"500"	"high"	1
"b15002"	"b15002_024"	"500"	"low"	116
"b15002"	"b15002_024"	"500"	"medium"	17
"b15002"	"b15002_024"	"795"	"low"	454
"b15002"	"b15002_024"	"795"	"medium"	29
"b15002"	"b15002_024"	"860"	"high"	1
"b15002"	"b15002_024"	"860"	"low"	2129
"b15002"	"b15002_024"	"860"	"medium"	24
"b15002"	"b15002_025"	"010"	"high"	1
"b15002"	"b15002_025"	"020"	"high"	4
"b15002"	"b15002_025"	"030"	"high"	8
"b15002"	"b15002_025"	"030"	"medium"	1
"b15002"	"b15002_025"	"040"	"high"	10
"b15002"	"b15002_025"	"040"	"low"	9
"b15002"	"b15002_025"	"040"	"medium"	21
"b15002"	"b15002_025"	"050"	"high"	2
"b15002"	"b15002_025"	"050"	"low"	621
"b15002"	"b15002_025"	"050"	"medium"	52
"b15002"	"b15002_025"	"060"	"high"	4
"b15002"	"b15002_025"	"060"	"low"	2393
"b15002"	"b15002_025"	"060"	"medium"	36
"b15002"	"b15002_025"	"140"	"high"	1
"b15002"	"b15002_025"	"140"	"low"	5866
"b15002"	"b15002_025"	"140"	"medium"	23
"b15002"	"b15002_025"	"150"	"high"	2
"b15002"	"b15002_025"	"150"	"low"	5164
"b15002"	"b15002_025"	"150"	"medium"	10
"b15002"	"b15002_025"	"160"	"high"	2
"b15002"	"b15002_025"	"160"	"low"	1604
"b15002"	"b15002_025"	"160"	"medium"	24
"b15002"	"b15002_025"	"170"	"low"	3
"b15002"	"b15002_025"	"170"	"medium"	1
"b15002"	"b15002_025"	"250"	"low"	36
"b15002"	"b15002_025"	"251"	"low"	33
"b15002"	"b15002_025"	"251"	"medium"	1
"b15002"	"b15002_025"	"256"	"low"	31
"b15002"	"b15002_025"	"256"	"medium"	1
"b15002"	"b15002_025"	"258"	"low"	58
"b15002"	"b15002_025"	"310"	"high"	3
"b15002"	"b15002_025"	"310"	"low"	183
"b15002"	"b15002_025"	"310"	"medium"	29
"b15002"	"b15002_025"	"400"	"high"	3
"b15002"	"b15002_025"	"400"	"low"	528
"b15002"	"b15002_025"	"400"	"medium"	25
"b15002"	"b15002_025"	"500"	"low"	150
"b15002"	"b15002_025"	"500"	"medium"	44
"b15002"	"b15002_025"	"795"	"high"	1
"b15002"	"b15002_025"	"795"	"low"	583
"b15002"	"b15002_025"	"795"	"medium"	49
"b15002"	"b15002_025"	"860"	"low"	2779
"b15002"	"b15002_025"	"860"	"medium"	34
"b15002"	"b15002_026"	"010"	"high"	1
"b15002"	"b15002_026"	"020"	"high"	4
"b15002"	"b15002_026"	"030"	"high"	8
"b15002"	"b15002_026"	"030"	"medium"	1
"b15002"	"b15002_026"	"040"	"high"	10
"b15002"	"b15002_026"	"040"	"low"	12
"b15002"	"b15002_026"	"040"	"medium"	20
"b15002"	"b15002_026"	"050"	"low"	627
"b15002"	"b15002_026"	"050"	"medium"	45
"b15002"	"b15002_026"	"060"	"high"	3
"b15002"	"b15002_026"	"060"	"low"	2485
"b15002"	"b15002_026"	"060"	"medium"	33
"b15002"	"b15002_026"	"140"	"high"	4
"b15002"	"b15002_026"	"140"	"low"	6329
"b15002"	"b15002_026"	"140"	"medium"	16
"b15002"	"b15002_026"	"150"	"high"	4
"b15002"	"b15002_026"	"150"	"low"	6086
"b15002"	"b15002_026"	"150"	"medium"	10
"b15002"	"b15002_026"	"160"	"high"	1
"b15002"	"b15002_026"	"160"	"low"	1690
"b15002"	"b15002_026"	"160"	"medium"	23
"b15002"	"b15002_026"	"170"	"low"	1
"b15002"	"b15002_026"	"170"	"medium"	2
"b15002"	"b15002_026"	"250"	"low"	47
"b15002"	"b15002_026"	"250"	"medium"	1
"b15002"	"b15002_026"	"251"	"low"	40
"b15002"	"b15002_026"	"251"	"medium"	1
"b15002"	"b15002_026"	"256"	"low"	41
"b15002"	"b15002_026"	"256"	"medium"	1
"b15002"	"b15002_026"	"258"	"low"	58
"b15002"	"b15002_026"	"258"	"medium"	2
"b15002"	"b15002_026"	"310"	"high"	3
"b15002"	"b15002_026"	"310"	"low"	191
"b15002"	"b15002_026"	"310"	"medium"	26
"b15002"	"b15002_026"	"400"	"high"	3
"b15002"	"b15002_026"	"400"	"low"	534
"b15002"	"b15002_026"	"400"	"medium"	29
"b15002"	"b15002_026"	"500"	"low"	149
"b15002"	"b15002_026"	"500"	"medium"	46
"b15002"	"b15002_026"	"795"	"low"	563
"b15002"	"b15002_026"	"795"	"medium"	30
"b15002"	"b15002_026"	"860"	"low"	2850
"b15002"	"b15002_026"	"860"	"medium"	24
"b15002"	"b15002_027"	"010"	"medium"	1
"b15002"	"b15002_027"	"020"	"high"	1
"b15002"	"b15002_027"	"020"	"medium"	1
"b15002"	"b15002_027"	"030"	"low"	2
"b15002"	"b15002_027"	"030"	"medium"	4
"b15002"	"b15002_027"	"040"	"high"	1
"b15002"	"b15002_027"	"040"	"low"	11
"b15002"	"b15002_027"	"040"	"medium"	5
"b15002"	"b15002_027"	"050"	"high"	1
"b15002"	"b15002_027"	"050"	"low"	489
"b15002"	"b15002_027"	"050"	"medium"	18
