"table"	"variable"	"sumlevel"	"change_cv"	"change_cv_count"
"b01001"	"b01001_037"	"500"	"high"	5
"b01001"	"b01001_037"	"500"	"low"	112
"b01001"	"b01001_037"	"500"	"medium"	87
"b01001"	"b01001_037"	"795"	"low"	634
"b01001"	"b01001_037"	"795"	"medium"	114
"b01001"	"b01001_037"	"860"	"low"	4320
"b01001"	"b01001_037"	"860"	"medium"	141
"b01001"	"b01001_038"	"010"	"high"	1
"b01001"	"b01001_038"	"020"	"high"	3
"b01001"	"b01001_038"	"020"	"low"	1
"b01001"	"b01001_038"	"030"	"high"	7
"b01001"	"b01001_038"	"030"	"medium"	2
"b01001"	"b01001_038"	"040"	"high"	19
"b01001"	"b01001_038"	"040"	"low"	8
"b01001"	"b01001_038"	"040"	"medium"	12
"b01001"	"b01001_038"	"050"	"high"	14
"b01001"	"b01001_038"	"050"	"low"	808
"b01001"	"b01001_038"	"050"	"medium"	154
"b01001"	"b01001_038"	"060"	"high"	5
"b01001"	"b01001_038"	"060"	"low"	4759
"b01001"	"b01001_038"	"060"	"medium"	173
"b01001"	"b01001_038"	"140"	"high"	2
"b01001"	"b01001_038"	"140"	"low"	11136
"b01001"	"b01001_038"	"140"	"medium"	410
"b01001"	"b01001_038"	"150"	"high"	5
"b01001"	"b01001_038"	"150"	"low"	26970
"b01001"	"b01001_038"	"150"	"medium"	292
"b01001"	"b01001_038"	"160"	"high"	1
"b01001"	"b01001_038"	"160"	"low"	3263
"b01001"	"b01001_038"	"160"	"medium"	101
"b01001"	"b01001_038"	"170"	"low"	5
"b01001"	"b01001_038"	"170"	"medium"	1
"b01001"	"b01001_038"	"250"	"low"	61
"b01001"	"b01001_038"	"250"	"medium"	4
"b01001"	"b01001_038"	"251"	"low"	41
"b01001"	"b01001_038"	"251"	"medium"	1
"b01001"	"b01001_038"	"256"	"low"	53
"b01001"	"b01001_038"	"256"	"medium"	2
"b01001"	"b01001_038"	"258"	"low"	112
"b01001"	"b01001_038"	"258"	"medium"	1
"b01001"	"b01001_038"	"310"	"high"	18
"b01001"	"b01001_038"	"310"	"low"	242
"b01001"	"b01001_038"	"310"	"medium"	50
"b01001"	"b01001_038"	"400"	"high"	11
"b01001"	"b01001_038"	"400"	"low"	593
"b01001"	"b01001_038"	"400"	"medium"	54
"b01001"	"b01001_038"	"500"	"high"	11
"b01001"	"b01001_038"	"500"	"low"	124
"b01001"	"b01001_038"	"500"	"medium"	89
"b01001"	"b01001_038"	"795"	"high"	2
"b01001"	"b01001_038"	"795"	"low"	696
"b01001"	"b01001_038"	"795"	"medium"	145
"b01001"	"b01001_038"	"860"	"low"	4569
"b01001"	"b01001_038"	"860"	"medium"	150
"b01001"	"b01001_039"	"010"	"high"	1
"b01001"	"b01001_039"	"020"	"high"	4
"b01001"	"b01001_039"	"030"	"high"	9
"b01001"	"b01001_039"	"040"	"high"	47
"b01001"	"b01001_039"	"040"	"low"	1
"b01001"	"b01001_039"	"040"	"medium"	3
"b01001"	"b01001_039"	"050"	"high"	837
"b01001"	"b01001_039"	"050"	"low"	699
"b01001"	"b01001_039"	"050"	"medium"	720
"b01001"	"b01001_039"	"060"	"high"	37
"b01001"	"b01001_039"	"060"	"low"	5049
"b01001"	"b01001_039"	"060"	"medium"	211
"b01001"	"b01001_039"	"140"	"high"	5
"b01001"	"b01001_039"	"140"	"low"	11228
"b01001"	"b01001_039"	"140"	"medium"	388
"b01001"	"b01001_039"	"150"	"high"	3
"b01001"	"b01001_039"	"150"	"low"	27270
"b01001"	"b01001_039"	"150"	"medium"	256
"b01001"	"b01001_039"	"160"	"high"	28
"b01001"	"b01001_039"	"160"	"low"	3452
"b01001"	"b01001_039"	"160"	"medium"	138
"b01001"	"b01001_039"	"170"	"high"	2
"b01001"	"b01001_039"	"170"	"low"	3
"b01001"	"b01001_039"	"170"	"medium"	2
"b01001"	"b01001_039"	"250"	"high"	3
"b01001"	"b01001_039"	"250"	"low"	70
"b01001"	"b01001_039"	"250"	"medium"	15
"b01001"	"b01001_039"	"251"	"low"	47
"b01001"	"b01001_039"	"251"	"medium"	5
"b01001"	"b01001_039"	"256"	"low"	57
"b01001"	"b01001_039"	"256"	"medium"	5
"b01001"	"b01001_039"	"258"	"low"	124
"b01001"	"b01001_039"	"258"	"medium"	2
"b01001"	"b01001_039"	"310"	"high"	277
"b01001"	"b01001_039"	"310"	"low"	162
"b01001"	"b01001_039"	"310"	"medium"	173
"b01001"	"b01001_039"	"400"	"high"	40
"b01001"	"b01001_039"	"400"	"low"	660
"b01001"	"b01001_039"	"400"	"medium"	91
"b01001"	"b01001_039"	"500"	"high"	111
"b01001"	"b01001_039"	"500"	"low"	76
"b01001"	"b01001_039"	"500"	"medium"	96
"b01001"	"b01001_039"	"795"	"high"	271
"b01001"	"b01001_039"	"795"	"low"	582
"b01001"	"b01001_039"	"795"	"medium"	351
"b01001"	"b01001_039"	"860"	"high"	22
"b01001"	"b01001_039"	"860"	"low"	4852
"b01001"	"b01001_039"	"860"	"medium"	248
"b01001"	"b01001_040"	"010"	"high"	1
"b01001"	"b01001_040"	"020"	"high"	4
"b01001"	"b01001_040"	"030"	"high"	9
"b01001"	"b01001_040"	"040"	"high"	48
"b01001"	"b01001_040"	"040"	"medium"	2
"b01001"	"b01001_040"	"050"	"high"	964
"b01001"	"b01001_040"	"050"	"low"	662
"b01001"	"b01001_040"	"050"	"medium"	763
"b01001"	"b01001_040"	"060"	"high"	36
"b01001"	"b01001_040"	"060"	"low"	5337
"b01001"	"b01001_040"	"060"	"medium"	274
"b01001"	"b01001_040"	"140"	"high"	4
"b01001"	"b01001_040"	"140"	"low"	11154
"b01001"	"b01001_040"	"140"	"medium"	424
"b01001"	"b01001_040"	"150"	"high"	4
"b01001"	"b01001_040"	"150"	"low"	27774
"b01001"	"b01001_040"	"150"	"medium"	352
"b01001"	"b01001_040"	"160"	"high"	27
"b01001"	"b01001_040"	"160"	"low"	3769
"b01001"	"b01001_040"	"160"	"medium"	167
"b01001"	"b01001_040"	"170"	"high"	4
"b01001"	"b01001_040"	"170"	"low"	2
"b01001"	"b01001_040"	"250"	"high"	5
"b01001"	"b01001_040"	"250"	"low"	82
"b01001"	"b01001_040"	"250"	"medium"	12
"b01001"	"b01001_040"	"251"	"low"	64
"b01001"	"b01001_040"	"251"	"medium"	5
"b01001"	"b01001_040"	"256"	"low"	68
"b01001"	"b01001_040"	"256"	"medium"	2
"b01001"	"b01001_040"	"258"	"low"	108
"b01001"	"b01001_040"	"258"	"medium"	4
"b01001"	"b01001_040"	"310"	"high"	335
"b01001"	"b01001_040"	"310"	"low"	132
"b01001"	"b01001_040"	"310"	"medium"	221
"b01001"	"b01001_040"	"400"	"high"	45
"b01001"	"b01001_040"	"400"	"low"	694
"b01001"	"b01001_040"	"400"	"medium"	129
"b01001"	"b01001_040"	"500"	"high"	125
"b01001"	"b01001_040"	"500"	"low"	85
"b01001"	"b01001_040"	"500"	"medium"	74
"b01001"	"b01001_040"	"795"	"high"	323
"b01001"	"b01001_040"	"795"	"low"	585
"b01001"	"b01001_040"	"795"	"medium"	322
"b01001"	"b01001_040"	"860"	"high"	12
"b01001"	"b01001_040"	"860"	"low"	5089
"b01001"	"b01001_040"	"860"	"medium"	260
"b01001"	"b01001_041"	"010"	"high"	1
"b01001"	"b01001_041"	"020"	"high"	4
"b01001"	"b01001_041"	"030"	"high"	8
"b01001"	"b01001_041"	"030"	"medium"	1
"b01001"	"b01001_041"	"040"	"high"	14
"b01001"	"b01001_041"	"040"	"low"	15
"b01001"	"b01001_041"	"040"	"medium"	12
"b01001"	"b01001_041"	"050"	"high"	14
"b01001"	"b01001_041"	"050"	"low"	635
"b01001"	"b01001_041"	"050"	"medium"	123
"b01001"	"b01001_041"	"060"	"high"	6
"b01001"	"b01001_041"	"060"	"low"	4545
"b01001"	"b01001_041"	"060"	"medium"	162
"b01001"	"b01001_041"	"140"	"low"	10456
"b01001"	"b01001_041"	"140"	"medium"	250
"b01001"	"b01001_041"	"150"	"high"	1
"b01001"	"b01001_041"	"150"	"low"	26805
"b01001"	"b01001_041"	"150"	"medium"	214
"b01001"	"b01001_041"	"160"	"low"	3295
"b01001"	"b01001_041"	"160"	"medium"	97
"b01001"	"b01001_041"	"170"	"low"	3
"b01001"	"b01001_041"	"170"	"medium"	1
"b01001"	"b01001_041"	"250"	"low"	76
"b01001"	"b01001_041"	"251"	"low"	53
"b01001"	"b01001_041"	"251"	"medium"	3
"b01001"	"b01001_041"	"256"	"low"	72
"b01001"	"b01001_041"	"256"	"medium"	1
"b01001"	"b01001_041"	"258"	"low"	123
"b01001"	"b01001_041"	"258"	"medium"	3
"b01001"	"b01001_041"	"310"	"high"	13
"b01001"	"b01001_041"	"310"	"low"	147
"b01001"	"b01001_041"	"310"	"medium"	46
"b01001"	"b01001_041"	"400"	"high"	11
"b01001"	"b01001_041"	"400"	"low"	545
"b01001"	"b01001_041"	"400"	"medium"	50
"b01001"	"b01001_041"	"500"	"high"	4
"b01001"	"b01001_041"	"500"	"low"	125
"b01001"	"b01001_041"	"500"	"medium"	65
"b01001"	"b01001_041"	"795"	"low"	600
"b01001"	"b01001_041"	"795"	"medium"	97
"b01001"	"b01001_041"	"860"	"low"	4435
"b01001"	"b01001_041"	"860"	"medium"	118
"b01001"	"b01001_042"	"010"	"high"	1
"b01001"	"b01001_042"	"020"	"high"	4
"b01001"	"b01001_042"	"030"	"high"	9
"b01001"	"b01001_042"	"040"	"high"	17
"b01001"	"b01001_042"	"040"	"low"	9
"b01001"	"b01001_042"	"040"	"medium"	18
"b01001"	"b01001_042"	"050"	"high"	3
"b01001"	"b01001_042"	"050"	"low"	635
"b01001"	"b01001_042"	"050"	"medium"	62
"b01001"	"b01001_042"	"060"	"high"	2
"b01001"	"b01001_042"	"060"	"low"	3858
"b01001"	"b01001_042"	"060"	"medium"	67
"b01001"	"b01001_042"	"140"	"low"	9589
"b01001"	"b01001_042"	"140"	"medium"	69
"b01001"	"b01001_042"	"150"	"high"	1
"b01001"	"b01001_042"	"150"	"low"	15404
"b01001"	"b01001_042"	"150"	"medium"	40
"b01001"	"b01001_042"	"160"	"low"	2525
"b01001"	"b01001_042"	"160"	"medium"	34
"b01001"	"b01001_042"	"170"	"low"	2
"b01001"	"b01001_042"	"250"	"low"	39
"b01001"	"b01001_042"	"250"	"medium"	3
"b01001"	"b01001_042"	"251"	"low"	38
"b01001"	"b01001_042"	"256"	"low"	51
"b01001"	"b01001_042"	"256"	"medium"	1
"b01001"	"b01001_042"	"258"	"low"	93
"b01001"	"b01001_042"	"310"	"high"	6
"b01001"	"b01001_042"	"310"	"low"	184
"b01001"	"b01001_042"	"310"	"medium"	42
"b01001"	"b01001_042"	"400"	"high"	5
"b01001"	"b01001_042"	"400"	"low"	529
"b01001"	"b01001_042"	"400"	"medium"	35
"b01001"	"b01001_042"	"500"	"low"	154
"b01001"	"b01001_042"	"500"	"medium"	63
"b01001"	"b01001_042"	"795"	"low"	579
"b01001"	"b01001_042"	"795"	"medium"	51
"b01001"	"b01001_042"	"860"	"low"	3631
"b01001"	"b01001_042"	"860"	"medium"	67
"b01001"	"b01001_043"	"010"	"high"	1
"b01001"	"b01001_043"	"020"	"high"	4
"b01001"	"b01001_043"	"030"	"high"	9
"b01001"	"b01001_043"	"040"	"high"	27
"b01001"	"b01001_043"	"040"	"low"	6
"b01001"	"b01001_043"	"040"	"medium"	19
"b01001"	"b01001_043"	"050"	"high"	5
"b01001"	"b01001_043"	"050"	"low"	725
"b01001"	"b01001_043"	"050"	"medium"	135
"b01001"	"b01001_043"	"060"	"high"	3
"b01001"	"b01001_043"	"060"	"low"	4299
"b01001"	"b01001_043"	"060"	"medium"	114
"b01001"	"b01001_043"	"140"	"low"	10365
"b01001"	"b01001_043"	"140"	"medium"	136
"b01001"	"b01001_043"	"150"	"low"	20560
"b01001"	"b01001_043"	"150"	"medium"	86
"b01001"	"b01001_043"	"160"	"low"	3029
"b01001"	"b01001_043"	"160"	"medium"	70
"b01001"	"b01001_043"	"170"	"low"	3
"b01001"	"b01001_043"	"170"	"medium"	1
"b01001"	"b01001_043"	"250"	"low"	53
"b01001"	"b01001_043"	"250"	"medium"	5
"b01001"	"b01001_043"	"251"	"low"	52
"b01001"	"b01001_043"	"251"	"medium"	3
"b01001"	"b01001_043"	"256"	"low"	58
"b01001"	"b01001_043"	"256"	"medium"	4
"b01001"	"b01001_043"	"258"	"low"	112
"b01001"	"b01001_043"	"258"	"medium"	5
"b01001"	"b01001_043"	"310"	"high"	14
"b01001"	"b01001_043"	"310"	"low"	192
"b01001"	"b01001_043"	"310"	"medium"	58
"b01001"	"b01001_043"	"400"	"high"	12
"b01001"	"b01001_043"	"400"	"low"	594
"b01001"	"b01001_043"	"400"	"medium"	49
"b01001"	"b01001_043"	"500"	"high"	4
"b01001"	"b01001_043"	"500"	"low"	182
"b01001"	"b01001_043"	"500"	"medium"	107
"b01001"	"b01001_043"	"795"	"low"	733
"b01001"	"b01001_043"	"795"	"medium"	94
"b01001"	"b01001_043"	"860"	"low"	4169
"b01001"	"b01001_043"	"860"	"medium"	90
"b01001"	"b01001_044"	"010"	"high"	1
"b01001"	"b01001_044"	"020"	"high"	4
"b01001"	"b01001_044"	"030"	"high"	9
"b01001"	"b01001_044"	"040"	"high"	25
"b01001"	"b01001_044"	"040"	"low"	5
"b01001"	"b01001_044"	"040"	"medium"	20
"b01001"	"b01001_044"	"050"	"high"	6
"b01001"	"b01001_044"	"050"	"low"	669
"b01001"	"b01001_044"	"050"	"medium"	143
"b01001"	"b01001_044"	"060"	"high"	5
"b01001"	"b01001_044"	"060"	"low"	3737
"b01001"	"b01001_044"	"060"	"medium"	116
"b01001"	"b01001_044"	"140"	"low"	9474
"b01001"	"b01001_044"	"140"	"medium"	87
"b01001"	"b01001_044"	"150"	"high"	1
"b01001"	"b01001_044"	"150"	"low"	13970
"b01001"	"b01001_044"	"150"	"medium"	43
"b01001"	"b01001_044"	"160"	"high"	2
"b01001"	"b01001_044"	"160"	"low"	2508
"b01001"	"b01001_044"	"160"	"medium"	70
"b01001"	"b01001_044"	"170"	"low"	1
"b01001"	"b01001_044"	"170"	"medium"	3
"b01001"	"b01001_044"	"250"	"low"	50
"b01001"	"b01001_044"	"250"	"medium"	5
"b01001"	"b01001_044"	"251"	"low"	38
"b01001"	"b01001_044"	"256"	"low"	48
"b01001"	"b01001_044"	"256"	"medium"	2
"b01001"	"b01001_044"	"258"	"low"	78
"b01001"	"b01001_044"	"258"	"medium"	1
"b01001"	"b01001_044"	"310"	"high"	14
"b01001"	"b01001_044"	"310"	"low"	205
"b01001"	"b01001_044"	"310"	"medium"	66
"b01001"	"b01001_044"	"400"	"high"	13
"b01001"	"b01001_044"	"400"	"low"	547
"b01001"	"b01001_044"	"400"	"medium"	74
"b01001"	"b01001_044"	"500"	"high"	2
"b01001"	"b01001_044"	"500"	"low"	156
"b01001"	"b01001_044"	"500"	"medium"	121
"b01001"	"b01001_044"	"795"	"low"	707
"b01001"	"b01001_044"	"795"	"medium"	98
"b01001"	"b01001_044"	"860"	"low"	3916
"b01001"	"b01001_044"	"860"	"medium"	72
"b01001"	"b01001_045"	"010"	"high"	1
"b01001"	"b01001_045"	"020"	"high"	4
"b01001"	"b01001_045"	"030"	"high"	9
"b01001"	"b01001_045"	"040"	"high"	46
"b01001"	"b01001_045"	"040"	"medium"	6
"b01001"	"b01001_045"	"050"	"high"	75
"b01001"	"b01001_045"	"050"	"low"	828
"b01001"	"b01001_045"	"050"	"medium"	292
"b01001"	"b01001_045"	"060"	"high"	20
"b01001"	"b01001_045"	"060"	"low"	4624
"b01001"	"b01001_045"	"060"	"medium"	300
"b01001"	"b01001_045"	"140"	"high"	1
"b01001"	"b01001_045"	"140"	"low"	11295
"b01001"	"b01001_045"	"140"	"medium"	210
"b01001"	"b01001_045"	"150"	"high"	2
"b01001"	"b01001_045"	"150"	"low"	18732
"b01001"	"b01001_045"	"150"	"medium"	107
"b01001"	"b01001_045"	"160"	"high"	18
"b01001"	"b01001_045"	"160"	"low"	3272
"b01001"	"b01001_045"	"160"	"medium"	172
"b01001"	"b01001_045"	"170"	"high"	2
"b01001"	"b01001_045"	"170"	"low"	3
"b01001"	"b01001_045"	"170"	"medium"	1
"b01001"	"b01001_045"	"250"	"high"	1
"b01001"	"b01001_045"	"250"	"low"	64
"b01001"	"b01001_045"	"250"	"medium"	8
"b01001"	"b01001_045"	"251"	"low"	42
"b01001"	"b01001_045"	"251"	"medium"	1
"b01001"	"b01001_045"	"256"	"low"	57
"b01001"	"b01001_045"	"256"	"medium"	3
"b01001"	"b01001_045"	"258"	"low"	96
"b01001"	"b01001_045"	"258"	"medium"	2
"b01001"	"b01001_045"	"310"	"high"	55
"b01001"	"b01001_045"	"310"	"low"	267
"b01001"	"b01001_045"	"310"	"medium"	129
"b01001"	"b01001_045"	"400"	"high"	47
"b01001"	"b01001_045"	"400"	"low"	680
"b01001"	"b01001_045"	"400"	"medium"	129
"b01001"	"b01001_045"	"500"	"high"	68
"b01001"	"b01001_045"	"500"	"low"	34
"b01001"	"b01001_045"	"500"	"medium"	256
"b01001"	"b01001_045"	"795"	"high"	3
"b01001"	"b01001_045"	"795"	"low"	1126
"b01001"	"b01001_045"	"795"	"medium"	410
"b01001"	"b01001_045"	"860"	"high"	1
"b01001"	"b01001_045"	"860"	"low"	4875
"b01001"	"b01001_045"	"860"	"medium"	222
"b01001"	"b01001_046"	"010"	"high"	1
"b01001"	"b01001_046"	"020"	"high"	4
"b01001"	"b01001_046"	"030"	"high"	9
"b01001"	"b01001_046"	"040"	"high"	47
"b01001"	"b01001_046"	"040"	"medium"	5
"b01001"	"b01001_046"	"050"	"high"	108
"b01001"	"b01001_046"	"050"	"low"	866
"b01001"	"b01001_046"	"050"	"medium"	374
"b01001"	"b01001_046"	"060"	"high"	31
"b01001"	"b01001_046"	"060"	"low"	4899
"b01001"	"b01001_046"	"060"	"medium"	426
"b01001"	"b01001_046"	"140"	"high"	2
"b01001"	"b01001_046"	"140"	"low"	11859
"b01001"	"b01001_046"	"140"	"medium"	306
"b01001"	"b01001_046"	"150"	"high"	2
"b01001"	"b01001_046"	"150"	"low"	22492
"b01001"	"b01001_046"	"150"	"medium"	188
"b01001"	"b01001_046"	"160"	"high"	16
"b01001"	"b01001_046"	"160"	"low"	3539
"b01001"	"b01001_046"	"160"	"medium"	235
"b01001"	"b01001_046"	"170"	"low"	1
"b01001"	"b01001_046"	"170"	"medium"	4
"b01001"	"b01001_046"	"250"	"high"	2
"b01001"	"b01001_046"	"250"	"low"	61
"b01001"	"b01001_046"	"250"	"medium"	13
"b01001"	"b01001_046"	"251"	"low"	40
"b01001"	"b01001_046"	"251"	"medium"	2
"b01001"	"b01001_046"	"256"	"low"	52
"b01001"	"b01001_046"	"256"	"medium"	5
"b01001"	"b01001_046"	"258"	"low"	103
"b01001"	"b01001_046"	"258"	"medium"	5
"b01001"	"b01001_046"	"310"	"high"	73
"b01001"	"b01001_046"	"310"	"low"	237
"b01001"	"b01001_046"	"310"	"medium"	142
"b01001"	"b01001_046"	"400"	"high"	59
"b01001"	"b01001_046"	"400"	"low"	676
"b01001"	"b01001_046"	"400"	"medium"	150
"b01001"	"b01001_046"	"500"	"high"	105
"b01001"	"b01001_046"	"500"	"low"	33
"b01001"	"b01001_046"	"500"	"medium"	227
"b01001"	"b01001_046"	"795"	"high"	10
"b01001"	"b01001_046"	"795"	"low"	1065
"b01001"	"b01001_046"	"795"	"medium"	574
"b01001"	"b01001_046"	"860"	"high"	1
"b01001"	"b01001_046"	"860"	"low"	5340
"b01001"	"b01001_046"	"860"	"medium"	304
"b01001"	"b01001_047"	"010"	"high"	1
"b01001"	"b01001_047"	"020"	"high"	4
"b01001"	"b01001_047"	"030"	"high"	9
"b01001"	"b01001_047"	"040"	"high"	34
"b01001"	"b01001_047"	"040"	"low"	5
"b01001"	"b01001_047"	"040"	"medium"	11
"b01001"	"b01001_047"	"050"	"high"	22
"b01001"	"b01001_047"	"050"	"low"	756
"b01001"	"b01001_047"	"050"	"medium"	215
"b01001"	"b01001_047"	"060"	"high"	10
"b01001"	"b01001_047"	"060"	"low"	4181
"b01001"	"b01001_047"	"060"	"medium"	160
"b01001"	"b01001_047"	"140"	"low"	9945
"b01001"	"b01001_047"	"140"	"medium"	140
"b01001"	"b01001_047"	"150"	"high"	1
"b01001"	"b01001_047"	"150"	"low"	17068
"b01001"	"b01001_047"	"150"	"medium"	69
"b01001"	"b01001_047"	"160"	"high"	2
"b01001"	"b01001_047"	"160"	"low"	2851
"b01001"	"b01001_047"	"160"	"medium"	92
"b01001"	"b01001_047"	"170"	"low"	4
"b01001"	"b01001_047"	"250"	"low"	54
"b01001"	"b01001_047"	"250"	"medium"	9
"b01001"	"b01001_047"	"251"	"low"	53
"b01001"	"b01001_047"	"251"	"medium"	1
"b01001"	"b01001_047"	"256"	"low"	54
"b01001"	"b01001_047"	"256"	"medium"	3
"b01001"	"b01001_047"	"258"	"low"	93
"b01001"	"b01001_047"	"258"	"medium"	2
"b01001"	"b01001_047"	"310"	"high"	27
"b01001"	"b01001_047"	"310"	"low"	231
"b01001"	"b01001_047"	"310"	"medium"	81
"b01001"	"b01001_047"	"400"	"high"	18
"b01001"	"b01001_047"	"400"	"low"	608
"b01001"	"b01001_047"	"400"	"medium"	73
"b01001"	"b01001_047"	"500"	"high"	14
"b01001"	"b01001_047"	"500"	"low"	131
"b01001"	"b01001_047"	"500"	"medium"	166
"b01001"	"b01001_047"	"795"	"high"	1
"b01001"	"b01001_047"	"795"	"low"	828
"b01001"	"b01001_047"	"795"	"medium"	185
"b01001"	"b01001_047"	"860"	"low"	4109
"b01001"	"b01001_047"	"860"	"medium"	108
"b01001"	"b01001_048"	"010"	"high"	1
"b01001"	"b01001_048"	"020"	"high"	3
"b01001"	"b01001_048"	"020"	"medium"	1
"b01001"	"b01001_048"	"030"	"high"	3
"b01001"	"b01001_048"	"030"	"medium"	5
"b01001"	"b01001_048"	"040"	"high"	5
"b01001"	"b01001_048"	"040"	"low"	15
"b01001"	"b01001_048"	"040"	"medium"	13
"b01001"	"b01001_048"	"050"	"low"	587
"b01001"	"b01001_048"	"050"	"medium"	45
"b01001"	"b01001_048"	"060"	"high"	3
"b01001"	"b01001_048"	"060"	"low"	3214
"b01001"	"b01001_048"	"060"	"medium"	41
"b01001"	"b01001_048"	"140"	"low"	8350
"b01001"	"b01001_048"	"140"	"medium"	62
"b01001"	"b01001_048"	"150"	"low"	12223
"b01001"	"b01001_048"	"150"	"medium"	29
"b01001"	"b01001_048"	"160"	"low"	2250
"b01001"	"b01001_048"	"160"	"medium"	32
"b01001"	"b01001_048"	"250"	"low"	40
"b01001"	"b01001_048"	"251"	"low"	25
"b01001"	"b01001_048"	"256"	"low"	43
"b01001"	"b01001_048"	"258"	"low"	59
"b01001"	"b01001_048"	"258"	"medium"	1
"b01001"	"b01001_048"	"310"	"low"	143
"b01001"	"b01001_048"	"310"	"medium"	26
"b01001"	"b01001_048"	"400"	"high"	1
"b01001"	"b01001_048"	"400"	"low"	478
"b01001"	"b01001_048"	"400"	"medium"	23
"b01001"	"b01001_048"	"500"	"high"	1
"b01001"	"b01001_048"	"500"	"low"	89
"b01001"	"b01001_048"	"500"	"medium"	21
"b01001"	"b01001_048"	"795"	"low"	544
"b01001"	"b01001_048"	"795"	"medium"	27
"b01001"	"b01001_048"	"860"	"low"	3238
"b01001"	"b01001_048"	"860"	"medium"	39
"b01001"	"b01001_049"	"010"	"high"	1
"b01001"	"b01001_049"	"020"	"high"	2
"b01001"	"b01001_049"	"020"	"low"	1
"b01001"	"b01001_049"	"020"	"medium"	1
"b01001"	"b01001_049"	"030"	"high"	4
"b01001"	"b01001_049"	"030"	"low"	2
"b01001"	"b01001_049"	"030"	"medium"	2
"b01001"	"b01001_049"	"040"	"high"	3
"b01001"	"b01001_049"	"040"	"low"	17
"b01001"	"b01001_049"	"040"	"medium"	12
"b01001"	"b01001_049"	"050"	"low"	449
"b01001"	"b01001_049"	"050"	"medium"	33
"b01001"	"b01001_049"	"060"	"high"	1
"b01001"	"b01001_049"	"060"	"low"	2551
"b01001"	"b01001_049"	"060"	"medium"	42
"b01001"	"b01001_049"	"140"	"high"	1
"b01001"	"b01001_049"	"140"	"low"	7304
"b01001"	"b01001_049"	"140"	"medium"	44
"b01001"	"b01001_049"	"150"	"high"	2
"b01001"	"b01001_049"	"150"	"low"	10794
"b01001"	"b01001_049"	"150"	"medium"	34
"b01001"	"b01001_049"	"160"	"low"	1814
"b01001"	"b01001_049"	"160"	"medium"	19
"b01001"	"b01001_049"	"170"	"low"	1
"b01001"	"b01001_049"	"250"	"low"	29
"b01001"	"b01001_049"	"251"	"low"	20
"b01001"	"b01001_049"	"256"	"low"	23
"b01001"	"b01001_049"	"256"	"medium"	1
"b01001"	"b01001_049"	"258"	"low"	36
"b01001"	"b01001_049"	"310"	"high"	1
"b01001"	"b01001_049"	"310"	"low"	112
"b01001"	"b01001_049"	"310"	"medium"	23
"b01001"	"b01001_049"	"400"	"high"	1
"b01001"	"b01001_049"	"400"	"low"	386
"b01001"	"b01001_049"	"400"	"medium"	22
"b01001"	"b01001_049"	"500"	"low"	95
"b01001"	"b01001_049"	"500"	"medium"	18
"b01001"	"b01001_049"	"795"	"low"	428
"b01001"	"b01001_049"	"795"	"medium"	19
"b01001"	"b01001_049"	"860"	"low"	2691
"b01001"	"b01001_049"	"860"	"medium"	26
"b01002"	"b01002_001"	"010"	"high"	1
"b01002"	"b01002_001"	"020"	"high"	4
"b01002"	"b01002_001"	"030"	"high"	6
"b01002"	"b01002_001"	"030"	"medium"	3
"b01002"	"b01002_001"	"040"	"high"	25
"b01002"	"b01002_001"	"040"	"low"	5
"b01002"	"b01002_001"	"040"	"medium"	18
"b01002"	"b01002_001"	"050"	"high"	373
"b01002"	"b01002_001"	"050"	"low"	835
"b01002"	"b01002_001"	"050"	"medium"	664
"b01002"	"b01002_001"	"060"	"high"	106
"b01002"	"b01002_001"	"060"	"low"	5699
"b01002"	"b01002_001"	"060"	"medium"	792
"b01002"	"b01002_001"	"140"	"high"	24
"b01002"	"b01002_001"	"140"	"low"	11794
"b01002"	"b01002_001"	"140"	"medium"	1081
"b01002"	"b01002_001"	"150"	"high"	125
"b01002"	"b01002_001"	"150"	"low"	28685
"b01002"	"b01002_001"	"150"	"medium"	2995
"b01002"	"b01002_001"	"160"	"high"	66
"b01002"	"b01002_001"	"160"	"low"	4143
"b01002"	"b01002_001"	"160"	"medium"	552
"b01002"	"b01002_001"	"170"	"low"	2
"b01002"	"b01002_001"	"170"	"medium"	2
"b01002"	"b01002_001"	"250"	"high"	1
"b01002"	"b01002_001"	"250"	"low"	78
"b01002"	"b01002_001"	"250"	"medium"	25
"b01002"	"b01002_001"	"251"	"high"	1
"b01002"	"b01002_001"	"251"	"low"	71
"b01002"	"b01002_001"	"251"	"medium"	7
"b01002"	"b01002_001"	"256"	"high"	1
"b01002"	"b01002_001"	"256"	"low"	66
"b01002"	"b01002_001"	"256"	"medium"	11
"b01002"	"b01002_001"	"258"	"high"	2
"b01002"	"b01002_001"	"258"	"low"	121
"b01002"	"b01002_001"	"258"	"medium"	17
"b01002"	"b01002_001"	"310"	"high"	128
"b01002"	"b01002_001"	"310"	"low"	233
"b01002"	"b01002_001"	"310"	"medium"	183
"b01002"	"b01002_001"	"400"	"high"	44
"b01002"	"b01002_001"	"400"	"low"	652
"b01002"	"b01002_001"	"400"	"medium"	174
"b01002"	"b01002_001"	"500"	"high"	55
"b01002"	"b01002_001"	"500"	"low"	117
"b01002"	"b01002_001"	"500"	"medium"	134
"b01002"	"b01002_001"	"795"	"high"	141
